serial_no,date,country,type,ref_no,summary,un_region,ohchr_region,alleged_victims,nb_of_replies,replies,vulnerable_groups,women_and_girls,human_rights_defenders,mandate
5708,01 Jul 2014,India,JAL,IND 4/2014,"Alleged abduction, gang-rape, and murder of two teenage girls and failure of the authorities to effectively respond after their abductions were reported. According to the information received, on the night of 27 May 2014, Ms. X and Ms. Y, both minors, were abducted as they walked to a field to relieve themselves because they had no access to sanitation at home. After being made aware of this incident, the girls’ fathers reportedly went to the police station in the village to report their daughters as missing. However, the local police officers insulted them and refused to help, reportedly because the two young women belonged to a lower caste. The girls were later found dead, hanging from a tree in a mango orchard. It is reported that they had been gang-raped before they were killed.",Asia-Pacific Group,Asia Pacific,2,0,NA,1,1,0,violence against women
5708,01 Jul 2014,India,JAL,IND 4/2014,"Alleged abduction, gang-rape, and murder of two teenage girls and failure of the authorities to effectively respond after their abductions were reported. According to the information received, on the night of 27 May 2014, Ms. X and Ms. Y, both minors, were abducted as they walked to a field to relieve themselves because they had no access to sanitation at home. After being made aware of this incident, the girls’ fathers reportedly went to the police station in the village to report their daughters as missing. However, the local police officers insulted them and refused to help, reportedly because the two young women belonged to a lower caste. The girls were later found dead, hanging from a tree in a mango orchard. It is reported that they had been gang-raped before they were killed.",Asia-Pacific Group,Asia Pacific,2,0,NA,1,1,0,minority issues
5708,01 Jul 2014,India,JAL,IND 4/2014,"Alleged abduction, gang-rape, and murder of two teenage girls and failure of the authorities to effectively respond after their abductions were reported. According to the information received, on the night of 27 May 2014, Ms. X and Ms. Y, both minors, were abducted as they walked to a field to relieve themselves because they had no access to sanitation at home. After being made aware of this incident, the girls’ fathers reportedly went to the police station in the village to report their daughters as missing. However, the local police officers insulted them and refused to help, reportedly because the two young women belonged to a lower caste. The girls were later found dead, hanging from a tree in a mango orchard. It is reported that they had been gang-raped before they were killed.",Asia-Pacific Group,Asia Pacific,2,0,NA,1,1,0,water and sanitation
5708,01 Jul 2014,India,JAL,IND 4/2014,"Alleged abduction, gang-rape, and murder of two teenage girls and failure of the authorities to effectively respond after their abductions were reported. According to the information received, on the night of 27 May 2014, Ms. X and Ms. Y, both minors, were abducted as they walked to a field to relieve themselves because they had no access to sanitation at home. After being made aware of this incident, the girls’ fathers reportedly went to the police station in the village to report their daughters as missing. However, the local police officers insulted them and refused to help, reportedly because the two young women belonged to a lower caste. The girls were later found dead, hanging from a tree in a mango orchard. It is reported that they had been gang-raped before they were killed.",Asia-Pacific Group,Asia Pacific,2,0,NA,1,1,0,women in law and in practice
5711,26 Jun 2014,Sri Lanka,JUA,LKA 6/2014,"Alleged systematic attacks and violence against members of religious minorities. According to the information received, on 15 June 2014, a protest rally instigated by Bodu Bala Sena, an extremist Buddhist group, turned violent as its supporters moved in procession through Muslim neighbourhoods, allegedly chanting anti-Muslim and racial slogans. Muslim-owned homes, shops and mosques were reportedly attacked and some set ablaze by mobs carrying poles and other weapons. Despite a curfew and deployment of police, violence apparently continued into the night as Muslim homes and properties were targeted in nearby Beruwala, Welipenna, and Dharga. Reportedly, four people were killed and about 80 others injured. The latest incident was not an isolated one; during the last two years there have been documented reports of more than 350 incidents of violent attacks on Muslims and more than 150 incidents of violent attacks against Christians. Serious concern is raised at the risk of eruption of further violence against religious minorities.",Asia-Pacific Group,Asia Pacific,0,1,02 Oct 2014,1,0,0,religion or belief
5711,26 Jun 2014,Sri Lanka,JUA,LKA 6/2014,"Alleged systematic attacks and violence against members of religious minorities. According to the information received, on 15 June 2014, a protest rally instigated by Bodu Bala Sena, an extremist Buddhist group, turned violent as its supporters moved in procession through Muslim neighbourhoods, allegedly chanting anti-Muslim and racial slogans. Muslim-owned homes, shops and mosques were reportedly attacked and some set ablaze by mobs carrying poles and other weapons. Despite a curfew and deployment of police, violence apparently continued into the night as Muslim homes and properties were targeted in nearby Beruwala, Welipenna, and Dharga. Reportedly, four people were killed and about 80 others injured. The latest incident was not an isolated one; during the last two years there have been documented reports of more than 350 incidents of violent attacks on Muslims and more than 150 incidents of violent attacks against Christians. Serious concern is raised at the risk of eruption of further violence against religious minorities.",Asia-Pacific Group,Asia Pacific,0,1,02 Oct 2014,1,0,0,executions
5711,26 Jun 2014,Sri Lanka,JUA,LKA 6/2014,"Alleged systematic attacks and violence against members of religious minorities. According to the information received, on 15 June 2014, a protest rally instigated by Bodu Bala Sena, an extremist Buddhist group, turned violent as its supporters moved in procession through Muslim neighbourhoods, allegedly chanting anti-Muslim and racial slogans. Muslim-owned homes, shops and mosques were reportedly attacked and some set ablaze by mobs carrying poles and other weapons. Despite a curfew and deployment of police, violence apparently continued into the night as Muslim homes and properties were targeted in nearby Beruwala, Welipenna, and Dharga. Reportedly, four people were killed and about 80 others injured. The latest incident was not an isolated one; during the last two years there have been documented reports of more than 350 incidents of violent attacks on Muslims and more than 150 incidents of violent attacks against Christians. Serious concern is raised at the risk of eruption of further violence against religious minorities.",Asia-Pacific Group,Asia Pacific,0,1,02 Oct 2014,1,0,0,minority issues
5718,20 Jun 2014,Nepal,JAL,NPL 1/2014,"Alleged violent conflicts in Dho village, Dolpo district, related to the collection of royalties for the harvesting of “Yarsagumba” (caterpillar fungus). According to the information received, on 3 June 2014, clashes erupted during a meeting between indigenous residents of Dho village who harvest Yarsagumba and officials of the Buffer Zone Management Committee, a State entity of the Shey Phoksundo National Park. The Buffer Zone Management Committee was accompanied by members of the Armed Police Force and the Nepal Police, who intervened in the clash. Reportedly, the incident resulted in the death of two people and injury of some 50 others.",Asia-Pacific Group,Asia Pacific,4,1,02 Sep 2014,1,0,0,indigenous peoples
5718,20 Jun 2014,Nepal,JAL,NPL 1/2014,"Alleged violent conflicts in Dho village, Dolpo district, related to the collection of royalties for the harvesting of “Yarsagumba” (caterpillar fungus). According to the information received, on 3 June 2014, clashes erupted during a meeting between indigenous residents of Dho village who harvest Yarsagumba and officials of the Buffer Zone Management Committee, a State entity of the Shey Phoksundo National Park. The Buffer Zone Management Committee was accompanied by members of the Armed Police Force and the Nepal Police, who intervened in the clash. Reportedly, the incident resulted in the death of two people and injury of some 50 others.",Asia-Pacific Group,Asia Pacific,4,1,02 Sep 2014,1,0,0,executions
5721,19 Jun 2014,Papua New Guinea,JUA,PNG 3/2014,"Alleged threats and attacks on a family by the police following accusations of sorcery. According to the information received, the former Police Station Commander of the Kundiawa Police Station, who is performing at present the function of Provincial Police Commander, accused Mr. X and his family of performing sorcery that led to the death of his son. As a consequence, Mr. X and his family have been the subjects of a series of continuing attacks and threats by the said Police Commander and his police colleagues. Reportedly, no action has been taken by the authorities to register properly the complaints of Mr. X against the Commander and his police colleagues and, although a civil law suit is pending before the National Court of Justice at Kundiawa, no action has been taken to initiate a criminal investigation into these attacks.",Asia-Pacific Group,Asia Pacific,1,0,NA,0,0,0,executions
5721,19 Jun 2014,Papua New Guinea,JUA,PNG 3/2014,"Alleged threats and attacks on a family by the police following accusations of sorcery. According to the information received, the former Police Station Commander of the Kundiawa Police Station, who is performing at present the function of Provincial Police Commander, accused Mr. X and his family of performing sorcery that led to the death of his son. As a consequence, Mr. X and his family have been the subjects of a series of continuing attacks and threats by the said Police Commander and his police colleagues. Reportedly, no action has been taken by the authorities to register properly the complaints of Mr. X against the Commander and his police colleagues and, although a civil law suit is pending before the National Court of Justice at Kundiawa, no action has been taken to initiate a criminal investigation into these attacks.",Asia-Pacific Group,Asia Pacific,1,0,NA,0,0,0,torture
5722,19 Jun 2014,Myanmar,JUA,MMR 4/2014,"Concerns expressed in relation to the draft bill on Religious Conversion in Myanmar. According to the information received, the draft bill sets out a cumbersome application and approval process for conversion. Some provisions and requirements set forth are vague and subject to interpretation that may be discriminatory against the poor or religious and ethnic minorities. It could lead to arbitrary denial of the right to change or adopt a religion or belief. The draft law furthermore provides for disproportionate criminal sanctions on offenders. Reportedly, a number of civil society and human rights activists who oppose the proposed package of draft bills, including a proposed interfaith marriage bill and a religious conversion bill, have been threatened.",Asia-Pacific Group,Asia Pacific,0,1,25 Jul 2014,1,0,1,freedom of opinion and expression
5722,19 Jun 2014,Myanmar,JUA,MMR 4/2014,"Concerns expressed in relation to the draft bill on Religious Conversion in Myanmar. According to the information received, the draft bill sets out a cumbersome application and approval process for conversion. Some provisions and requirements set forth are vague and subject to interpretation that may be discriminatory against the poor or religious and ethnic minorities. It could lead to arbitrary denial of the right to change or adopt a religion or belief. The draft law furthermore provides for disproportionate criminal sanctions on offenders. Reportedly, a number of civil society and human rights activists who oppose the proposed package of draft bills, including a proposed interfaith marriage bill and a religious conversion bill, have been threatened.",Asia-Pacific Group,Asia Pacific,0,1,25 Jul 2014,1,0,1,human rights defenders
5722,19 Jun 2014,Myanmar,JUA,MMR 4/2014,"Concerns expressed in relation to the draft bill on Religious Conversion in Myanmar. According to the information received, the draft bill sets out a cumbersome application and approval process for conversion. Some provisions and requirements set forth are vague and subject to interpretation that may be discriminatory against the poor or religious and ethnic minorities. It could lead to arbitrary denial of the right to change or adopt a religion or belief. The draft law furthermore provides for disproportionate criminal sanctions on offenders. Reportedly, a number of civil society and human rights activists who oppose the proposed package of draft bills, including a proposed interfaith marriage bill and a religious conversion bill, have been threatened.",Asia-Pacific Group,Asia Pacific,0,1,25 Jul 2014,1,0,1,myanmar
5722,19 Jun 2014,Myanmar,JUA,MMR 4/2014,"Concerns expressed in relation to the draft bill on Religious Conversion in Myanmar. According to the information received, the draft bill sets out a cumbersome application and approval process for conversion. Some provisions and requirements set forth are vague and subject to interpretation that may be discriminatory against the poor or religious and ethnic minorities. It could lead to arbitrary denial of the right to change or adopt a religion or belief. The draft law furthermore provides for disproportionate criminal sanctions on offenders. Reportedly, a number of civil society and human rights activists who oppose the proposed package of draft bills, including a proposed interfaith marriage bill and a religious conversion bill, have been threatened.",Asia-Pacific Group,Asia Pacific,0,1,25 Jul 2014,1,0,1,religion or belief
5722,19 Jun 2014,Myanmar,JUA,MMR 4/2014,"Concerns expressed in relation to the draft bill on Religious Conversion in Myanmar. According to the information received, the draft bill sets out a cumbersome application and approval process for conversion. Some provisions and requirements set forth are vague and subject to interpretation that may be discriminatory against the poor or religious and ethnic minorities. It could lead to arbitrary denial of the right to change or adopt a religion or belief. The draft law furthermore provides for disproportionate criminal sanctions on offenders. Reportedly, a number of civil society and human rights activists who oppose the proposed package of draft bills, including a proposed interfaith marriage bill and a religious conversion bill, have been threatened.",Asia-Pacific Group,Asia Pacific,0,1,25 Jul 2014,1,0,1,minority issues
5729,13 Jun 2014,Indonesia,JUA,IDN 3/2014,"Alleged gang rape of a woman accused of engaging in extramarital sex and subsequent threat of corporal punishment by caning. According to the information received, on 7 May, 2014, Ms. X, a 26-year-old woman from Kampung Lhok Bani, Kota Langsa, was gang raped by a group of eight vigilantes  who accused her of engaging in extramarital sex. After the assault took place, the attackers took Ms. X to the Shariah police where it was determined that she should be caned as a form of punishment for allegedly engaging in extramarital sex. Serious concern is expressed regarding the physical and psychological integrity of Ms. X, and information indicating that she could, despite being a victim of gang rape, be subjected to corporal punishment through caning.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,0,torture
5729,13 Jun 2014,Indonesia,JUA,IDN 3/2014,"Alleged gang rape of a woman accused of engaging in extramarital sex and subsequent threat of corporal punishment by caning. According to the information received, on 7 May, 2014, Ms. X, a 26-year-old woman from Kampung Lhok Bani, Kota Langsa, was gang raped by a group of eight vigilantes  who accused her of engaging in extramarital sex. After the assault took place, the attackers took Ms. X to the Shariah police where it was determined that she should be caned as a form of punishment for allegedly engaging in extramarital sex. Serious concern is expressed regarding the physical and psychological integrity of Ms. X, and information indicating that she could, despite being a victim of gang rape, be subjected to corporal punishment through caning.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,0,violence against women
5729,13 Jun 2014,Indonesia,JUA,IDN 3/2014,"Alleged gang rape of a woman accused of engaging in extramarital sex and subsequent threat of corporal punishment by caning. According to the information received, on 7 May, 2014, Ms. X, a 26-year-old woman from Kampung Lhok Bani, Kota Langsa, was gang raped by a group of eight vigilantes  who accused her of engaging in extramarital sex. After the assault took place, the attackers took Ms. X to the Shariah police where it was determined that she should be caned as a form of punishment for allegedly engaging in extramarital sex. Serious concern is expressed regarding the physical and psychological integrity of Ms. X, and information indicating that she could, despite being a victim of gang rape, be subjected to corporal punishment through caning.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,0,women in law and in practice
5733,05 Jun 2014,Pakistan,JUA,PAK 9/2014,"Alleged brutal murder of a 25-year-old woman by members of her own family in what they describe as a crime in the name of honour. According to the information received, on 27 May 2014, Ms. Farzana Praveen and Mr. X  were on their way to the Lahore High Court to make a statement that Ms. Praveen had married Mr. X of her own free will, after her father filed a complaint of kidnapping against Mr. X. A short distance from the High Court gate, the couple was reportedly stopped by Ms. Praveen’s father, her two brothers, three cousins, and approximately 20 other men and women. Ms. Praveen was beaten up until she fell down. One of her brothers then reportedly delivered several blows to her head with a brick, resulting in her death. Serious concern is expressed that the brutal killing of Ms. Praveen took place outside of the Lahore High Court allegedly without the intervention of police or other law enforcement officials and that, in general, gender-motivated killings of women, including killings in the name of honour, do not receive stringent punishment.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,0,executions
5733,05 Jun 2014,Pakistan,JUA,PAK 9/2014,"Alleged brutal murder of a 25-year-old woman by members of her own family in what they describe as a crime in the name of honour. According to the information received, on 27 May 2014, Ms. Farzana Praveen and Mr. X  were on their way to the Lahore High Court to make a statement that Ms. Praveen had married Mr. X of her own free will, after her father filed a complaint of kidnapping against Mr. X. A short distance from the High Court gate, the couple was reportedly stopped by Ms. Praveen’s father, her two brothers, three cousins, and approximately 20 other men and women. Ms. Praveen was beaten up until she fell down. One of her brothers then reportedly delivered several blows to her head with a brick, resulting in her death. Serious concern is expressed that the brutal killing of Ms. Praveen took place outside of the Lahore High Court allegedly without the intervention of police or other law enforcement officials and that, in general, gender-motivated killings of women, including killings in the name of honour, do not receive stringent punishment.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,0,torture
5733,05 Jun 2014,Pakistan,JUA,PAK 9/2014,"Alleged brutal murder of a 25-year-old woman by members of her own family in what they describe as a crime in the name of honour. According to the information received, on 27 May 2014, Ms. Farzana Praveen and Mr. X  were on their way to the Lahore High Court to make a statement that Ms. Praveen had married Mr. X of her own free will, after her father filed a complaint of kidnapping against Mr. X. A short distance from the High Court gate, the couple was reportedly stopped by Ms. Praveen’s father, her two brothers, three cousins, and approximately 20 other men and women. Ms. Praveen was beaten up until she fell down. One of her brothers then reportedly delivered several blows to her head with a brick, resulting in her death. Serious concern is expressed that the brutal killing of Ms. Praveen took place outside of the Lahore High Court allegedly without the intervention of police or other law enforcement officials and that, in general, gender-motivated killings of women, including killings in the name of honour, do not receive stringent punishment.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,0,violence against women
5733,05 Jun 2014,Pakistan,JUA,PAK 9/2014,"Alleged brutal murder of a 25-year-old woman by members of her own family in what they describe as a crime in the name of honour. According to the information received, on 27 May 2014, Ms. Farzana Praveen and Mr. X  were on their way to the Lahore High Court to make a statement that Ms. Praveen had married Mr. X of her own free will, after her father filed a complaint of kidnapping against Mr. X. A short distance from the High Court gate, the couple was reportedly stopped by Ms. Praveen’s father, her two brothers, three cousins, and approximately 20 other men and women. Ms. Praveen was beaten up until she fell down. One of her brothers then reportedly delivered several blows to her head with a brick, resulting in her death. Serious concern is expressed that the brutal killing of Ms. Praveen took place outside of the Lahore High Court allegedly without the intervention of police or other law enforcement officials and that, in general, gender-motivated killings of women, including killings in the name of honour, do not receive stringent punishment.",Asia-Pacific Group,Asia Pacific,1,0,NA,1,1,0,women in law and in practice
5739,30 May 2014,Pakistan,JUA,PAK 8/2014,"Alleged killing and systematic persecution of Ahmadiyya Muslim minorities in Pakistan. According to the information received, on 13 May 2014, Messrs. Khalil Ahmad, Ghulam Ahmad, Israr Ahmad and Mubashir Ahmad were arrested by police on blasphemy charges in Sharaqpur, Pakistan. While three of these individuals were released on bail, Mr. Khalil Ahmad was kept in detention, where he was shot dead by a visiting minor. It is unclear why the minor was allowed to visit Mr. Ahmad. On 26 May 2014, Mr. Mehdi Ali Qamar, a US citizen, member of the Ahmadiyya Muslim community and a doctor on a humanitarian visit to Pakistan, was murdered in Rabwah, Pakistan. He was killed by two unknown men on motorbikes. Concerns are raised that the killing and persecution of these individuals may be related to their choice and peaceful practice of their religious beliefs.",Asia-Pacific Group,Asia Pacific,5,1,02 Jun 2014,1,0,0,religion or belief
5739,30 May 2014,Pakistan,JUA,PAK 8/2014,"Alleged killing and systematic persecution of Ahmadiyya Muslim minorities in Pakistan. According to the information received, on 13 May 2014, Messrs. Khalil Ahmad, Ghulam Ahmad, Israr Ahmad and Mubashir Ahmad were arrested by police on blasphemy charges in Sharaqpur, Pakistan. While three of these individuals were released on bail, Mr. Khalil Ahmad was kept in detention, where he was shot dead by a visiting minor. It is unclear why the minor was allowed to visit Mr. Ahmad. On 26 May 2014, Mr. Mehdi Ali Qamar, a US citizen, member of the Ahmadiyya Muslim community and a doctor on a humanitarian visit to Pakistan, was murdered in Rabwah, Pakistan. He was killed by two unknown men on motorbikes. Concerns are raised that the killing and persecution of these individuals may be related to their choice and peaceful practice of their religious beliefs.",Asia-Pacific Group,Asia Pacific,5,1,02 Jun 2014,1,0,0,executions
5739,30 May 2014,Pakistan,JUA,PAK 8/2014,"Alleged killing and systematic persecution of Ahmadiyya Muslim minorities in Pakistan. According to the information received, on 13 May 2014, Messrs. Khalil Ahmad, Ghulam Ahmad, Israr Ahmad and Mubashir Ahmad were arrested by police on blasphemy charges in Sharaqpur, Pakistan. While three of these individuals were released on bail, Mr. Khalil Ahmad was kept in detention, where he was shot dead by a visiting minor. It is unclear why the minor was allowed to visit Mr. Ahmad. On 26 May 2014, Mr. Mehdi Ali Qamar, a US citizen, member of the Ahmadiyya Muslim community and a doctor on a humanitarian visit to Pakistan, was murdered in Rabwah, Pakistan. He was killed by two unknown men on motorbikes. Concerns are raised that the killing and persecution of these individuals may be related to their choice and peaceful practice of their religious beliefs.",Asia-Pacific Group,Asia Pacific,5,1,02 Jun 2014,1,0,0,minority issues
5742,28 May 2014,Thailand,JUA,THA 6/2014,"Allegations of the suspension of Constitutional guarantees, detention of senior political leaders and activists and the closure of multiple media outlets. According to the information received, on 22 May 2014, two days after the imposition of martial law, the Thai armed forces and police issued a statement, through the National Council for Peace and Order (NCPO), that they would assume control of the country. The NCPO reportedly issued 21 announcements and three orders, that, among others, suspended the Constitution, overturned the acting Government and bestowed all powers and responsibilities of the Prime Minister to the NCPO, ordered all radio and TV stations to stop broadcasting their regular programmes and prohibited political gatherings in any place of more than five people. Furthermore, the NCPO reportedly issued nine orders (as of 16:00 p.m., 26 May) to summon 231 individuals to the army base. Reportedly, most political leaders and activist summoned were transported to army camps in different locations in the Central region. Reportedly, family members have not been informed of their whereabouts.",Asia-Pacific Group,Asia Pacific,0,1,13 Jun 2014,0,0,0,arbitrary detention
5742,28 May 2014,Thailand,JUA,THA 6/2014,"Allegations of the suspension of Constitutional guarantees, detention of senior political leaders and activists and the closure of multiple media outlets. According to the information received, on 22 May 2014, two days after the imposition of martial law, the Thai armed forces and police issued a statement, through the National Council for Peace and Order (NCPO), that they would assume control of the country. The NCPO reportedly issued 21 announcements and three orders, that, among others, suspended the Constitution, overturned the acting Government and bestowed all powers and responsibilities of the Prime Minister to the NCPO, ordered all radio and TV stations to stop broadcasting their regular programmes and prohibited political gatherings in any place of more than five people. Furthermore, the NCPO reportedly issued nine orders (as of 16:00 p.m., 26 May) to summon 231 individuals to the army base. Reportedly, most political leaders and activist summoned were transported to army camps in different locations in the Central region. Reportedly, family members have not been informed of their whereabouts.",Asia-Pacific Group,Asia Pacific,0,1,13 Jun 2014,0,0,0,freedom of opinion and expression
5742,28 May 2014,Thailand,JUA,THA 6/2014,"Allegations of the suspension of Constitutional guarantees, detention of senior political leaders and activists and the closure of multiple media outlets. According to the information received, on 22 May 2014, two days after the imposition of martial law, the Thai armed forces and police issued a statement, through the National Council for Peace and Order (NCPO), that they would assume control of the country. The NCPO reportedly issued 21 announcements and three orders, that, among others, suspended the Constitution, overturned the acting Government and bestowed all powers and responsibilities of the Prime Minister to the NCPO, ordered all radio and TV stations to stop broadcasting their regular programmes and prohibited political gatherings in any place of more than five people. Furthermore, the NCPO reportedly issued nine orders (as of 16:00 p.m., 26 May) to summon 231 individuals to the army base. Reportedly, most political leaders and activist summoned were transported to army camps in different locations in the Central region. Reportedly, family members have not been informed of their whereabouts.",Asia-Pacific Group,Asia Pacific,0,1,13 Jun 2014,0,0,0,torture
5742,28 May 2014,Thailand,JUA,THA 6/2014,"Allegations of the suspension of Constitutional guarantees, detention of senior political leaders and activists and the closure of multiple media outlets. According to the information received, on 22 May 2014, two days after the imposition of martial law, the Thai armed forces and police issued a statement, through the National Council for Peace and Order (NCPO), that they would assume control of the country. The NCPO reportedly issued 21 announcements and three orders, that, among others, suspended the Constitution, overturned the acting Government and bestowed all powers and responsibilities of the Prime Minister to the NCPO, ordered all radio and TV stations to stop broadcasting their regular programmes and prohibited political gatherings in any place of more than five people. Furthermore, the NCPO reportedly issued nine orders (as of 16:00 p.m., 26 May) to summon 231 individuals to the army base. Reportedly, most political leaders and activist summoned were transported to army camps in different locations in the Central region. Reportedly, family members have not been informed of their whereabouts.",Asia-Pacific Group,Asia Pacific,0,1,13 Jun 2014,0,0,0,disappearances
5742,28 May 2014,Thailand,JUA,THA 6/2014,"Allegations of the suspension of Constitutional guarantees, detention of senior political leaders and activists and the closure of multiple media outlets. According to the information received, on 22 May 2014, two days after the imposition of martial law, the Thai armed forces and police issued a statement, through the National Council for Peace and Order (NCPO), that they would assume control of the country. The NCPO reportedly issued 21 announcements and three orders, that, among others, suspended the Constitution, overturned the acting Government and bestowed all powers and responsibilities of the Prime Minister to the NCPO, ordered all radio and TV stations to stop broadcasting their regular programmes and prohibited political gatherings in any place of more than five people. Furthermore, the NCPO reportedly issued nine orders (as of 16:00 p.m., 26 May) to summon 231 individuals to the army base. Reportedly, most political leaders and activist summoned were transported to army camps in different locations in the Central region. Reportedly, family members have not been informed of their whereabouts.",Asia-Pacific Group,Asia Pacific,0,1,13 Jun 2014,0,0,0,freedom of peaceful assembly and of association
5745,27 May 2014,South Korea,JAL,KOR 2/2014,"Follow-up letter concerning alleged forced eviction of residents living in Jagatsinghpur District, Odisha, India and surrounding areas. According to the information received, up to 20, 000 people may be forced to leave their homes as a result of land being acquired for the construction of an integrated steel plant and a captive port by Korean steel corporation, Pohang Iron and Steel Corporation (POSCO). Reports suggest that the construction of the steel plant will result in serious violations of the human rights of affected people, including the right to an adequate standard of living, right to food, right to adequate housing, right to water and sanitation, right to health, right to education, and other related rights of people living in extreme poverty. Reports further indicate that the rights of those opposing the project have been suppressed resulting in a series of human rights abuses.",Asia-Pacific Group,Asia Pacific,0,1,07 Aug 2014,0,0,0,housing
5745,27 May 2014,South Korea,JAL,KOR 2/2014,"Follow-up letter concerning alleged forced eviction of residents living in Jagatsinghpur District, Odisha, India and surrounding areas. According to the information received, up to 20, 000 people may be forced to leave their homes as a result of land being acquired for the construction of an integrated steel plant and a captive port by Korean steel corporation, Pohang Iron and Steel Corporation (POSCO). Reports suggest that the construction of the steel plant will result in serious violations of the human rights of affected people, including the right to an adequate standard of living, right to food, right to adequate housing, right to water and sanitation, right to health, right to education, and other related rights of people living in extreme poverty. Reports further indicate that the rights of those opposing the project have been suppressed resulting in a series of human rights abuses.",Asia-Pacific Group,Asia Pacific,0,1,07 Aug 2014,0,0,0,food
5745,27 May 2014,South Korea,JAL,KOR 2/2014,"Follow-up letter concerning alleged forced eviction of residents living in Jagatsinghpur District, Odisha, India and surrounding areas. According to the information received, up to 20, 000 people may be forced to leave their homes as a result of land being acquired for the construction of an integrated steel plant and a captive port by Korean steel corporation, Pohang Iron and Steel Corporation (POSCO). Reports suggest that the construction of the steel plant will result in serious violations of the human rights of affected people, including the right to an adequate standard of living, right to food, right to adequate housing, right to water and sanitation, right to health, right to education, and other related rights of people living in extreme poverty. Reports further indicate that the rights of those opposing the project have been suppressed resulting in a series of human rights abuses.",Asia-Pacific Group,Asia Pacific,0,1,07 Aug 2014,0,0,0,health
5745,27 May 2014,South Korea,JAL,KOR 2/2014,"Follow-up letter concerning alleged forced eviction of residents living in Jagatsinghpur District, Odisha, India and surrounding areas. According to the information received, up to 20, 000 people may be forced to leave their homes as a result of land being acquired for the construction of an integrated steel plant and a captive port by Korean steel corporation, Pohang Iron and Steel Corporation (POSCO). Reports suggest that the construction of the steel plant will result in serious violations of the human rights of affected people, including the right to an adequate standard of living, right to food, right to adequate housing, right to water and sanitation, right to health, right to education, and other related rights of people living in extreme poverty. Reports further indicate that the rights of those opposing the project have been suppressed resulting in a series of human rights abuses.",Asia-Pacific Group,Asia Pacific,0,1,07 Aug 2014,0,0,0,poverty
5745,27 May 2014,South Korea,JAL,KOR 2/2014,"Follow-up letter concerning alleged forced eviction of residents living in Jagatsinghpur District, Odisha, India and surrounding areas. According to the information received, up to 20, 000 people may be forced to leave their homes as a result of land being acquired for the construction of an integrated steel plant and a captive port by Korean steel corporation, Pohang Iron and Steel Corporation (POSCO). Reports suggest that the construction of the steel plant will result in serious violations of the human rights of affected people, including the right to an adequate standard of living, right to food, right to adequate housing, right to water and sanitation, right to health, right to education, and other related rights of people living in extreme poverty. Reports further indicate that the rights of those opposing the project have been suppressed resulting in a series of human rights abuses.",Asia-Pacific Group,Asia Pacific,0,1,07 Aug 2014,0,0,0,water and sanitation
5746,27 May 2014,Malaysia,JAL,MYS 4/2014,"Alleged systematic persecution and discrimination against Shi’a Muslims in Malaysia. According to the information received, on 21 April 2014, Mr. Mohd Kamilzuhairi Abdul Aziz, a Shi’a religious cleric, was arrested by police during a peaceful religious meeting in Taman Sri Gombak. On 9 April 2014, a novel written by Mr. Mohd Faizal Musa was banned by the Ministry of Home Affairs in order to stop Shi’a propaganda. The ban appears to be imposed as a result of the 1996 fatwa issued by the National Council for Islamic Affairs, which declared Shi’a school of Islam as a deviant sect and any production, broadcast and distribution of any books, pamphlets, films and video deviating from the Sunni teaching as haram (forbidden).",Asia-Pacific Group,Asia Pacific,2,0,NA,0,0,0,freedom of opinion and expression
5746,27 May 2014,Malaysia,JAL,MYS 4/2014,"Alleged systematic persecution and discrimination against Shi’a Muslims in Malaysia. According to the information received, on 21 April 2014, Mr. Mohd Kamilzuhairi Abdul Aziz, a Shi’a religious cleric, was arrested by police during a peaceful religious meeting in Taman Sri Gombak. On 9 April 2014, a novel written by Mr. Mohd Faizal Musa was banned by the Ministry of Home Affairs in order to stop Shi’a propaganda. The ban appears to be imposed as a result of the 1996 fatwa issued by the National Council for Islamic Affairs, which declared Shi’a school of Islam as a deviant sect and any production, broadcast and distribution of any books, pamphlets, films and video deviating from the Sunni teaching as haram (forbidden).",Asia-Pacific Group,Asia Pacific,2,0,NA,0,0,0,religion or belief
5746,27 May 2014,Malaysia,JAL,MYS 4/2014,"Alleged systematic persecution and discrimination against Shi’a Muslims in Malaysia. According to the information received, on 21 April 2014, Mr. Mohd Kamilzuhairi Abdul Aziz, a Shi’a religious cleric, was arrested by police during a peaceful religious meeting in Taman Sri Gombak. On 9 April 2014, a novel written by Mr. Mohd Faizal Musa was banned by the Ministry of Home Affairs in order to stop Shi’a propaganda. The ban appears to be imposed as a result of the 1996 fatwa issued by the National Council for Islamic Affairs, which declared Shi’a school of Islam as a deviant sect and any production, broadcast and distribution of any books, pamphlets, films and video deviating from the Sunni teaching as haram (forbidden).",Asia-Pacific Group,Asia Pacific,2,0,NA,0,0,0,cultural rights
