country,year,status,country_iso,freedom_status,sub_indicator,score,sub_indicator_text,sub_index_group
Myanmar,2023,NF,MMR,Not free,b1,0,Blocked content,Limits on content
Myanmar,2023,NF,MMR,Not free,b2,1,Forced content deletion,Limits on content
Myanmar,2023,NF,MMR,Not free,b3,0,"Opaque, unacccountable procedures",Limits on content
Myanmar,2023,NF,MMR,Not free,b4,1,Self-censorship,Limits on content
Myanmar,2023,NF,MMR,Not free,b5,1,Information control and manipulation,Limits on content
Myanmar,2023,NF,MMR,Not free,b6,0,Constraints on publishing,Limits on content
Myanmar,2023,NF,MMR,Not free,b7,1,Lack diversity and reliability,Limits on content
Myanmar,2023,NF,MMR,Not free,b8,1,Constraints on communities,Limits on content
Myanmar,2023,NF,MMR,Not free,b_limits_on_content,5,Limits on content,aggregation
Myanmar,2023,NF,MMR,Not free,c1,0,Legal protections,Violation of user rights
Myanmar,2023,NF,MMR,Not free,c2,0,Criminalised online activities,Violation of user rights
Myanmar,2023,NF,MMR,Not free,c3,0,Individuals penalised,Violation of user rights
Myanmar,2023,NF,MMR,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Myanmar,2023,NF,MMR,Not free,c5,1,State infringement of privacy,Violation of user rights
Myanmar,2023,NF,MMR,Not free,c6,0,Data monitoring and retention,Violation of user rights
Myanmar,2023,NF,MMR,Not free,c7,0,Extralegal intimidation,Violation of user rights
Myanmar,2023,NF,MMR,Not free,c8,1,Cyberattacks,Violation of user rights
Myanmar,2023,NF,MMR,Not free,c_violations_of_user_rights,3,Violations of user rights,aggregation
Myanmar,2023,NF,MMR,Not free,total_country_score,10,Country Score,aggregation
Myanmar,2022,NF,MMR,Not free,a1,2,Infrastructural limitations,Obstructions to access
Myanmar,2022,NF,MMR,Not free,a2,0,Internet accesibility,Obstructions to access
Myanmar,2022,NF,MMR,Not free,a3,0,Government restrictions,Obstructions to access
Myanmar,2022,NF,MMR,Not free,a4,0,Service provider diversity,Obstructions to access
Myanmar,2022,NF,MMR,Not free,a5,0,Regulatory failure,Obstructions to access
Myanmar,2022,NF,MMR,Not free,a_obstacles_to_access,2,Obstacles to access,aggregation
Myanmar,2022,NF,MMR,Not free,b1,1,Blocked content,Limits on content
Myanmar,2022,NF,MMR,Not free,b2,1,Forced content deletion,Limits on content
Myanmar,2022,NF,MMR,Not free,b3,0,"Opaque, unacccountable procedures",Limits on content
Myanmar,2022,NF,MMR,Not free,b4,1,Self-censorship,Limits on content
Myanmar,2022,NF,MMR,Not free,b5,1,Information control and manipulation,Limits on content
Myanmar,2022,NF,MMR,Not free,b6,0,Constraints on publishing,Limits on content
Myanmar,2022,NF,MMR,Not free,b7,1,Lack diversity and reliability,Limits on content
Myanmar,2022,NF,MMR,Not free,b8,1,Constraints on communities,Limits on content
Myanmar,2022,NF,MMR,Not free,b_limits_on_content,6,Limits on content,aggregation
Myanmar,2022,NF,MMR,Not free,c1,0,Legal protections,Violation of user rights
Myanmar,2022,NF,MMR,Not free,c2,0,Criminalised online activities,Violation of user rights
Myanmar,2022,NF,MMR,Not free,c3,0,Individuals penalised,Violation of user rights
Myanmar,2022,NF,MMR,Not free,c4,2,Restricted anonymous communication,Violation of user rights
Myanmar,2022,NF,MMR,Not free,c5,1,State infringement of privacy,Violation of user rights
Myanmar,2022,NF,MMR,Not free,c6,0,Data monitoring and retention,Violation of user rights
Myanmar,2022,NF,MMR,Not free,c7,0,Extralegal intimidation,Violation of user rights
Myanmar,2022,NF,MMR,Not free,c8,1,Cyberattacks,Violation of user rights
Myanmar,2022,NF,MMR,Not free,c_violations_of_user_rights,4,Violations of user rights,aggregation
Myanmar,2022,NF,MMR,Not free,total_country_score,12,Country Score,aggregation
Myanmar,2021,NF,MMR,Not free,a1,2,Infrastructural limitations,Obstructions to access
Myanmar,2021,NF,MMR,Not free,a2,1,Internet accesibility,Obstructions to access
Myanmar,2021,NF,MMR,Not free,a3,0,Government restrictions,Obstructions to access
Myanmar,2021,NF,MMR,Not free,a4,1,Service provider diversity,Obstructions to access
Myanmar,2021,NF,MMR,Not free,a5,0,Regulatory failure,Obstructions to access
Myanmar,2021,NF,MMR,Not free,a_obstacles_to_access,4,Obstacles to access,aggregation
Myanmar,2021,NF,MMR,Not free,b1,1,Blocked content,Limits on content
Myanmar,2021,NF,MMR,Not free,b2,1,Forced content deletion,Limits on content
Myanmar,2021,NF,MMR,Not free,b3,0,"Opaque, unacccountable procedures",Limits on content
Myanmar,2021,NF,MMR,Not free,b4,1,Self-censorship,Limits on content
Myanmar,2021,NF,MMR,Not free,b5,1,Information control and manipulation,Limits on content
Myanmar,2021,NF,MMR,Not free,b6,0,Constraints on publishing,Limits on content
Myanmar,2021,NF,MMR,Not free,b7,1,Lack diversity and reliability,Limits on content
Myanmar,2021,NF,MMR,Not free,b8,2,Constraints on communities,Limits on content
Myanmar,2021,NF,MMR,Not free,b_limits_on_content,7,Limits on content,aggregation
Myanmar,2021,NF,MMR,Not free,c1,0,Legal protections,Violation of user rights
Myanmar,2021,NF,MMR,Not free,c2,0,Criminalised online activities,Violation of user rights
Myanmar,2021,NF,MMR,Not free,c3,1,Individuals penalised,Violation of user rights
Myanmar,2021,NF,MMR,Not free,c4,2,Restricted anonymous communication,Violation of user rights
Myanmar,2021,NF,MMR,Not free,c5,1,State infringement of privacy,Violation of user rights
Myanmar,2021,NF,MMR,Not free,c6,1,Data monitoring and retention,Violation of user rights
Myanmar,2021,NF,MMR,Not free,c7,0,Extralegal intimidation,Violation of user rights
Myanmar,2021,NF,MMR,Not free,c8,1,Cyberattacks,Violation of user rights
Myanmar,2021,NF,MMR,Not free,c_violations_of_user_rights,6,Violations of user rights,aggregation
Myanmar,2021,NF,MMR,Not free,total_country_score,17,Country Score,aggregation
Myanmar,2020,NF,MMR,Not free,a1,2,Infrastructural limitations,Obstructions to access
Myanmar,2020,NF,MMR,Not free,a2,1,Internet accesibility,Obstructions to access
Myanmar,2020,NF,MMR,Not free,a3,1,Government restrictions,Obstructions to access
Myanmar,2020,NF,MMR,Not free,a4,2,Service provider diversity,Obstructions to access
Myanmar,2020,NF,MMR,Not free,a5,1,Regulatory failure,Obstructions to access
Myanmar,2020,NF,MMR,Not free,a_obstacles_to_access,7,Obstacles to access,aggregation
Myanmar,2020,NF,MMR,Not free,b1,3,Blocked content,Limits on content
Myanmar,2020,NF,MMR,Not free,b2,1,Forced content deletion,Limits on content
Myanmar,2020,NF,MMR,Not free,b3,1,"Opaque, unacccountable procedures",Limits on content
Myanmar,2020,NF,MMR,Not free,b4,1,Self-censorship,Limits on content
Myanmar,2020,NF,MMR,Not free,b5,1,Information control and manipulation,Limits on content
Myanmar,2020,NF,MMR,Not free,b6,1,Constraints on publishing,Limits on content
Myanmar,2020,NF,MMR,Not free,b7,1,Lack diversity and reliability,Limits on content
Myanmar,2020,NF,MMR,Not free,b8,4,Constraints on communities,Limits on content
Myanmar,2020,NF,MMR,Not free,b_limits_on_content,13,Limits on content,aggregation
Myanmar,2020,NF,MMR,Not free,c1,1,Legal protections,Violation of user rights
Myanmar,2020,NF,MMR,Not free,c2,0,Criminalised online activities,Violation of user rights
Myanmar,2020,NF,MMR,Not free,c3,1,Individuals penalised,Violation of user rights
Myanmar,2020,NF,MMR,Not free,c4,3,Restricted anonymous communication,Violation of user rights
Myanmar,2020,NF,MMR,Not free,c5,2,State infringement of privacy,Violation of user rights
Myanmar,2020,NF,MMR,Not free,c6,1,Data monitoring and retention,Violation of user rights
Myanmar,2020,NF,MMR,Not free,c7,2,Extralegal intimidation,Violation of user rights
Myanmar,2020,NF,MMR,Not free,c8,1,Cyberattacks,Violation of user rights
Myanmar,2020,NF,MMR,Not free,c_violations_of_user_rights,11,Violations of user rights,aggregation
Myanmar,2020,NF,MMR,Not free,total_country_score,31,Country Score,aggregation
Myanmar,2019,NF,MMR,Not free,a1,2,Infrastructural limitations,Obstructions to access
Myanmar,2019,NF,MMR,Not free,a2,1,Internet accesibility,Obstructions to access
Myanmar,2019,NF,MMR,Not free,a3,4,Government restrictions,Obstructions to access
Myanmar,2019,NF,MMR,Not free,a4,2,Service provider diversity,Obstructions to access
Myanmar,2019,NF,MMR,Not free,a5,1,Regulatory failure,Obstructions to access
Myanmar,2019,NF,MMR,Not free,a_obstacles_to_access,10,Obstacles to access,aggregation
Myanmar,2019,NF,MMR,Not free,b1,6,Blocked content,Limits on content
Myanmar,2019,NF,MMR,Not free,b2,1,Forced content deletion,Limits on content
Myanmar,2019,NF,MMR,Not free,b3,1,"Opaque, unacccountable procedures",Limits on content
Myanmar,2019,NF,MMR,Not free,b4,1,Self-censorship,Limits on content
Myanmar,2019,NF,MMR,Not free,b5,1,Information control and manipulation,Limits on content
Myanmar,2019,NF,MMR,Not free,b6,1,Constraints on publishing,Limits on content
Myanmar,2019,NF,MMR,Not free,b7,1,Lack diversity and reliability,Limits on content
Myanmar,2019,NF,MMR,Not free,b8,4,Constraints on communities,Limits on content
Myanmar,2019,NF,MMR,Not free,b_limits_on_content,16,Limits on content,aggregation
Myanmar,2019,NF,MMR,Not free,c1,1,Legal protections,Violation of user rights
Myanmar,2019,NF,MMR,Not free,c2,0,Criminalised online activities,Violation of user rights
Myanmar,2019,NF,MMR,Not free,c3,1,Individuals penalised,Violation of user rights
Myanmar,2019,NF,MMR,Not free,c4,3,Restricted anonymous communication,Violation of user rights
Myanmar,2019,NF,MMR,Not free,c5,2,State infringement of privacy,Violation of user rights
Myanmar,2019,NF,MMR,Not free,c6,1,Data monitoring and retention,Violation of user rights
Myanmar,2019,NF,MMR,Not free,c7,1,Extralegal intimidation,Violation of user rights
Myanmar,2019,NF,MMR,Not free,c8,1,Cyberattacks,Violation of user rights
Myanmar,2019,NF,MMR,Not free,c_violations_of_user_rights,10,Violations of user rights,aggregation
Myanmar,2019,NF,MMR,Not free,total_country_score,36,Country Score,aggregation
Myanmar,2018,NF,MMR,Not free,a_obstacles_to_access,10,Obstacles to access,aggregation
Myanmar,2018,NF,MMR,Not free,b_limits_on_content,16,Limits on content,aggregation
Myanmar,2018,NF,MMR,Not free,c_violations_of_user_rights,10,Violations of user rights,aggregation
Myanmar,2018,NF,MMR,Not free,total_country_score,36,Country Score,aggregation
Myanmar,2017,NF,MMR,Not free,a_obstacles_to_access,8,Obstacles to access,aggregation
Myanmar,2017,NF,MMR,Not free,b_limits_on_content,18,Limits on content,aggregation
Myanmar,2017,NF,MMR,Not free,c_violations_of_user_rights,11,Violations of user rights,aggregation
Myanmar,2017,NF,MMR,Not free,total_country_score,37,Country Score,aggregation
Myanmar,2016,NF,MMR,Not free,a_obstacles_to_access,8,Obstacles to access,aggregation
Myanmar,2016,NF,MMR,Not free,b_limits_on_content,18,Limits on content,aggregation
Myanmar,2016,NF,MMR,Not free,c_violations_of_user_rights,13,Violations of user rights,aggregation
Myanmar,2016,NF,MMR,Not free,total_country_score,39,Country Score,aggregation
Myanmar,2015,NF,MMR,Not free,a_obstacles_to_access,7,Obstacles to access,aggregation
Myanmar,2015,NF,MMR,Not free,b_limits_on_content,18,Limits on content,aggregation
Myanmar,2015,NF,MMR,Not free,c_violations_of_user_rights,12,Violations of user rights,aggregation
Myanmar,2015,NF,MMR,Not free,total_country_score,37,Country Score,aggregation
Myanmar,2014,PF,MMR,Partly free,a_obstacles_to_access,6,Obstacles to access,aggregation
Myanmar,2014,PF,MMR,Partly free,b_limits_on_content,19,Limits on content,aggregation
Myanmar,2014,PF,MMR,Partly free,c_violations_of_user_rights,15,Violations of user rights,aggregation
Myanmar,2014,PF,MMR,Partly free,total_country_score,40,Country Score,aggregation
Myanmar,2013,NF,MMR,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Myanmar,2013,NF,MMR,Not free,b_limits_on_content,19,Limits on content,aggregation
Myanmar,2013,NF,MMR,Not free,c_violations_of_user_rights,14,Violations of user rights,aggregation
Myanmar,2013,NF,MMR,Not free,total_country_score,38,Country Score,aggregation
Myanmar,2012,NF,MMR,Not free,a_obstacles_to_access,3,Obstacles to access,aggregation
Myanmar,2012,NF,MMR,Not free,b_limits_on_content,12,Limits on content,aggregation
Myanmar,2012,NF,MMR,Not free,c_violations_of_user_rights,10,Violations of user rights,aggregation
Myanmar,2012,NF,MMR,Not free,total_country_score,25,Country Score,aggregation
Myanmar,2011,NF,MMR,Not free,a_obstacles_to_access,2,Obstacles to access,aggregation
Myanmar,2011,NF,MMR,Not free,b_limits_on_content,6,Limits on content,aggregation
Myanmar,2011,NF,MMR,Not free,c_violations_of_user_rights,4,Violations of user rights,aggregation
Myanmar,2011,NF,MMR,Not free,total_country_score,12,Country Score,aggregation
Pakistan,2023,NF,PAK,Not free,a1,1,Infrastructural limitations,Obstructions to access
Pakistan,2023,NF,PAK,Not free,a2,0,Internet accesibility,Obstructions to access
Pakistan,2023,NF,PAK,Not free,a3,1,Government restrictions,Obstructions to access
Pakistan,2023,NF,PAK,Not free,a4,3,Service provider diversity,Obstructions to access
Pakistan,2023,NF,PAK,Not free,a5,0,Regulatory failure,Obstructions to access
Pakistan,2023,NF,PAK,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Pakistan,2023,NF,PAK,Not free,b1,1,Blocked content,Limits on content
Pakistan,2023,NF,PAK,Not free,b2,1,Forced content deletion,Limits on content
Pakistan,2023,NF,PAK,Not free,b3,1,"Opaque, unacccountable procedures",Limits on content
Pakistan,2023,NF,PAK,Not free,b4,1,Self-censorship,Limits on content
Pakistan,2023,NF,PAK,Not free,b5,2,Information control and manipulation,Limits on content
Pakistan,2023,NF,PAK,Not free,b6,2,Constraints on publishing,Limits on content
Pakistan,2023,NF,PAK,Not free,b7,2,Lack diversity and reliability,Limits on content
Pakistan,2023,NF,PAK,Not free,b8,3,Constraints on communities,Limits on content
Pakistan,2023,NF,PAK,Not free,b_limits_on_content,13,Limits on content,aggregation
Pakistan,2023,NF,PAK,Not free,c1,2,Legal protections,Violation of user rights
Pakistan,2023,NF,PAK,Not free,c2,0,Criminalised online activities,Violation of user rights
Pakistan,2023,NF,PAK,Not free,c3,1,Individuals penalised,Violation of user rights
Pakistan,2023,NF,PAK,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Pakistan,2023,NF,PAK,Not free,c5,1,State infringement of privacy,Violation of user rights
Pakistan,2023,NF,PAK,Not free,c6,1,Data monitoring and retention,Violation of user rights
Pakistan,2023,NF,PAK,Not free,c7,1,Extralegal intimidation,Violation of user rights
Pakistan,2023,NF,PAK,Not free,c8,1,Cyberattacks,Violation of user rights
Pakistan,2023,NF,PAK,Not free,c_violations_of_user_rights,8,Violations of user rights,aggregation
Pakistan,2023,NF,PAK,Not free,total_country_score,26,Country Score,aggregation
Pakistan,2022,NF,PAK,Not free,a1,1,Infrastructural limitations,Obstructions to access
Pakistan,2022,NF,PAK,Not free,a2,0,Internet accesibility,Obstructions to access
Pakistan,2022,NF,PAK,Not free,a3,2,Government restrictions,Obstructions to access
Pakistan,2022,NF,PAK,Not free,a4,3,Service provider diversity,Obstructions to access
Pakistan,2022,NF,PAK,Not free,a5,0,Regulatory failure,Obstructions to access
Pakistan,2022,NF,PAK,Not free,a_obstacles_to_access,6,Obstacles to access,aggregation
Pakistan,2022,NF,PAK,Not free,b1,1,Blocked content,Limits on content
Pakistan,2022,NF,PAK,Not free,b2,1,Forced content deletion,Limits on content
Pakistan,2022,NF,PAK,Not free,b3,1,"Opaque, unacccountable procedures",Limits on content
Pakistan,2022,NF,PAK,Not free,b4,1,Self-censorship,Limits on content
Pakistan,2022,NF,PAK,Not free,b5,2,Information control and manipulation,Limits on content
Pakistan,2022,NF,PAK,Not free,b6,2,Constraints on publishing,Limits on content
Pakistan,2022,NF,PAK,Not free,b7,2,Lack diversity and reliability,Limits on content
Pakistan,2022,NF,PAK,Not free,b8,3,Constraints on communities,Limits on content
Pakistan,2022,NF,PAK,Not free,b_limits_on_content,13,Limits on content,aggregation
Pakistan,2022,NF,PAK,Not free,c1,2,Legal protections,Violation of user rights
Pakistan,2022,NF,PAK,Not free,c2,0,Criminalised online activities,Violation of user rights
Pakistan,2022,NF,PAK,Not free,c3,1,Individuals penalised,Violation of user rights
Pakistan,2022,NF,PAK,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Pakistan,2022,NF,PAK,Not free,c5,1,State infringement of privacy,Violation of user rights
Pakistan,2022,NF,PAK,Not free,c6,1,Data monitoring and retention,Violation of user rights
Pakistan,2022,NF,PAK,Not free,c7,1,Extralegal intimidation,Violation of user rights
Pakistan,2022,NF,PAK,Not free,c8,0,Cyberattacks,Violation of user rights
Pakistan,2022,NF,PAK,Not free,c_violations_of_user_rights,7,Violations of user rights,aggregation
Pakistan,2022,NF,PAK,Not free,total_country_score,26,Country Score,aggregation
Pakistan,2021,NF,PAK,Not free,a1,1,Infrastructural limitations,Obstructions to access
Pakistan,2021,NF,PAK,Not free,a2,0,Internet accesibility,Obstructions to access
Pakistan,2021,NF,PAK,Not free,a3,1,Government restrictions,Obstructions to access
Pakistan,2021,NF,PAK,Not free,a4,3,Service provider diversity,Obstructions to access
Pakistan,2021,NF,PAK,Not free,a5,0,Regulatory failure,Obstructions to access
Pakistan,2021,NF,PAK,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Pakistan,2021,NF,PAK,Not free,b1,1,Blocked content,Limits on content
Pakistan,2021,NF,PAK,Not free,b2,1,Forced content deletion,Limits on content
Pakistan,2021,NF,PAK,Not free,b3,1,"Opaque, unacccountable procedures",Limits on content
Pakistan,2021,NF,PAK,Not free,b4,1,Self-censorship,Limits on content
Pakistan,2021,NF,PAK,Not free,b5,2,Information control and manipulation,Limits on content
Pakistan,2021,NF,PAK,Not free,b6,2,Constraints on publishing,Limits on content
Pakistan,2021,NF,PAK,Not free,b7,2,Lack diversity and reliability,Limits on content
Pakistan,2021,NF,PAK,Not free,b8,3,Constraints on communities,Limits on content
Pakistan,2021,NF,PAK,Not free,b_limits_on_content,13,Limits on content,aggregation
Pakistan,2021,NF,PAK,Not free,c1,2,Legal protections,Violation of user rights
Pakistan,2021,NF,PAK,Not free,c2,0,Criminalised online activities,Violation of user rights
Pakistan,2021,NF,PAK,Not free,c3,1,Individuals penalised,Violation of user rights
Pakistan,2021,NF,PAK,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Pakistan,2021,NF,PAK,Not free,c5,1,State infringement of privacy,Violation of user rights
Pakistan,2021,NF,PAK,Not free,c6,1,Data monitoring and retention,Violation of user rights
Pakistan,2021,NF,PAK,Not free,c7,1,Extralegal intimidation,Violation of user rights
Pakistan,2021,NF,PAK,Not free,c8,0,Cyberattacks,Violation of user rights
Pakistan,2021,NF,PAK,Not free,c_violations_of_user_rights,7,Violations of user rights,aggregation
Pakistan,2021,NF,PAK,Not free,total_country_score,25,Country Score,aggregation
Pakistan,2020,NF,PAK,Not free,a1,1,Infrastructural limitations,Obstructions to access
Pakistan,2020,NF,PAK,Not free,a2,0,Internet accesibility,Obstructions to access
Pakistan,2020,NF,PAK,Not free,a3,1,Government restrictions,Obstructions to access
Pakistan,2020,NF,PAK,Not free,a4,3,Service provider diversity,Obstructions to access
Pakistan,2020,NF,PAK,Not free,a5,0,Regulatory failure,Obstructions to access
Pakistan,2020,NF,PAK,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Pakistan,2020,NF,PAK,Not free,b1,1,Blocked content,Limits on content
Pakistan,2020,NF,PAK,Not free,b2,2,Forced content deletion,Limits on content
Pakistan,2020,NF,PAK,Not free,b3,1,"Opaque, unacccountable procedures",Limits on content
Pakistan,2020,NF,PAK,Not free,b4,1,Self-censorship,Limits on content
Pakistan,2020,NF,PAK,Not free,b5,2,Information control and manipulation,Limits on content
Pakistan,2020,NF,PAK,Not free,b6,2,Constraints on publishing,Limits on content
Pakistan,2020,NF,PAK,Not free,b7,2,Lack diversity and reliability,Limits on content
Pakistan,2020,NF,PAK,Not free,b8,3,Constraints on communities,Limits on content
Pakistan,2020,NF,PAK,Not free,b_limits_on_content,14,Limits on content,aggregation
Pakistan,2020,NF,PAK,Not free,c1,2,Legal protections,Violation of user rights
Pakistan,2020,NF,PAK,Not free,c2,0,Criminalised online activities,Violation of user rights
Pakistan,2020,NF,PAK,Not free,c3,1,Individuals penalised,Violation of user rights
Pakistan,2020,NF,PAK,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Pakistan,2020,NF,PAK,Not free,c5,1,State infringement of privacy,Violation of user rights
Pakistan,2020,NF,PAK,Not free,c6,1,Data monitoring and retention,Violation of user rights
Pakistan,2020,NF,PAK,Not free,c7,1,Extralegal intimidation,Violation of user rights
Pakistan,2020,NF,PAK,Not free,c8,0,Cyberattacks,Violation of user rights
Pakistan,2020,NF,PAK,Not free,c_violations_of_user_rights,7,Violations of user rights,aggregation
Pakistan,2020,NF,PAK,Not free,total_country_score,26,Country Score,aggregation
Pakistan,2019,NF,PAK,Not free,a1,1,Infrastructural limitations,Obstructions to access
Pakistan,2019,NF,PAK,Not free,a2,0,Internet accesibility,Obstructions to access
Pakistan,2019,NF,PAK,Not free,a3,1,Government restrictions,Obstructions to access
Pakistan,2019,NF,PAK,Not free,a4,3,Service provider diversity,Obstructions to access
Pakistan,2019,NF,PAK,Not free,a5,0,Regulatory failure,Obstructions to access
Pakistan,2019,NF,PAK,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Pakistan,2019,NF,PAK,Not free,b1,1,Blocked content,Limits on content
Pakistan,2019,NF,PAK,Not free,b2,2,Forced content deletion,Limits on content
Pakistan,2019,NF,PAK,Not free,b3,1,"Opaque, unacccountable procedures",Limits on content
Pakistan,2019,NF,PAK,Not free,b4,1,Self-censorship,Limits on content
Pakistan,2019,NF,PAK,Not free,b5,2,Information control and manipulation,Limits on content
Pakistan,2019,NF,PAK,Not free,b6,2,Constraints on publishing,Limits on content
Pakistan,2019,NF,PAK,Not free,b7,2,Lack diversity and reliability,Limits on content
Pakistan,2019,NF,PAK,Not free,b8,3,Constraints on communities,Limits on content
Pakistan,2019,NF,PAK,Not free,b_limits_on_content,14,Limits on content,aggregation
Pakistan,2019,NF,PAK,Not free,c1,2,Legal protections,Violation of user rights
Pakistan,2019,NF,PAK,Not free,c2,0,Criminalised online activities,Violation of user rights
Pakistan,2019,NF,PAK,Not free,c3,1,Individuals penalised,Violation of user rights
Pakistan,2019,NF,PAK,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Pakistan,2019,NF,PAK,Not free,c5,1,State infringement of privacy,Violation of user rights
Pakistan,2019,NF,PAK,Not free,c6,1,Data monitoring and retention,Violation of user rights
Pakistan,2019,NF,PAK,Not free,c7,1,Extralegal intimidation,Violation of user rights
Pakistan,2019,NF,PAK,Not free,c8,0,Cyberattacks,Violation of user rights
Pakistan,2019,NF,PAK,Not free,c_violations_of_user_rights,7,Violations of user rights,aggregation
Pakistan,2019,NF,PAK,Not free,total_country_score,26,Country Score,aggregation
Pakistan,2018,NF,PAK,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Pakistan,2018,NF,PAK,Not free,b_limits_on_content,15,Limits on content,aggregation
Pakistan,2018,NF,PAK,Not free,c_violations_of_user_rights,7,Violations of user rights,aggregation
Pakistan,2018,NF,PAK,Not free,total_country_score,27,Country Score,aggregation
Pakistan,2017,NF,PAK,Not free,a_obstacles_to_access,6,Obstacles to access,aggregation
Pakistan,2017,NF,PAK,Not free,b_limits_on_content,15,Limits on content,aggregation
Pakistan,2017,NF,PAK,Not free,c_violations_of_user_rights,8,Violations of user rights,aggregation
Pakistan,2017,NF,PAK,Not free,total_country_score,29,Country Score,aggregation
Pakistan,2016,NF,PAK,Not free,a_obstacles_to_access,7,Obstacles to access,aggregation
Pakistan,2016,NF,PAK,Not free,b_limits_on_content,15,Limits on content,aggregation
Pakistan,2016,NF,PAK,Not free,c_violations_of_user_rights,9,Violations of user rights,aggregation
Pakistan,2016,NF,PAK,Not free,total_country_score,31,Country Score,aggregation
Pakistan,2015,NF,PAK,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Pakistan,2015,NF,PAK,Not free,b_limits_on_content,15,Limits on content,aggregation
Pakistan,2015,NF,PAK,Not free,c_violations_of_user_rights,11,Violations of user rights,aggregation
Pakistan,2015,NF,PAK,Not free,total_country_score,31,Country Score,aggregation
Pakistan,2014,NF,PAK,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Pakistan,2014,NF,PAK,Not free,b_limits_on_content,15,Limits on content,aggregation
Pakistan,2014,NF,PAK,Not free,c_violations_of_user_rights,11,Violations of user rights,aggregation
Pakistan,2014,NF,PAK,Not free,total_country_score,31,Country Score,aggregation
Pakistan,2013,NF,PAK,Not free,a_obstacles_to_access,5,Obstacles to access,aggregation
Pakistan,2013,NF,PAK,Not free,b_limits_on_content,15,Limits on content,aggregation
Pakistan,2013,NF,PAK,Not free,c_violations_of_user_rights,13,Violations of user rights,aggregation
Pakistan,2013,NF,PAK,Not free,total_country_score,33,Country Score,aggregation
Pakistan,2012,NF,PAK,Not free,a_obstacles_to_access,6,Obstacles to access,aggregation
Pakistan,2012,NF,PAK,Not free,b_limits_on_content,17,Limits on content,aggregation
Pakistan,2012,NF,PAK,Not free,c_violations_of_user_rights,14,Violations of user rights,aggregation
Pakistan,2012,NF,PAK,Not free,total_country_score,37,Country Score,aggregation
Pakistan,2011,PF,PAK,Partly free,a_obstacles_to_access,9,Obstacles to access,aggregation
Pakistan,2011,PF,PAK,Partly free,b_limits_on_content,18,Limits on content,aggregation
Pakistan,2011,PF,PAK,Partly free,c_violations_of_user_rights,18,Violations of user rights,aggregation
Pakistan,2011,PF,PAK,Partly free,total_country_score,45,Country Score,aggregation
Philippines,2023,PF,PHL,Partly free,a1,4,Infrastructural limitations,Obstructions to access
Philippines,2023,PF,PHL,Partly free,a2,1,Internet accesibility,Obstructions to access
Philippines,2023,PF,PHL,Partly free,a3,5,Government restrictions,Obstructions to access
Philippines,2023,PF,PHL,Partly free,a4,4,Service provider diversity,Obstructions to access
Philippines,2023,PF,PHL,Partly free,a5,2,Regulatory failure,Obstructions to access
Philippines,2023,PF,PHL,Partly free,a_obstacles_to_access,16,Obstacles to access,aggregation
Philippines,2023,PF,PHL,Partly free,b1,4,Blocked content,Limits on content
Philippines,2023,PF,PHL,Partly free,b2,3,Forced content deletion,Limits on content
Philippines,2023,PF,PHL,Partly free,b3,3,"Opaque, unacccountable procedures",Limits on content
Philippines,2023,PF,PHL,Partly free,b4,2,Self-censorship,Limits on content
Philippines,2023,PF,PHL,Partly free,b5,1,Information control and manipulation,Limits on content
Philippines,2023,PF,PHL,Partly free,b6,1,Constraints on publishing,Limits on content
Philippines,2023,PF,PHL,Partly free,b7,3,Lack diversity and reliability,Limits on content
Philippines,2023,PF,PHL,Partly free,b8,6,Constraints on communities,Limits on content
Philippines,2023,PF,PHL,Partly free,b_limits_on_content,23,Limits on content,aggregation
Philippines,2023,PF,PHL,Partly free,c1,3,Legal protections,Violation of user rights
Philippines,2023,PF,PHL,Partly free,c2,2,Criminalised online activities,Violation of user rights
Philippines,2023,PF,PHL,Partly free,c3,3,Individuals penalised,Violation of user rights
Philippines,2023,PF,PHL,Partly free,c4,3,Restricted anonymous communication,Violation of user rights
Philippines,2023,PF,PHL,Partly free,c5,3,State infringement of privacy,Violation of user rights
Philippines,2023,PF,PHL,Partly free,c6,4,Data monitoring and retention,Violation of user rights
Philippines,2023,PF,PHL,Partly free,c7,2,Extralegal intimidation,Violation of user rights
Philippines,2023,PF,PHL,Partly free,c8,2,Cyberattacks,Violation of user rights
Philippines,2023,PF,PHL,Partly free,c_violations_of_user_rights,22,Violations of user rights,aggregation
Philippines,2023,PF,PHL,Partly free,total_country_score,61,Country Score,aggregation
Philippines,2022,PF,PHL,Partly free,a1,4,Infrastructural limitations,Obstructions to access
