country,year,status,sub_indicator,score,sub_indicator_category,country_iso
Afghanistan,2018,NF,right_to_assembly,4,civil_liberties,AFG
Afghanistan,2018,NF,rule_of_law,2,civil_liberties,AFG
Afghanistan,2018,NF,personal_autonomy,2,civil_liberties,AFG
Afghanistan,2018,NF,political_rights,12,aggregation,AFG
Afghanistan,2018,NF,civil_liberties,14,aggregation,AFG
Afghanistan,2018,NF,total,26,aggregation,AFG
Bangladesh,2018,PF,electoral_process,7,political_rights,BGD
Bangladesh,2018,PF,pluralism_participation,7,political_rights,BGD
Bangladesh,2018,PF,functioning_government,5,political_rights,BGD
Bangladesh,2018,PF,freedom_of_expression,7,civil_liberties,BGD
Bangladesh,2018,PF,right_to_assembly,5,civil_liberties,BGD
Bangladesh,2018,PF,rule_of_law,5,civil_liberties,BGD
Bangladesh,2018,PF,personal_autonomy,9,civil_liberties,BGD
Bangladesh,2018,PF,political_rights,19,aggregation,BGD
Bangladesh,2018,PF,civil_liberties,26,aggregation,BGD
Bangladesh,2018,PF,total,45,aggregation,BGD
Bhutan,2018,PF,electoral_process,10,political_rights,BTN
Bhutan,2018,PF,pluralism_participation,10,political_rights,BTN
Bhutan,2018,PF,functioning_government,9,political_rights,BTN
Bhutan,2018,PF,freedom_of_expression,9,civil_liberties,BTN
Bhutan,2018,PF,right_to_assembly,4,civil_liberties,BTN
Bhutan,2018,PF,rule_of_law,6,civil_liberties,BTN
Bhutan,2018,PF,personal_autonomy,8,civil_liberties,BTN
Bhutan,2018,PF,political_rights,28,aggregation,BTN
Bhutan,2018,PF,civil_liberties,27,aggregation,BTN
Bhutan,2018,PF,total,55,aggregation,BTN
Cambodia,2018,NF,electoral_process,4,political_rights,KHM
Cambodia,2018,NF,pluralism_participation,3,political_rights,KHM
Cambodia,2018,NF,functioning_government,3,political_rights,KHM
Cambodia,2018,NF,freedom_of_expression,8,civil_liberties,KHM
Cambodia,2018,NF,right_to_assembly,3,civil_liberties,KHM
Cambodia,2018,NF,rule_of_law,3,civil_liberties,KHM
Cambodia,2018,NF,personal_autonomy,6,civil_liberties,KHM
Cambodia,2018,NF,political_rights,10,aggregation,KHM
Cambodia,2018,NF,civil_liberties,20,aggregation,KHM
Cambodia,2018,NF,total,30,aggregation,KHM
China,2018,NF,electoral_process,0,political_rights,CHN
China,2018,NF,pluralism_participation,0,political_rights,CHN
China,2018,NF,functioning_government,2,political_rights,CHN
China,2018,NF,freedom_of_expression,3,civil_liberties,CHN
China,2018,NF,right_to_assembly,3,civil_liberties,CHN
China,2018,NF,rule_of_law,2,civil_liberties,CHN
China,2018,NF,personal_autonomy,6,civil_liberties,CHN
China,2018,NF,political_rights,0,aggregation,CHN
China,2018,NF,civil_liberties,14,aggregation,CHN
China,2018,NF,total,14,aggregation,CHN
Fiji,2018,PF,electoral_process,8,political_rights,FJI
Fiji,2018,PF,pluralism_participation,9,political_rights,FJI
Fiji,2018,PF,functioning_government,7,political_rights,FJI
Fiji,2018,PF,freedom_of_expression,12,civil_liberties,FJI
Fiji,2018,PF,right_to_assembly,6,civil_liberties,FJI
Fiji,2018,PF,rule_of_law,7,civil_liberties,FJI
Fiji,2018,PF,personal_autonomy,10,civil_liberties,FJI
Fiji,2018,PF,political_rights,24,aggregation,FJI
Fiji,2018,PF,civil_liberties,35,aggregation,FJI
Fiji,2018,PF,total,59,aggregation,FJI
Hong Kong,2018,PF,electoral_process,2,political_rights,HKG
Hong Kong,2018,PF,pluralism_participation,7,political_rights,HKG
Hong Kong,2018,PF,functioning_government,6,political_rights,HKG
Hong Kong,2018,PF,freedom_of_expression,12,civil_liberties,HKG
Hong Kong,2018,PF,right_to_assembly,8,civil_liberties,HKG
Hong Kong,2018,PF,rule_of_law,11,civil_liberties,HKG
Hong Kong,2018,PF,personal_autonomy,13,civil_liberties,HKG
Hong Kong,2018,PF,political_rights,15,aggregation,HKG
Hong Kong,2018,PF,civil_liberties,44,aggregation,HKG
Hong Kong,2018,PF,total,59,aggregation,HKG
India,2018,F,electoral_process,12,political_rights,IND
India,2018,F,pluralism_participation,14,political_rights,IND
India,2018,F,functioning_government,9,political_rights,IND
India,2018,F,freedom_of_expression,13,civil_liberties,IND
India,2018,F,right_to_assembly,10,civil_liberties,IND
India,2018,F,rule_of_law,9,civil_liberties,IND
India,2018,F,personal_autonomy,10,civil_liberties,IND
India,2018,F,political_rights,35,aggregation,IND
India,2018,F,civil_liberties,42,aggregation,IND
India,2018,F,total,77,aggregation,IND
Indonesia,2018,PF,electoral_process,11,political_rights,IDN
Indonesia,2018,PF,pluralism_participation,13,political_rights,IDN
Indonesia,2018,PF,functioning_government,6,political_rights,IDN
Indonesia,2018,PF,freedom_of_expression,12,civil_liberties,IDN
Indonesia,2018,PF,right_to_assembly,8,civil_liberties,IDN
Indonesia,2018,PF,rule_of_law,5,civil_liberties,IDN
Indonesia,2018,PF,personal_autonomy,9,civil_liberties,IDN
Indonesia,2018,PF,political_rights,30,aggregation,IDN
Indonesia,2018,PF,civil_liberties,34,aggregation,IDN
Indonesia,2018,PF,total,64,aggregation,IDN
Iran,2018,NF,electoral_process,3,political_rights,IRN
Iran,2018,NF,pluralism_participation,2,political_rights,IRN
Iran,2018,NF,functioning_government,2,political_rights,IRN
Iran,2018,NF,freedom_of_expression,3,civil_liberties,IRN
Iran,2018,NF,right_to_assembly,1,civil_liberties,IRN
Iran,2018,NF,rule_of_law,3,civil_liberties,IRN
Iran,2018,NF,personal_autonomy,4,civil_liberties,IRN
Iran,2018,NF,political_rights,7,aggregation,IRN
Iran,2018,NF,civil_liberties,11,aggregation,IRN
Iran,2018,NF,total,18,aggregation,IRN
Laos,2018,NF,electoral_process,0,political_rights,LAO
Laos,2018,NF,pluralism_participation,0,political_rights,LAO
Laos,2018,NF,functioning_government,1,political_rights,LAO
Laos,2018,NF,freedom_of_expression,4,civil_liberties,LAO
Laos,2018,NF,right_to_assembly,0,civil_liberties,LAO
Laos,2018,NF,rule_of_law,2,civil_liberties,LAO
Laos,2018,NF,personal_autonomy,5,civil_liberties,LAO
Laos,2018,NF,political_rights,1,aggregation,LAO
Laos,2018,NF,civil_liberties,11,aggregation,LAO
Laos,2018,NF,total,12,aggregation,LAO
Malaysia,2018,PF,electoral_process,6,political_rights,MYS
Malaysia,2018,PF,pluralism_participation,7,political_rights,MYS
Malaysia,2018,PF,functioning_government,5,political_rights,MYS
Malaysia,2018,PF,freedom_of_expression,7,civil_liberties,MYS
Malaysia,2018,PF,right_to_assembly,6,civil_liberties,MYS
Malaysia,2018,PF,rule_of_law,5,civil_liberties,MYS
Malaysia,2018,PF,personal_autonomy,9,civil_liberties,MYS
Malaysia,2018,PF,political_rights,18,aggregation,MYS
Malaysia,2018,PF,civil_liberties,27,aggregation,MYS
Malaysia,2018,PF,total,45,aggregation,MYS
Maldives,2018,PF,electoral_process,5,political_rights,MDV
Maldives,2018,PF,pluralism_participation,5,political_rights,MDV
Maldives,2018,PF,functioning_government,4,political_rights,MDV
Maldives,2018,PF,freedom_of_expression,3,civil_liberties,MDV
Maldives,2018,PF,right_to_assembly,5,civil_liberties,MDV
Maldives,2018,PF,rule_of_law,6,civil_liberties,MDV
Maldives,2018,PF,personal_autonomy,7,civil_liberties,MDV
Maldives,2018,PF,political_rights,14,aggregation,MDV
Maldives,2018,PF,civil_liberties,21,aggregation,MDV
Maldives,2018,PF,total,35,aggregation,MDV
Mongolia,2018,F,electoral_process,11,political_rights,MNG
Mongolia,2018,F,pluralism_participation,16,political_rights,MNG
Mongolia,2018,F,functioning_government,9,political_rights,MNG
Mongolia,2018,F,freedom_of_expression,14,civil_liberties,MNG
Mongolia,2018,F,right_to_assembly,11,civil_liberties,MNG
Mongolia,2018,F,rule_of_law,12,civil_liberties,MNG
Mongolia,2018,F,personal_autonomy,12,civil_liberties,MNG
Mongolia,2018,F,political_rights,36,aggregation,MNG
Mongolia,2018,F,civil_liberties,49,aggregation,MNG
Mongolia,2018,F,total,85,aggregation,MNG
Myanmar,2018,PF,electoral_process,5,political_rights,MMR
Myanmar,2018,PF,pluralism_participation,8,political_rights,MMR
Myanmar,2018,PF,functioning_government,4,political_rights,MMR
Myanmar,2018,PF,freedom_of_expression,6,civil_liberties,MMR
Myanmar,2018,PF,right_to_assembly,6,civil_liberties,MMR
Myanmar,2018,PF,rule_of_law,1,civil_liberties,MMR
Myanmar,2018,PF,personal_autonomy,5,civil_liberties,MMR
Myanmar,2018,PF,political_rights,13,aggregation,MMR
Myanmar,2018,PF,civil_liberties,18,aggregation,MMR
Myanmar,2018,PF,total,31,aggregation,MMR
Nepal,2018,PF,electoral_process,10,political_rights,NPL
Nepal,2018,PF,pluralism_participation,10,political_rights,NPL
Nepal,2018,PF,functioning_government,5,political_rights,NPL
Nepal,2018,PF,freedom_of_expression,10,civil_liberties,NPL
Nepal,2018,PF,right_to_assembly,6,civil_liberties,NPL
Nepal,2018,PF,rule_of_law,6,civil_liberties,NPL
Nepal,2018,PF,personal_autonomy,8,civil_liberties,NPL
Nepal,2018,PF,political_rights,25,aggregation,NPL
Nepal,2018,PF,civil_liberties,30,aggregation,NPL
Nepal,2018,PF,total,55,aggregation,NPL
North Korea,2018,NF,electoral_process,0,political_rights,PRK
North Korea,2018,NF,pluralism_participation,0,political_rights,PRK
North Korea,2018,NF,functioning_government,0,political_rights,PRK
North Korea,2018,NF,freedom_of_expression,0,civil_liberties,PRK
North Korea,2018,NF,right_to_assembly,0,civil_liberties,PRK
North Korea,2018,NF,rule_of_law,0,civil_liberties,PRK
North Korea,2018,NF,personal_autonomy,3,civil_liberties,PRK
North Korea,2018,NF,political_rights,0,aggregation,PRK
North Korea,2018,NF,civil_liberties,3,aggregation,PRK
North Korea,2018,NF,total,3,aggregation,PRK
Pakistan,2018,PF,electoral_process,6,political_rights,PAK
Pakistan,2018,PF,pluralism_participation,8,political_rights,PAK
Pakistan,2018,PF,functioning_government,5,political_rights,PAK
Pakistan,2018,PF,freedom_of_expression,7,civil_liberties,PAK
Pakistan,2018,PF,right_to_assembly,6,civil_liberties,PAK
Pakistan,2018,PF,rule_of_law,5,civil_liberties,PAK
Pakistan,2018,PF,personal_autonomy,6,civil_liberties,PAK
Pakistan,2018,PF,political_rights,19,aggregation,PAK
Pakistan,2018,PF,civil_liberties,24,aggregation,PAK
Pakistan,2018,PF,total,43,aggregation,PAK
Papua New Guinea,2018,PF,electoral_process,8,political_rights,PNG
Papua New Guinea,2018,PF,pluralism_participation,13,political_rights,PNG
Papua New Guinea,2018,PF,functioning_government,4,political_rights,PNG
Papua New Guinea,2018,PF,freedom_of_expression,13,civil_liberties,PNG
Papua New Guinea,2018,PF,right_to_assembly,9,civil_liberties,PNG
Papua New Guinea,2018,PF,rule_of_law,7,civil_liberties,PNG
Papua New Guinea,2018,PF,personal_autonomy,9,civil_liberties,PNG
Papua New Guinea,2018,PF,political_rights,25,aggregation,PNG
Papua New Guinea,2018,PF,civil_liberties,38,aggregation,PNG
Papua New Guinea,2018,PF,total,63,aggregation,PNG
Philippines,2018,PF,electoral_process,9,political_rights,PHL
Philippines,2018,PF,pluralism_participation,11,political_rights,PHL
Philippines,2018,PF,functioning_government,7,political_rights,PHL
Philippines,2018,PF,freedom_of_expression,14,civil_liberties,PHL
Philippines,2018,PF,right_to_assembly,8,civil_liberties,PHL
Philippines,2018,PF,rule_of_law,3,civil_liberties,PHL
Philippines,2018,PF,personal_autonomy,10,civil_liberties,PHL
Philippines,2018,PF,political_rights,27,aggregation,PHL
Philippines,2018,PF,civil_liberties,35,aggregation,PHL
Philippines,2018,PF,total,62,aggregation,PHL
Solomon Islands,2018,F,electoral_process,9,political_rights,SLB
Solomon Islands,2018,F,pluralism_participation,13,political_rights,SLB
Solomon Islands,2018,F,functioning_government,6,political_rights,SLB
Solomon Islands,2018,F,freedom_of_expression,14,civil_liberties,SLB
Solomon Islands,2018,F,right_to_assembly,9,civil_liberties,SLB
Solomon Islands,2018,F,rule_of_law,9,civil_liberties,SLB
Solomon Islands,2018,F,personal_autonomy,12,civil_liberties,SLB
Solomon Islands,2018,F,political_rights,28,aggregation,SLB
Solomon Islands,2018,F,civil_liberties,44,aggregation,SLB
Solomon Islands,2018,F,total,72,aggregation,SLB
South Korea,2018,F,electoral_process,11,political_rights,KOR
South Korea,2018,F,pluralism_participation,13,political_rights,KOR
South Korea,2018,F,functioning_government,9,political_rights,KOR
South Korea,2018,F,freedom_of_expression,14,civil_liberties,KOR
South Korea,2018,F,right_to_assembly,11,civil_liberties,KOR
South Korea,2018,F,rule_of_law,13,civil_liberties,KOR
South Korea,2018,F,personal_autonomy,13,civil_liberties,KOR
South Korea,2018,F,political_rights,33,aggregation,KOR
South Korea,2018,F,civil_liberties,51,aggregation,KOR
South Korea,2018,F,total,84,aggregation,KOR
Sri Lanka,2018,PF,electoral_process,8,political_rights,LKA
Sri Lanka,2018,PF,pluralism_participation,10,political_rights,LKA
Sri Lanka,2018,PF,functioning_government,7,political_rights,LKA
Sri Lanka,2018,PF,freedom_of_expression,8,civil_liberties,LKA
Sri Lanka,2018,PF,right_to_assembly,8,civil_liberties,LKA
Sri Lanka,2018,PF,rule_of_law,7,civil_liberties,LKA
Sri Lanka,2018,PF,personal_autonomy,8,civil_liberties,LKA
Sri Lanka,2018,PF,political_rights,24,aggregation,LKA
Sri Lanka,2018,PF,civil_liberties,31,aggregation,LKA
Sri Lanka,2018,PF,total,55,aggregation,LKA
Thailand,2018,NF,electoral_process,0,political_rights,THA
Thailand,2018,NF,pluralism_participation,3,political_rights,THA
Thailand,2018,NF,functioning_government,3,political_rights,THA
Thailand,2018,NF,freedom_of_expression,6,civil_liberties,THA
Thailand,2018,NF,right_to_assembly,4,civil_liberties,THA
Thailand,2018,NF,rule_of_law,5,civil_liberties,THA
Thailand,2018,NF,personal_autonomy,10,civil_liberties,THA
Thailand,2018,NF,political_rights,6,aggregation,THA
Thailand,2018,NF,civil_liberties,25,aggregation,THA
Thailand,2018,NF,total,31,aggregation,THA
Timor-Leste,2018,F,electoral_process,11,political_rights,TLS
Timor-Leste,2018,F,pluralism_participation,14,political_rights,TLS
Timor-Leste,2018,F,functioning_government,7,political_rights,TLS
Timor-Leste,2018,F,freedom_of_expression,13,civil_liberties,TLS
Timor-Leste,2018,F,right_to_assembly,8,civil_liberties,TLS
Timor-Leste,2018,F,rule_of_law,7,civil_liberties,TLS
Timor-Leste,2018,F,personal_autonomy,9,civil_liberties,TLS
Timor-Leste,2018,F,political_rights,32,aggregation,TLS
Timor-Leste,2018,F,civil_liberties,37,aggregation,TLS
Timor-Leste,2018,F,total,69,aggregation,TLS
Vanuatu,2018,F,electoral_process,10,political_rights,VUT
Vanuatu,2018,F,pluralism_participation,15,political_rights,VUT
Vanuatu,2018,F,functioning_government,8,political_rights,VUT
Vanuatu,2018,F,freedom_of_expression,15,civil_liberties,VUT
Vanuatu,2018,F,right_to_assembly,11,civil_liberties,VUT
Vanuatu,2018,F,rule_of_law,11,civil_liberties,VUT
Vanuatu,2018,F,personal_autonomy,11,civil_liberties,VUT
Vanuatu,2018,F,political_rights,33,aggregation,VUT
Vanuatu,2018,F,civil_liberties,48,aggregation,VUT
Vanuatu,2018,F,total,81,aggregation,VUT
Vietnam,2018,NF,electoral_process,0,political_rights,VNM
Vietnam,2018,NF,pluralism_participation,1,political_rights,VNM
Vietnam,2018,NF,functioning_government,2,political_rights,VNM
Vietnam,2018,NF,freedom_of_expression,4,civil_liberties,VNM
Vietnam,2018,NF,right_to_assembly,1,civil_liberties,VNM
Vietnam,2018,NF,rule_of_law,4,civil_liberties,VNM
Vietnam,2018,NF,personal_autonomy,8,civil_liberties,VNM
Vietnam,2018,NF,political_rights,3,aggregation,VNM
Vietnam,2018,NF,civil_liberties,17,aggregation,VNM
Vietnam,2018,NF,total,20,aggregation,VNM
Afghanistan,2017,NF,electoral_process,2,political_rights,AFG
Afghanistan,2017,NF,pluralism_participation,6,political_rights,AFG
Afghanistan,2017,NF,functioning_government,2,political_rights,AFG
Afghanistan,2017,NF,freedom_of_expression,6,civil_liberties,AFG
Afghanistan,2017,NF,right_to_assembly,4,civil_liberties,AFG
Afghanistan,2017,NF,rule_of_law,2,civil_liberties,AFG
Afghanistan,2017,NF,personal_autonomy,2,civil_liberties,AFG
Afghanistan,2017,NF,political_rights,10,aggregation,AFG
Afghanistan,2017,NF,civil_liberties,14,aggregation,AFG
Afghanistan,2017,NF,total,24,aggregation,AFG
Bangladesh,2017,PF,electoral_process,7,political_rights,BGD
Bangladesh,2017,PF,pluralism_participation,8,political_rights,BGD
Bangladesh,2017,PF,functioning_government,5,political_rights,BGD
Bangladesh,2017,PF,freedom_of_expression,7,civil_liberties,BGD
Bangladesh,2017,PF,right_to_assembly,6,civil_liberties,BGD
Bangladesh,2017,PF,rule_of_law,5,civil_liberties,BGD
Bangladesh,2017,PF,personal_autonomy,9,civil_liberties,BGD
Bangladesh,2017,PF,political_rights,20,aggregation,BGD
Bangladesh,2017,PF,civil_liberties,27,aggregation,BGD
Bangladesh,2017,PF,total,47,aggregation,BGD
Bhutan,2017,PF,electoral_process,10,political_rights,BTN
Bhutan,2017,PF,pluralism_participation,10,political_rights,BTN
Bhutan,2017,PF,functioning_government,9,political_rights,BTN
Bhutan,2017,PF,freedom_of_expression,9,civil_liberties,BTN
Bhutan,2017,PF,right_to_assembly,4,civil_liberties,BTN
Bhutan,2017,PF,rule_of_law,6,civil_liberties,BTN
Bhutan,2017,PF,personal_autonomy,8,civil_liberties,BTN
Bhutan,2017,PF,political_rights,28,aggregation,BTN
Bhutan,2017,PF,civil_liberties,27,aggregation,BTN
Bhutan,2017,PF,total,55,aggregation,BTN
Cambodia,2017,NF,electoral_process,4,political_rights,KHM
Cambodia,2017,NF,pluralism_participation,4,political_rights,KHM
Cambodia,2017,NF,functioning_government,3,political_rights,KHM
Cambodia,2017,NF,freedom_of_expression,8,civil_liberties,KHM
Cambodia,2017,NF,right_to_assembly,3,civil_liberties,KHM
Cambodia,2017,NF,rule_of_law,3,civil_liberties,KHM
Cambodia,2017,NF,personal_autonomy,6,civil_liberties,KHM
Cambodia,2017,NF,political_rights,11,aggregation,KHM
Cambodia,2017,NF,civil_liberties,20,aggregation,KHM
Cambodia,2017,NF,total,31,aggregation,KHM
China,2017,NF,electoral_process,0,political_rights,CHN
China,2017,NF,pluralism_participation,1,political_rights,CHN
China,2017,NF,functioning_government,2,political_rights,CHN
China,2017,NF,freedom_of_expression,3,civil_liberties,CHN
China,2017,NF,right_to_assembly,3,civil_liberties,CHN
China,2017,NF,rule_of_law,2,civil_liberties,CHN
China,2017,NF,personal_autonomy,6,civil_liberties,CHN
China,2017,NF,political_rights,1,aggregation,CHN
China,2017,NF,civil_liberties,14,aggregation,CHN
China,2017,NF,total,15,aggregation,CHN
Fiji,2017,PF,electoral_process,8,political_rights,FJI
Fiji,2017,PF,pluralism_participation,10,political_rights,FJI
Fiji,2017,PF,functioning_government,7,political_rights,FJI
Fiji,2017,PF,freedom_of_expression,12,civil_liberties,FJI
Fiji,2017,PF,right_to_assembly,5,civil_liberties,FJI
Fiji,2017,PF,rule_of_law,7,civil_liberties,FJI
Fiji,2017,PF,personal_autonomy,10,civil_liberties,FJI
Fiji,2017,PF,political_rights,25,aggregation,FJI
Fiji,2017,PF,civil_liberties,34,aggregation,FJI
Fiji,2017,PF,total,59,aggregation,FJI
Hong Kong,2017,PF,electoral_process,3,political_rights,HKG
Hong Kong,2017,PF,pluralism_participation,7,political_rights,HKG
Hong Kong,2017,PF,functioning_government,6,political_rights,HKG
Hong Kong,2017,PF,freedom_of_expression,12,civil_liberties,HKG
Hong Kong,2017,PF,right_to_assembly,8,civil_liberties,HKG
Hong Kong,2017,PF,rule_of_law,12,civil_liberties,HKG
Hong Kong,2017,PF,personal_autonomy,13,civil_liberties,HKG
Hong Kong,2017,PF,political_rights,16,aggregation,HKG
Hong Kong,2017,PF,civil_liberties,45,aggregation,HKG
Hong Kong,2017,PF,total,61,aggregation,HKG
India,2017,F,electoral_process,12,political_rights,IND
India,2017,F,pluralism_participation,14,political_rights,IND
India,2017,F,functioning_government,9,political_rights,IND
India,2017,F,freedom_of_expression,13,civil_liberties,IND
India,2017,F,right_to_assembly,10,civil_liberties,IND
India,2017,F,rule_of_law,9,civil_liberties,IND
India,2017,F,personal_autonomy,10,civil_liberties,IND
India,2017,F,political_rights,35,aggregation,IND
India,2017,F,civil_liberties,42,aggregation,IND
India,2017,F,total,77,aggregation,IND
Indonesia,2017,PF,electoral_process,11,political_rights,IDN
Indonesia,2017,PF,pluralism_participation,14,political_rights,IDN
Indonesia,2017,PF,functioning_government,6,political_rights,IDN
Indonesia,2017,PF,freedom_of_expression,12,civil_liberties,IDN
Indonesia,2017,PF,right_to_assembly,8,civil_liberties,IDN
Indonesia,2017,PF,rule_of_law,5,civil_liberties,IDN
Indonesia,2017,PF,personal_autonomy,9,civil_liberties,IDN
Indonesia,2017,PF,political_rights,31,aggregation,IDN
Indonesia,2017,PF,civil_liberties,34,aggregation,IDN
Indonesia,2017,PF,total,65,aggregation,IDN
Iran,2017,NF,electoral_process,3,political_rights,IRN
Iran,2017,NF,pluralism_participation,2,political_rights,IRN
Iran,2017,NF,functioning_government,2,political_rights,IRN
Iran,2017,NF,freedom_of_expression,2,civil_liberties,IRN
Iran,2017,NF,right_to_assembly,1,civil_liberties,IRN
Iran,2017,NF,rule_of_law,3,civil_liberties,IRN
Iran,2017,NF,personal_autonomy,4,civil_liberties,IRN
Iran,2017,NF,political_rights,7,aggregation,IRN
Iran,2017,NF,civil_liberties,10,aggregation,IRN
Iran,2017,NF,total,17,aggregation,IRN
Laos,2017,NF,electoral_process,0,political_rights,LAO
Laos,2017,NF,pluralism_participation,0,political_rights,LAO
Laos,2017,NF,functioning_government,1,political_rights,LAO
Laos,2017,NF,freedom_of_expression,4,civil_liberties,LAO
Laos,2017,NF,right_to_assembly,0,civil_liberties,LAO
Laos,2017,NF,rule_of_law,2,civil_liberties,LAO
Laos,2017,NF,personal_autonomy,5,civil_liberties,LAO
Laos,2017,NF,political_rights,1,aggregation,LAO
Laos,2017,NF,civil_liberties,11,aggregation,LAO
Laos,2017,NF,total,12,aggregation,LAO
Malaysia,2017,PF,electoral_process,6,political_rights,MYS
Malaysia,2017,PF,pluralism_participation,7,political_rights,MYS
Malaysia,2017,PF,functioning_government,5,political_rights,MYS
Malaysia,2017,PF,freedom_of_expression,7,civil_liberties,MYS
Malaysia,2017,PF,right_to_assembly,5,civil_liberties,MYS
Malaysia,2017,PF,rule_of_law,5,civil_liberties,MYS
Malaysia,2017,PF,personal_autonomy,9,civil_liberties,MYS
Malaysia,2017,PF,political_rights,18,aggregation,MYS
Malaysia,2017,PF,civil_liberties,26,aggregation,MYS
Malaysia,2017,PF,total,44,aggregation,MYS
Maldives,2017,PF,electoral_process,7,political_rights,MDV
Maldives,2017,PF,pluralism_participation,5,political_rights,MDV
Maldives,2017,PF,functioning_government,5,political_rights,MDV
Maldives,2017,PF,freedom_of_expression,5,civil_liberties,MDV
Maldives,2017,PF,right_to_assembly,5,civil_liberties,MDV
Maldives,2017,PF,rule_of_law,6,civil_liberties,MDV
Maldives,2017,PF,personal_autonomy,7,civil_liberties,MDV
Maldives,2017,PF,political_rights,17,aggregation,MDV
Maldives,2017,PF,civil_liberties,23,aggregation,MDV
Maldives,2017,PF,total,40,aggregation,MDV
Mongolia,2017,F,electoral_process,11,political_rights,MNG
Mongolia,2017,F,pluralism_participation,16,political_rights,MNG
Mongolia,2017,F,functioning_government,9,political_rights,MNG
Mongolia,2017,F,freedom_of_expression,14,civil_liberties,MNG
Mongolia,2017,F,right_to_assembly,11,civil_liberties,MNG
Mongolia,2017,F,rule_of_law,12,civil_liberties,MNG
Mongolia,2017,F,personal_autonomy,12,civil_liberties,MNG
Mongolia,2017,F,political_rights,36,aggregation,MNG
Mongolia,2017,F,civil_liberties,49,aggregation,MNG
Mongolia,2017,F,total,85,aggregation,MNG
Myanmar,2017,PF,electoral_process,5,political_rights,MMR
Myanmar,2017,PF,pluralism_participation,8,political_rights,MMR
Myanmar,2017,PF,functioning_government,4,political_rights,MMR
Myanmar,2017,PF,freedom_of_expression,7,civil_liberties,MMR
Myanmar,2017,PF,right_to_assembly,5,civil_liberties,MMR
Myanmar,2017,PF,rule_of_law,1,civil_liberties,MMR
Myanmar,2017,PF,personal_autonomy,5,civil_liberties,MMR
Myanmar,2017,PF,political_rights,14,aggregation,MMR
Myanmar,2017,PF,civil_liberties,18,aggregation,MMR
Myanmar,2017,PF,total,32,aggregation,MMR
Nepal,2017,PF,electoral_process,9,political_rights,NPL
Nepal,2017,PF,pluralism_participation,10,political_rights,NPL
Nepal,2017,PF,functioning_government,5,political_rights,NPL
Nepal,2017,PF,freedom_of_expression,9,civil_liberties,NPL
Nepal,2017,PF,right_to_assembly,5,civil_liberties,NPL
Nepal,2017,PF,rule_of_law,6,civil_liberties,NPL
Nepal,2017,PF,personal_autonomy,8,civil_liberties,NPL
Nepal,2017,PF,political_rights,24,aggregation,NPL
Nepal,2017,PF,civil_liberties,28,aggregation,NPL
Nepal,2017,PF,total,52,aggregation,NPL
North Korea,2017,NF,electoral_process,0,political_rights,PRK
North Korea,2017,NF,pluralism_participation,0,political_rights,PRK
North Korea,2017,NF,functioning_government,0,political_rights,PRK
North Korea,2017,NF,freedom_of_expression,0,civil_liberties,PRK
North Korea,2017,NF,right_to_assembly,0,civil_liberties,PRK
North Korea,2017,NF,rule_of_law,0,civil_liberties,PRK
North Korea,2017,NF,personal_autonomy,3,civil_liberties,PRK
North Korea,2017,NF,political_rights,0,aggregation,PRK
North Korea,2017,NF,civil_liberties,3,aggregation,PRK
North Korea,2017,NF,total,3,aggregation,PRK
Pakistan,2017,PF,electoral_process,7,political_rights,PAK
Pakistan,2017,PF,pluralism_participation,8,political_rights,PAK
Pakistan,2017,PF,functioning_government,6,political_rights,PAK
Pakistan,2017,PF,freedom_of_expression,6,civil_liberties,PAK
Pakistan,2017,PF,right_to_assembly,6,civil_liberties,PAK
Pakistan,2017,PF,rule_of_law,4,civil_liberties,PAK
Pakistan,2017,PF,personal_autonomy,6,civil_liberties,PAK
Pakistan,2017,PF,political_rights,21,aggregation,PAK
Pakistan,2017,PF,civil_liberties,22,aggregation,PAK
Pakistan,2017,PF,total,43,aggregation,PAK
Papua New Guinea,2017,PF,electoral_process,9,political_rights,PNG
Papua New Guinea,2017,PF,pluralism_participation,13,political_rights,PNG
Papua New Guinea,2017,PF,functioning_government,4,political_rights,PNG
Papua New Guinea,2017,PF,freedom_of_expression,13,civil_liberties,PNG
Papua New Guinea,2017,PF,right_to_assembly,9,civil_liberties,PNG
Papua New Guinea,2017,PF,rule_of_law,7,civil_liberties,PNG
Papua New Guinea,2017,PF,personal_autonomy,9,civil_liberties,PNG
Papua New Guinea,2017,PF,political_rights,26,aggregation,PNG
Papua New Guinea,2017,PF,civil_liberties,38,aggregation,PNG
Papua New Guinea,2017,PF,total,64,aggregation,PNG
Philippines,2017,PF,electoral_process,9,political_rights,PHL
Philippines,2017,PF,pluralism_participation,11,political_rights,PHL
Philippines,2017,PF,functioning_government,7,political_rights,PHL
Philippines,2017,PF,freedom_of_expression,14,civil_liberties,PHL
Philippines,2017,PF,right_to_assembly,8,civil_liberties,PHL
Philippines,2017,PF,rule_of_law,4,civil_liberties,PHL
Philippines,2017,PF,personal_autonomy,10,civil_liberties,PHL
Philippines,2017,PF,political_rights,27,aggregation,PHL
Philippines,2017,PF,civil_liberties,36,aggregation,PHL
Philippines,2017,PF,total,63,aggregation,PHL
Solomon Islands,2017,F,electoral_process,9,political_rights,SLB
Solomon Islands,2017,F,pluralism_participation,13,political_rights,SLB
