dataset,indicator,island,atoll_official,atoll_local_names,sort1,value,sort_order,administration,population,min,max,normalized_value,duplicate
Population,Youth Population (National) (18-35 yrs)%,Thimarafushi,Thaa Atoll,Thaa (Th),16,23.275862068965516,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10740064187515846,FALSE
Population,Youth Population (National) (18-35 yrs)%,Vandhoo,Thaa Atoll,Thaa (Th),16,27.831715210355988,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.123884570726011,FALSE
Population,Youth Population (National) (18-35 yrs)%,Veymandoo,Thaa Atoll,Thaa (Th),16,25.929054054054053,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11700038676432394,FALSE
Population,Youth Population (National) (18-35 yrs)%,Vilufushi,Thaa Atoll,Thaa (Th),16,20.414507772020727,16,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09704772680434393,FALSE
Population,Youth Population (National) (18-35 yrs)%,Dhabidhoo,Laamu Atoll,Laamu (L),17,23.809523809523807,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10933152987544642,FALSE
Population,Youth Population (National) (18-35 yrs)%,Fonadhoo,Laamu Atoll,Laamu (L),17,25.01826150474799,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11370496895459499,FALSE
Population,Youth Population (National) (18-35 yrs)%,Gamu,Laamu Atoll,Laamu (L),17,26.218879668049794,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11804903004846685,FALSE
Population,Youth Population (National) (18-35 yrs)%,Hithadhoo,Seenu Atoll,Addu (S),21,27.83603431839847,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12390019806681019,TRUE
Population,Youth Population (National) (18-35 yrs)%,Isdhoo,Laamu Atoll,Laamu (L),17,26.340326340326342,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11848844682570926,FALSE
Population,Youth Population (National) (18-35 yrs)%,Kalhaidhoo,Laamu Atoll,Laamu (L),17,25.636672325976228,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11594249498130364,FALSE
Population,Youth Population (National) (18-35 yrs)%,Kunahandhoo,Laamu Atoll,Laamu (L),17,23.23580034423408,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10725569106142044,FALSE
Population,Youth Population (National) (18-35 yrs)%,Maabaidhoo,Laamu Atoll,Laamu (L),17,22.02020202020202,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10285742894394481,FALSE
Population,Youth Population (National) (18-35 yrs)%,Maamendhoo,Laamu Atoll,Laamu (L),17,24.904701397712834,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11329408724560044,FALSE
Population,Youth Population (National) (18-35 yrs)%,Maavah,Laamu Atoll,Laamu (L),17,21.875,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1023320608744026,FALSE
Population,Youth Population (National) (18-35 yrs)%,Mundhoo,Laamu Atoll,Laamu (L),17,31.428571428571427,17,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13689866932571132,FALSE
Population,Youth Population (National) (18-35 yrs)%,Dhaandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,25.32088681446908,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11479992393209174,FALSE
Population,Youth Population (National) (18-35 yrs)%,Dhevvadhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,21.27659574468085,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10016692234543814,FALSE
Population,Youth Population (National) (18-35 yrs)%,Gemanafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,25.711892797319933,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11621465671682853,FALSE
Population,Youth Population (National) (18-35 yrs)%,Kanduhulhudhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,27.819548872180448,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12384055063874375,FALSE
Population,Youth Population (National) (18-35 yrs)%,Kodey,Gaaf Alif Atoll,Gaafu Alif (GA),18,26.811594202898554,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12019358210449102,FALSE
Population,Youth Population (National) (18-35 yrs)%,Kolamaafushi,Gaaf Alif Atoll,Gaafu Alif (GA),18,24.71264367816092,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11259918649131834,FALSE
Population,Youth Population (National) (18-35 yrs)%,Maamendhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,25.871559633027523,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1167923611945548,FALSE
Population,Youth Population (National) (18-35 yrs)%,Nilandhoo,Gaaf Alif Atoll,Gaafu Alif (GA),18,24.643584521384927,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1123493175443909,FALSE
Population,Youth Population (National) (18-35 yrs)%,Viligili,Gaaf Alif Atoll,Gaafu Alif (GA),18,27.290601651592606,18,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.12192672065357324,FALSE
Population,Youth Population (National) (18-35 yrs)%,Fares,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,24.93438320209974,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11340148156593828,FALSE
Population,Youth Population (National) (18-35 yrs)%,Fiyoari,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,17.934782608695652,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08807561732378157,FALSE
Population,Youth Population (National) (18-35 yrs)%,Gadhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,25.259792166266987,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11457887206696866,FALSE
Population,Youth Population (National) (18-35 yrs)%,Hoadedhdhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,21.645569620253163,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10150193884487275,FALSE
Population,Youth Population (National) (18-35 yrs)%,Madeveli,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,23.93013100436681,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10976790926630758,FALSE
Population,Youth Population (National) (18-35 yrs)%,Nadallaa,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,30.073800738007378,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.13199685555353552,FALSE
Population,Youth Population (National) (18-35 yrs)%,Rathafandhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,25.956284153005466,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.1170989103557977,FALSE
Population,Youth Population (National) (18-35 yrs)%,Thinadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,23.821940771093313,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10937645676503291,FALSE
Population,Youth Population (National) (18-35 yrs)%,Vaadhoo,Gaaf Dhaal Atoll,Gaafu Dhaalu (GDh),19,32.58426966292135,19,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.14108020171423463,FALSE
Population,Youth Population (National) (18-35 yrs)%,Foammulah,Gnaviyani Atoll,Gnaviyani (Gn),20,24.38345769571266,20,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11140813003164524,FALSE
Population,Youth Population (National) (18-35 yrs)%,Feydhoo,Seenu Atoll,Addu (S),21,21.13182859012103,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09964312770113226,FALSE
Population,Youth Population (National) (18-35 yrs)%,Hithadhoo,Seenu Atoll,Addu (S),21,26.447771964640086,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.11887720519248633,TRUE
Population,Youth Population (National) (18-35 yrs)%,Hulhudhoo,Seenu Atoll,Addu (S),21,20.72072072072072,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.09815566253074443,FALSE
Population,Youth Population (National) (18-35 yrs)%,Maradhoo,Seenu Atoll,Addu (S),21,23.076923076923077,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10668084338984403,FALSE
Population,Youth Population (National) (18-35 yrs)%,Maradhoo-Feydhoo,Seenu Atoll,Addu (S),21,23.958333333333336,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10986995056783441,FALSE
Population,Youth Population (National) (18-35 yrs)%,Meedhoo,Seenu Atoll,Addu (S),21,21.457257601835916,21,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.10082059073793995,FALSE
Population,Elderly Population  (65+ yrs)%,Baarah,Haa Alif Atoll,Haa Alif (HA),1,5.7929724596391265,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0441442770443357,FALSE
Population,Elderly Population  (65+ yrs)%,Dhidhdhoo,Haa Alif Atoll,Haa Alif (HA),1,5.886116442738324,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04448128939803584,FALSE
Population,Elderly Population  (65+ yrs)%,Filladhoo,Haa Alif Atoll,Haa Alif (HA),1,8.5066162570888455,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.053962747898307566,FALSE
Population,Elderly Population  (65+ yrs)%,Hoarafushi,Haa Alif Atoll,Haa Alif (HA),1,9.73397823458283,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.058403573114433324,FALSE
Population,Elderly Population  (65+ yrs)%,Ihavandhoo,Haa Alif Atoll,Haa Alif (HA),1,4.853649499814746,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04074563087265695,FALSE
Population,Elderly Population  (65+ yrs)%,Kelaa,Haa Alif Atoll,Haa Alif (HA),1,9.720785935884178,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.058355840910084555,FALSE
Population,Elderly Population  (65+ yrs)%,Maarandhoo,Haa Alif Atoll,Haa Alif (HA),1,8.709677419354838,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.054697461166554495,FALSE
Population,Elderly Population  (65+ yrs)%,Mulhadhoo,Haa Alif Atoll,Haa Alif (HA),1,8.16326530612245,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05272043993293815,FALSE
Population,Elderly Population  (65+ yrs)%,Muraidhoo,Haa Alif Atoll,Haa Alif (HA),1,7.894736842105263,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.051748853721110204,FALSE
Population,Elderly Population  (65+ yrs)%,Thakandhoo,Haa Alif Atoll,Haa Alif (HA),1,17.012448132780083,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.08473843866462918,FALSE
Population,Elderly Population  (65+ yrs)%,Thurakunu,Haa Alif Atoll,Haa Alif (HA),1,10.263157894736842,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.06031824410943268,FALSE
Population,Elderly Population  (65+ yrs)%,Uligamu,Haa Alif Atoll,Haa Alif (HA),1,6.741573033707865,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0475764913597547,FALSE
Population,Elderly Population  (65+ yrs)%,Utheemu,Haa Alif Atoll,Haa Alif (HA),1,5.954465849387041,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.044728590336242026,FALSE
Population,Elderly Population  (65+ yrs)%,Vashafaru,Haa Alif Atoll,Haa Alif (HA),1,8.374384236453201,1,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05348430771327184,FALSE
Population,Elderly Population  (65+ yrs)%,Finey,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,7.532467532467532,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.050438095595335054,FALSE
Population,Elderly Population  (65+ yrs)%,Hanimaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,6.490765171503958,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04666902159997621,FALSE
Population,Elderly Population  (65+ yrs)%,Hirimaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,10.077519379844961,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.059646569238341086,FALSE
Population,Elderly Population  (65+ yrs)%,Kulhudhuffushi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,5.549603599742876,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04326372298639289,FALSE
Population,Elderly Population  (65+ yrs)%,Kumundhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,6.163655685441021,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.045485478292639776,FALSE
Population,Elderly Population  (65+ yrs)%,Kuribi,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,7.306889352818372,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0496219115463236,FALSE
Population,Elderly Population  (65+ yrs)%,Makunudhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,7.225913621262459,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.049328926202813164,FALSE
Population,Elderly Population  (65+ yrs)%,Naivaadhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,8.027522935779817,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.052229298646041644,FALSE
Population,Elderly Population  (65+ yrs)%,Nellaidhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,7.373737373737374,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04986378019012119,FALSE
Population,Elderly Population  (65+ yrs)%,Neykurendhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,8.170515097690942,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05274667103492711,FALSE
Population,Elderly Population  (65+ yrs)%,Nolhivaram,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,5.46875,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04297117953862711,FALSE
Population,Elderly Population  (65+ yrs)%,Nolhivaramfaru,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,7.345132743362832,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04976028328684855,FALSE
Population,Elderly Population  (65+ yrs)%,Vaikaradhoo,Haa Dhaal Atoll,Haa Dhaalu (HDh),2,11.942446043165468,2,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.066394222746077,FALSE
Population,Elderly Population  (65+ yrs)%,Bilehffahi,Shaviyani Atoll,Shaviyani (Sh),3,8.61344537815126,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05434927564100265,FALSE
Population,Elderly Population  (65+ yrs)%,Feevah,Shaviyani Atoll,Shaviyani (Sh),3,8.517350157728707,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05400158515862925,FALSE
Population,Elderly Population  (65+ yrs)%,Feydhoo,Shaviyani Atoll,Shaviyani (Sh),3,7.682458386683738,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.050980790562105624,FALSE
Population,Elderly Population  (65+ yrs)%,Foakaidhoo,Shaviyani Atoll,Shaviyani (Sh),3,4.368279569892473,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03898947167637079,FALSE
Population,Elderly Population  (65+ yrs)%,Funadhoo,Shaviyani Atoll,Shaviyani (Sh),3,5.685131195335277,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.043754087178068835,FALSE
Population,Elderly Population  (65+ yrs)%,Goidhoo,Shaviyani Atoll,Shaviyani (Sh),3,9.479553903345725,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0574830182932219,FALSE
Population,Elderly Population  (65+ yrs)%,Kaditheemu,Shaviyani Atoll,Shaviyani (Sh),3,6.730769230769231,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04753740117984061,FALSE
Population,Elderly Population  (65+ yrs)%,Komandoo,Shaviyani Atoll,Shaviyani (Sh),3,5.600933488914819,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04344944412681889,FALSE
Population,Elderly Population  (65+ yrs)%,Lhaimagu,Shaviyani Atoll,Shaviyani (Sh),3,7.801418439716312,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05141121028579411,FALSE
Population,Elderly Population  (65+ yrs)%,Maaugoodhoo,Shaviyani Atoll,Shaviyani (Sh),3,7.486033519553073,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05027008865099622,FALSE
Population,Elderly Population  (65+ yrs)%,Maroshi,Shaviyani Atoll,Shaviyani (Sh),3,9.176470588235293,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05638640616655531,FALSE
Population,Elderly Population  (65+ yrs)%,Milandhoo,Shaviyani Atoll,Shaviyani (Sh),3,4.228222109016811,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03848271758477582,FALSE
Population,Elderly Population  (65+ yrs)%,Narudhoo,Shaviyani Atoll,Shaviyani (Sh),3,6.896551724137931,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.048137233250935975,FALSE
Population,Elderly Population  (65+ yrs)%,Noomaraa,Shaviyani Atoll,Shaviyani (Sh),3,4.385964912280701,3,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03905346055322506,FALSE
Population,Elderly Population  (65+ yrs)%,Fodhdhoo,Noonu Atoll,Noonu (N),6,6.934306569343065,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04827383734303945,FALSE
Population,Elderly Population  (65+ yrs)%,Hebadhoo,Noonu Atoll,Noonu (N),6,7.312925170068027,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.049643750262149663,FALSE
Population,Elderly Population  (65+ yrs)%,Holhudhoo,Noonu Atoll,Noonu (N),6,7.4074074074074066,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.049985604670015046,FALSE
Population,Elderly Population  (65+ yrs)%,Kedhikolhudhoo,Noonu Atoll,Noonu (N),6,5.536799459824443,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04321739521311717,FALSE
Population,Elderly Population  (65+ yrs)%,Kudafari,Noonu Atoll,Noonu (N),6,7.441016333938294,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05010720805284919,FALSE
Population,Elderly Population  (65+ yrs)%,Landhoo,Noonu Atoll,Noonu (N),6,5.857142857142858,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04437645754575976,FALSE
Population,Elderly Population  (65+ yrs)%,Lhohi,Noonu Atoll,Noonu (N),6,5.5646481178396074,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0433181568669868,FALSE
Population,Elderly Population  (65+ yrs)%,Maafaru,Noonu Atoll,Noonu (N),6,4.7281323877068555,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.040291486482717395,FALSE
Population,Elderly Population  (65+ yrs)%,Maalhendhoo,Noonu Atoll,Noonu (N),6,7.71513353115727,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05109901534678968,FALSE
Population,Elderly Population  (65+ yrs)%,Magoodhoo,Noonu Atoll,Noonu (N),6,5.28169014084507,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04229436197812532,FALSE
Population,Elderly Population  (65+ yrs)%,Manadhoo,Noonu Atoll,Noonu (N),6,5.327868852459016,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.042461445194604056,FALSE
Population,Elderly Population  (65+ yrs)%,Miladhoo,Noonu Atoll,Noonu (N),6,5.834305717619603,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04429382850321266,FALSE
Population,Elderly Population  (65+ yrs)%,Velidhoo,Noonu Atoll,Noonu (N),6,7.043147208121828,6,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.048667643133092395,FALSE
Population,Elderly Population  (65+ yrs)%,Agolhitheemu,Raa Atoll,Raa (R),7,3.7249283667621778,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03666170668277105,FALSE
Population,Elderly Population  (65+ yrs)%,Alifushi,Raa Atoll,Raa (R),7,7.8156312625250495,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05146263493726509,FALSE
Population,Elderly Population  (65+ yrs)%,Dhuvaafaru,Raa Atoll,Raa (R),7,5.363864491844417,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.042591684150987276,FALSE
Population,Elderly Population  (65+ yrs)%,Fainu,Raa Atoll,Raa (R),7,5.181347150259067,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.041931302268743066,FALSE
Population,Elderly Population  (65+ yrs)%,Hulhudhuffaaru,Raa Atoll,Raa (R),7,8.434782608695652,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05370284032173253,FALSE
Population,Elderly Population  (65+ yrs)%,Iguraidhoo,Raa Atoll,Raa (R),7,6.574675324675325,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.046972624229783294,FALSE
Population,Elderly Population  (65+ yrs)%,Innamaadhoo,Raa Atoll,Raa (R),7,7.007575757575757,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04853893897127561,FALSE
Population,Elderly Population  (65+ yrs)%,Kinolhas,Raa Atoll,Raa (R),7,5.421686746987952,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04280089588591405,FALSE
Population,Elderly Population  (65+ yrs)%,Maakurathu,Raa Atoll,Raa (R),7,6.306306306306306,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04600161492213517,FALSE
Population,Elderly Population  (65+ yrs)%,Maduvvari,Raa Atoll,Raa (R),7,6.223306894447834,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04570130752475491,FALSE
Population,Elderly Population  (65+ yrs)%,Meedhoo,Raa Atoll,Raa (R),7,5.23590333716916,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04212869675787387,FALSE
Population,Elderly Population  (65+ yrs)%,Rasgetheemu,Raa Atoll,Raa (R),7,10.993657505285412,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0629613283424295,FALSE
Population,Elderly Population  (65+ yrs)%,Rasmaadhoo,Raa Atoll,Raa (R),7,9.919028340080972,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.059073119010274726,FALSE
Population,Elderly Population  (65+ yrs)%,Ugoofaaru,Raa Atoll,Raa (R),7,4.376224689745264,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03901821860615549,FALSE
Population,Elderly Population  (65+ yrs)%,Vaadhoo,Raa Atoll,Raa (R),7,8.433734939759036,7,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05369904965955039,FALSE
Population,Elderly Population  (65+ yrs)%,Dharavandhoo,Baa Atoll,Baa (B),4,6.204379562043796,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04563282489570568,FALSE
Population,Elderly Population  (65+ yrs)%,Dhonfanu,Baa Atoll,Baa (B),4,6.593406593406594,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04704039746379017,FALSE
Population,Elderly Population  (65+ yrs)%,Eydhafushi,Baa Atoll,Baa (B),4,7.725507121277514,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.051136548936254286,FALSE
Population,Elderly Population  (65+ yrs)%,Fehendhoo,Baa Atoll,Baa (B),4,6.976744186046512,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04842738457834956,FALSE
Population,Elderly Population  (65+ yrs)%,Fulhadhoo,Baa Atoll,Baa (B),4,2.5,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03222968672548679,FALSE
Population,Elderly Population  (65+ yrs)%,Goidhoo,Baa Atoll,Baa (B),4,7.874015748031496,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.051673880926811674,FALSE
Population,Elderly Population  (65+ yrs)%,Hithaadhoo,Baa Atoll,Baa (B),4,5.044510385756676,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04143620125906701,FALSE
Population,Elderly Population  (65+ yrs)%,Kamadhoo,Baa Atoll,Baa (B),4,4.664723032069971,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04006205957312264,FALSE
Population,Elderly Population  (65+ yrs)%,Kendhoo,Baa Atoll,Baa (B),4,5.923344947735192,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04461598909281237,FALSE
Population,Elderly Population  (65+ yrs)%,Kihaadhoo,Baa Atoll,Baa (B),4,4.269662921348314,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03863265819541313,FALSE
Population,Elderly Population  (65+ yrs)%,Kudarikilu,Baa Atoll,Baa (B),4,7.5388026607538805,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.05046101727447884,FALSE
Population,Elderly Population  (65+ yrs)%,Maalhoss,Baa Atoll,Baa (B),4,5.263157894736842,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04222730884519635,FALSE
Population,Elderly Population  (65+ yrs)%,Thulhaadhoo,Baa Atoll,Baa (B),4,7.953772943575799,4,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.051962457379101476,FALSE
Population,Elderly Population  (65+ yrs)%,Hinnavaru,Lhaviyani Atoll,Lhaviyani (Lh),5,5.307262569832402,5,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04238688780959714,FALSE
Population,Elderly Population  (65+ yrs)%,Kurendhoo,Lhaviyani Atoll,Lhaviyani (Lh),5,6.653809064609451,5,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04725894490305632,FALSE
Population,Elderly Population  (65+ yrs)%,Naifaru,Lhaviyani Atoll,Lhaviyani (Lh),5,6.3441905687895,5,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04613868727015853,FALSE
Population,Elderly Population  (65+ yrs)%,Olhuvelifushi,Lhaviyani Atoll,Lhaviyani (Lh),5,5.190839694656488,5,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.04196564806998039,FALSE
Population,Elderly Population  (65+ yrs)%,Dhiffushi,Kaafu Atoll,Kaafu Atoll,10,5.093046033300686,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.0416118123106123,FALSE
Population,Elderly Population  (65+ yrs)%,Gaafaru,Kaafu Atoll,Kaafu Atoll,10,3.177257525083612,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.03468013113418769,FALSE
Population,Elderly Population  (65+ yrs)%,Gulhi,Kaafu Atoll,Kaafu Atoll,10,5.172413793103448,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.041898979711544146,FALSE
Population,Elderly Population  (65+ yrs)%,Guraidhoo,Kaafu Atoll,Kaafu Atoll,10,7.206632653061225,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.049259164053301094,FALSE
Population,Elderly Population  (65+ yrs)%,Himmafushi,Kaafu Atoll,Kaafu Atoll,10,2.8820375335120643,10,Administrative Islands,Maldivians,-6.407689473965757,2757.4074074074074,0.033611969982941844,FALSE
