country,year,status,sub_indicator,score,sub_indicator_text,sub_index_group
Iran,2022,NF,b_limits_on_content,5,b_limits_on_content,aggregation
Iran,2022,NF,c1,0,Legal protections,C. Violation of user rights
Iran,2022,NF,c2,0,Criminalised online activities,C. Violation of user rights
Iran,2022,NF,c3,1,Individuals penalised,C. Violation of user rights
Iran,2022,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Iran,2022,NF,c5,1,State infringement of privacy,C. Violation of user rights
Iran,2022,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Iran,2022,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Iran,2022,NF,c8,0,Cyberattacks,C. Violation of user rights
Iran,2022,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Iran,2022,NF,total_country_score,16,total_country_score,aggregation
Iran,2021,NF,a1,5,Infrastructural limitations,A. Obstructions to access
Iran,2021,NF,a2,1,Internet accesibility,A. Obstructions to access
Iran,2021,NF,a3,2,Government restrictions,A. Obstructions to access
Iran,2021,NF,a4,0,Service provider diversity,A. Obstructions to access
Iran,2021,NF,a5,0,Regulatory failure,A. Obstructions to access
Iran,2021,NF,a_obstacles_to_access,8,a_obstacles_to_access,aggregation
Iran,2021,NF,b1,0,Blocked content,B. Limits on content
Iran,2021,NF,b2,0,Forced content deletion,B. Limits on content
Iran,2021,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Iran,2021,NF,b4,1,Self-censorship,B. Limits on content
Iran,2021,NF,b5,1,Information control and manipulation,B. Limits on content
Iran,2021,NF,b6,0,Constraints on publishing,B. Limits on content
Iran,2021,NF,b7,1,Lack diversity and reliability,B. Limits on content
Iran,2021,NF,b8,2,Constraints on communities,B. Limits on content
Iran,2021,NF,b_limits_on_content,5,b_limits_on_content,aggregation
Iran,2021,NF,c1,0,Legal protections,C. Violation of user rights
Iran,2021,NF,c2,0,Criminalised online activities,C. Violation of user rights
Iran,2021,NF,c3,0,Individuals penalised,C. Violation of user rights
Iran,2021,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Iran,2021,NF,c5,1,State infringement of privacy,C. Violation of user rights
Iran,2021,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Iran,2021,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Iran,2021,NF,c8,0,Cyberattacks,C. Violation of user rights
Iran,2021,NF,c_violations_of_user_rights,3,c_violations_of_user_rights,aggregation
Iran,2021,NF,total_country_score,16,total_country_score,aggregation
Iran,2020,NF,a1,5,Infrastructural limitations,A. Obstructions to access
Iran,2020,NF,a2,1,Internet accesibility,A. Obstructions to access
Iran,2020,NF,a3,1,Government restrictions,A. Obstructions to access
Iran,2020,NF,a4,0,Service provider diversity,A. Obstructions to access
Iran,2020,NF,a5,0,Regulatory failure,A. Obstructions to access
Iran,2020,NF,a_obstacles_to_access,7,a_obstacles_to_access,aggregation
Iran,2020,NF,b1,0,Blocked content,B. Limits on content
Iran,2020,NF,b2,0,Forced content deletion,B. Limits on content
Iran,2020,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Iran,2020,NF,b4,1,Self-censorship,B. Limits on content
Iran,2020,NF,b5,1,Information control and manipulation,B. Limits on content
Iran,2020,NF,b6,0,Constraints on publishing,B. Limits on content
Iran,2020,NF,b7,1,Lack diversity and reliability,B. Limits on content
Iran,2020,NF,b8,2,Constraints on communities,B. Limits on content
Iran,2020,NF,b_limits_on_content,5,b_limits_on_content,aggregation
Iran,2020,NF,c1,0,Legal protections,C. Violation of user rights
Iran,2020,NF,c2,0,Criminalised online activities,C. Violation of user rights
Iran,2020,NF,c3,0,Individuals penalised,C. Violation of user rights
Iran,2020,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Iran,2020,NF,c5,1,State infringement of privacy,C. Violation of user rights
Iran,2020,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Iran,2020,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Iran,2020,NF,c8,0,Cyberattacks,C. Violation of user rights
Iran,2020,NF,c_violations_of_user_rights,3,c_violations_of_user_rights,aggregation
Iran,2020,NF,total_country_score,15,total_country_score,aggregation
Iran,2019,NF,a1,4,Infrastructural limitations,A. Obstructions to access
Iran,2019,NF,a2,1,Internet accesibility,A. Obstructions to access
Iran,2019,NF,a3,2,Government restrictions,A. Obstructions to access
Iran,2019,NF,a4,0,Service provider diversity,A. Obstructions to access
Iran,2019,NF,a5,0,Regulatory failure,A. Obstructions to access
Iran,2019,NF,a_obstacles_to_access,7,a_obstacles_to_access,aggregation
Iran,2019,NF,b1,0,Blocked content,B. Limits on content
Iran,2019,NF,b2,0,Forced content deletion,B. Limits on content
Iran,2019,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Iran,2019,NF,b4,1,Self-censorship,B. Limits on content
Iran,2019,NF,b5,1,Information control and manipulation,B. Limits on content
Iran,2019,NF,b6,0,Constraints on publishing,B. Limits on content
Iran,2019,NF,b7,1,Lack diversity and reliability,B. Limits on content
Iran,2019,NF,b8,2,Constraints on communities,B. Limits on content
Iran,2019,NF,b_limits_on_content,5,b_limits_on_content,aggregation
Iran,2019,NF,c1,0,Legal protections,C. Violation of user rights
Iran,2019,NF,c2,0,Criminalised online activities,C. Violation of user rights
Iran,2019,NF,c3,0,Individuals penalised,C. Violation of user rights
Iran,2019,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Iran,2019,NF,c5,1,State infringement of privacy,C. Violation of user rights
Iran,2019,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Iran,2019,NF,c7,1,Extralegal intimidation,C. Violation of user rights
Iran,2019,NF,c8,0,Cyberattacks,C. Violation of user rights
Iran,2019,NF,c_violations_of_user_rights,3,c_violations_of_user_rights,aggregation
Iran,2019,NF,total_country_score,15,total_country_score,aggregation
Iran,2018,NF,a_obstacles_to_access,6,a_obstacles_to_access,aggregation
Iran,2018,NF,b_limits_on_content,5,b_limits_on_content,aggregation
Iran,2018,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Iran,2018,NF,total_country_score,15,total_country_score,aggregation
Iran,2017,NF,a_obstacles_to_access,7,a_obstacles_to_access,aggregation
Iran,2017,NF,b_limits_on_content,5,b_limits_on_content,aggregation
Iran,2017,NF,c_violations_of_user_rights,3,c_violations_of_user_rights,aggregation
Iran,2017,NF,total_country_score,15,total_country_score,aggregation
Iran,2016,NF,a_obstacles_to_access,6,a_obstacles_to_access,aggregation
Iran,2016,NF,b_limits_on_content,4,b_limits_on_content,aggregation
Iran,2016,NF,c_violations_of_user_rights,3,c_violations_of_user_rights,aggregation
Iran,2016,NF,total_country_score,13,total_country_score,aggregation
Iran,2015,NF,a_obstacles_to_access,5,a_obstacles_to_access,aggregation
Iran,2015,NF,b_limits_on_content,4,b_limits_on_content,aggregation
Iran,2015,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Iran,2015,NF,total_country_score,13,total_country_score,aggregation
Iran,2014,NF,a_obstacles_to_access,3,a_obstacles_to_access,aggregation
Iran,2014,NF,b_limits_on_content,4,b_limits_on_content,aggregation
Iran,2014,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Iran,2014,NF,total_country_score,11,total_country_score,aggregation
Iran,2013,NF,a_obstacles_to_access,3,a_obstacles_to_access,aggregation
Iran,2013,NF,b_limits_on_content,3,b_limits_on_content,aggregation
Iran,2013,NF,c_violations_of_user_rights,3,c_violations_of_user_rights,aggregation
Iran,2013,NF,total_country_score,9,total_country_score,aggregation
Iran,2012,NF,a_obstacles_to_access,4,a_obstacles_to_access,aggregation
Iran,2012,NF,b_limits_on_content,3,b_limits_on_content,aggregation
Iran,2012,NF,c_violations_of_user_rights,3,c_violations_of_user_rights,aggregation
Iran,2012,NF,total_country_score,10,total_country_score,aggregation
Iran,2011,NF,a_obstacles_to_access,4,a_obstacles_to_access,aggregation
Iran,2011,NF,b_limits_on_content,6,b_limits_on_content,aggregation
Iran,2011,NF,c_violations_of_user_rights,1,c_violations_of_user_rights,aggregation
Iran,2011,NF,total_country_score,11,total_country_score,aggregation
Malaysia,2023,PF,a1,6,Infrastructural limitations,A. Obstructions to access
Malaysia,2023,PF,a2,3,Internet accesibility,A. Obstructions to access
Malaysia,2023,PF,a3,5,Government restrictions,A. Obstructions to access
Malaysia,2023,PF,a4,4,Service provider diversity,A. Obstructions to access
Malaysia,2023,PF,a5,1,Regulatory failure,A. Obstructions to access
Malaysia,2023,PF,a_obstacles_to_access,19,a_obstacles_to_access,aggregation
Malaysia,2023,PF,b1,4,Blocked content,B. Limits on content
Malaysia,2023,PF,b2,2,Forced content deletion,B. Limits on content
Malaysia,2023,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Malaysia,2023,PF,b4,2,Self-censorship,B. Limits on content
Malaysia,2023,PF,b5,2,Information control and manipulation,B. Limits on content
Malaysia,2023,PF,b6,2,Constraints on publishing,B. Limits on content
Malaysia,2023,PF,b7,3,Lack diversity and reliability,B. Limits on content
Malaysia,2023,PF,b8,5,Constraints on communities,B. Limits on content
Malaysia,2023,PF,b_limits_on_content,22,b_limits_on_content,aggregation
Malaysia,2023,PF,c1,2,Legal protections,C. Violation of user rights
Malaysia,2023,PF,c2,1,Criminalised online activities,C. Violation of user rights
Malaysia,2023,PF,c3,3,Individuals penalised,C. Violation of user rights
Malaysia,2023,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
Malaysia,2023,PF,c5,2,State infringement of privacy,C. Violation of user rights
Malaysia,2023,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Malaysia,2023,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Malaysia,2023,PF,c8,2,Cyberattacks,C. Violation of user rights
Malaysia,2023,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
Malaysia,2023,PF,total_country_score,61,total_country_score,aggregation
Malaysia,2022,PF,a1,5,Infrastructural limitations,A. Obstructions to access
Malaysia,2022,PF,a2,3,Internet accesibility,A. Obstructions to access
Malaysia,2022,PF,a3,5,Government restrictions,A. Obstructions to access
Malaysia,2022,PF,a4,4,Service provider diversity,A. Obstructions to access
Malaysia,2022,PF,a5,1,Regulatory failure,A. Obstructions to access
Malaysia,2022,PF,a_obstacles_to_access,18,a_obstacles_to_access,aggregation
Malaysia,2022,PF,b1,4,Blocked content,B. Limits on content
Malaysia,2022,PF,b2,2,Forced content deletion,B. Limits on content
Malaysia,2022,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Malaysia,2022,PF,b4,2,Self-censorship,B. Limits on content
Malaysia,2022,PF,b5,2,Information control and manipulation,B. Limits on content
Malaysia,2022,PF,b6,2,Constraints on publishing,B. Limits on content
Malaysia,2022,PF,b7,3,Lack diversity and reliability,B. Limits on content
Malaysia,2022,PF,b8,5,Constraints on communities,B. Limits on content
Malaysia,2022,PF,b_limits_on_content,22,b_limits_on_content,aggregation
Malaysia,2022,PF,c1,2,Legal protections,C. Violation of user rights
Malaysia,2022,PF,c2,1,Criminalised online activities,C. Violation of user rights
Malaysia,2022,PF,c3,2,Individuals penalised,C. Violation of user rights
Malaysia,2022,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
Malaysia,2022,PF,c5,2,State infringement of privacy,C. Violation of user rights
Malaysia,2022,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Malaysia,2022,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Malaysia,2022,PF,c8,2,Cyberattacks,C. Violation of user rights
Malaysia,2022,PF,c_violations_of_user_rights,19,c_violations_of_user_rights,aggregation
Malaysia,2022,PF,total_country_score,59,total_country_score,aggregation
Malaysia,2021,PF,a1,5,Infrastructural limitations,A. Obstructions to access
Malaysia,2021,PF,a2,3,Internet accesibility,A. Obstructions to access
Malaysia,2021,PF,a3,5,Government restrictions,A. Obstructions to access
Malaysia,2021,PF,a4,4,Service provider diversity,A. Obstructions to access
Malaysia,2021,PF,a5,1,Regulatory failure,A. Obstructions to access
Malaysia,2021,PF,a_obstacles_to_access,18,a_obstacles_to_access,aggregation
Malaysia,2021,PF,b1,4,Blocked content,B. Limits on content
Malaysia,2021,PF,b2,2,Forced content deletion,B. Limits on content
Malaysia,2021,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Malaysia,2021,PF,b4,2,Self-censorship,B. Limits on content
Malaysia,2021,PF,b5,2,Information control and manipulation,B. Limits on content
Malaysia,2021,PF,b6,1,Constraints on publishing,B. Limits on content
Malaysia,2021,PF,b7,3,Lack diversity and reliability,B. Limits on content
Malaysia,2021,PF,b8,5,Constraints on communities,B. Limits on content
Malaysia,2021,PF,b_limits_on_content,21,b_limits_on_content,aggregation
Malaysia,2021,PF,c1,2,Legal protections,C. Violation of user rights
Malaysia,2021,PF,c2,1,Criminalised online activities,C. Violation of user rights
Malaysia,2021,PF,c3,2,Individuals penalised,C. Violation of user rights
Malaysia,2021,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
Malaysia,2021,PF,c5,2,State infringement of privacy,C. Violation of user rights
Malaysia,2021,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Malaysia,2021,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Malaysia,2021,PF,c8,2,Cyberattacks,C. Violation of user rights
Malaysia,2021,PF,c_violations_of_user_rights,19,c_violations_of_user_rights,aggregation
Malaysia,2021,PF,total_country_score,58,total_country_score,aggregation
Malaysia,2020,PF,a1,5,Infrastructural limitations,A. Obstructions to access
Malaysia,2020,PF,a2,3,Internet accesibility,A. Obstructions to access
Malaysia,2020,PF,a3,4,Government restrictions,A. Obstructions to access
Malaysia,2020,PF,a4,4,Service provider diversity,A. Obstructions to access
Malaysia,2020,PF,a5,1,Regulatory failure,A. Obstructions to access
Malaysia,2020,PF,a_obstacles_to_access,17,a_obstacles_to_access,aggregation
Malaysia,2020,PF,b1,4,Blocked content,B. Limits on content
Malaysia,2020,PF,b2,2,Forced content deletion,B. Limits on content
Malaysia,2020,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Malaysia,2020,PF,b4,2,Self-censorship,B. Limits on content
Malaysia,2020,PF,b5,2,Information control and manipulation,B. Limits on content
Malaysia,2020,PF,b6,1,Constraints on publishing,B. Limits on content
Malaysia,2020,PF,b7,3,Lack diversity and reliability,B. Limits on content
Malaysia,2020,PF,b8,5,Constraints on communities,B. Limits on content
Malaysia,2020,PF,b_limits_on_content,21,b_limits_on_content,aggregation
Malaysia,2020,PF,c1,2,Legal protections,C. Violation of user rights
Malaysia,2020,PF,c2,1,Criminalised online activities,C. Violation of user rights
Malaysia,2020,PF,c3,2,Individuals penalised,C. Violation of user rights
Malaysia,2020,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
Malaysia,2020,PF,c5,2,State infringement of privacy,C. Violation of user rights
Malaysia,2020,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Malaysia,2020,PF,c7,4,Extralegal intimidation,C. Violation of user rights
Malaysia,2020,PF,c8,2,Cyberattacks,C. Violation of user rights
Malaysia,2020,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
Malaysia,2020,PF,total_country_score,58,total_country_score,aggregation
Malaysia,2019,PF,a1,5,Infrastructural limitations,A. Obstructions to access
Malaysia,2019,PF,a2,3,Internet accesibility,A. Obstructions to access
Malaysia,2019,PF,a3,4,Government restrictions,A. Obstructions to access
Malaysia,2019,PF,a4,4,Service provider diversity,A. Obstructions to access
Malaysia,2019,PF,a5,1,Regulatory failure,A. Obstructions to access
Malaysia,2019,PF,a_obstacles_to_access,17,a_obstacles_to_access,aggregation
Malaysia,2019,PF,b1,4,Blocked content,B. Limits on content
Malaysia,2019,PF,b2,2,Forced content deletion,B. Limits on content
Malaysia,2019,PF,b3,2,"Opaque, unacccountable procedures",B. Limits on content
Malaysia,2019,PF,b4,2,Self-censorship,B. Limits on content
Malaysia,2019,PF,b5,2,Information control and manipulation,B. Limits on content
Malaysia,2019,PF,b6,1,Constraints on publishing,B. Limits on content
Malaysia,2019,PF,b7,3,Lack diversity and reliability,B. Limits on content
Malaysia,2019,PF,b8,5,Constraints on communities,B. Limits on content
Malaysia,2019,PF,b_limits_on_content,21,b_limits_on_content,aggregation
Malaysia,2019,PF,c1,2,Legal protections,C. Violation of user rights
Malaysia,2019,PF,c2,1,Criminalised online activities,C. Violation of user rights
Malaysia,2019,PF,c3,2,Individuals penalised,C. Violation of user rights
Malaysia,2019,PF,c4,3,Restricted anonymous communication,C. Violation of user rights
Malaysia,2019,PF,c5,2,State infringement of privacy,C. Violation of user rights
Malaysia,2019,PF,c6,4,Data monitoring and retention,C. Violation of user rights
Malaysia,2019,PF,c7,3,Extralegal intimidation,C. Violation of user rights
Malaysia,2019,PF,c8,2,Cyberattacks,C. Violation of user rights
Malaysia,2019,PF,c_violations_of_user_rights,19,c_violations_of_user_rights,aggregation
Malaysia,2019,PF,total_country_score,57,total_country_score,aggregation
Malaysia,2018,PF,a_obstacles_to_access,17,a_obstacles_to_access,aggregation
Malaysia,2018,PF,b_limits_on_content,19,b_limits_on_content,aggregation
Malaysia,2018,PF,c_violations_of_user_rights,19,c_violations_of_user_rights,aggregation
Malaysia,2018,PF,total_country_score,55,total_country_score,aggregation
Malaysia,2017,PF,a_obstacles_to_access,17,a_obstacles_to_access,aggregation
Malaysia,2017,PF,b_limits_on_content,19,b_limits_on_content,aggregation
Malaysia,2017,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
Malaysia,2017,PF,total_country_score,56,total_country_score,aggregation
Malaysia,2016,PF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Malaysia,2016,PF,b_limits_on_content,19,b_limits_on_content,aggregation
Malaysia,2016,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
Malaysia,2016,PF,total_country_score,55,total_country_score,aggregation
Malaysia,2015,PF,a_obstacles_to_access,17,a_obstacles_to_access,aggregation
Malaysia,2015,PF,b_limits_on_content,21,b_limits_on_content,aggregation
Malaysia,2015,PF,c_violations_of_user_rights,19,c_violations_of_user_rights,aggregation
Malaysia,2015,PF,total_country_score,57,total_country_score,aggregation
Malaysia,2014,PF,a_obstacles_to_access,17,a_obstacles_to_access,aggregation
Malaysia,2014,PF,b_limits_on_content,21,b_limits_on_content,aggregation
Malaysia,2014,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
Malaysia,2014,PF,total_country_score,58,total_country_score,aggregation
Malaysia,2013,PF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Malaysia,2013,PF,b_limits_on_content,20,b_limits_on_content,aggregation
Malaysia,2013,PF,c_violations_of_user_rights,20,c_violations_of_user_rights,aggregation
Malaysia,2013,PF,total_country_score,56,total_country_score,aggregation
Malaysia,2012,PF,a_obstacles_to_access,15,a_obstacles_to_access,aggregation
Malaysia,2012,PF,b_limits_on_content,21,b_limits_on_content,aggregation
Malaysia,2012,PF,c_violations_of_user_rights,21,c_violations_of_user_rights,aggregation
Malaysia,2012,PF,total_country_score,57,total_country_score,aggregation
Malaysia,2011,PF,a_obstacles_to_access,16,a_obstacles_to_access,aggregation
Malaysia,2011,PF,b_limits_on_content,24,b_limits_on_content,aggregation
Malaysia,2011,PF,c_violations_of_user_rights,19,c_violations_of_user_rights,aggregation
Malaysia,2011,PF,total_country_score,59,total_country_score,aggregation
Myanmar,2023,NF,a1,2,Infrastructural limitations,A. Obstructions to access
Myanmar,2023,NF,a2,0,Internet accesibility,A. Obstructions to access
Myanmar,2023,NF,a3,0,Government restrictions,A. Obstructions to access
Myanmar,2023,NF,a4,0,Service provider diversity,A. Obstructions to access
Myanmar,2023,NF,a5,0,Regulatory failure,A. Obstructions to access
Myanmar,2023,NF,a_obstacles_to_access,2,a_obstacles_to_access,aggregation
Myanmar,2023,NF,b1,0,Blocked content,B. Limits on content
Myanmar,2023,NF,b2,1,Forced content deletion,B. Limits on content
Myanmar,2023,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Myanmar,2023,NF,b4,1,Self-censorship,B. Limits on content
Myanmar,2023,NF,b5,1,Information control and manipulation,B. Limits on content
Myanmar,2023,NF,b6,0,Constraints on publishing,B. Limits on content
Myanmar,2023,NF,b7,1,Lack diversity and reliability,B. Limits on content
Myanmar,2023,NF,b8,1,Constraints on communities,B. Limits on content
Myanmar,2023,NF,b_limits_on_content,5,b_limits_on_content,aggregation
Myanmar,2023,NF,c1,0,Legal protections,C. Violation of user rights
Myanmar,2023,NF,c2,0,Criminalised online activities,C. Violation of user rights
Myanmar,2023,NF,c3,0,Individuals penalised,C. Violation of user rights
Myanmar,2023,NF,c4,1,Restricted anonymous communication,C. Violation of user rights
Myanmar,2023,NF,c5,1,State infringement of privacy,C. Violation of user rights
Myanmar,2023,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Myanmar,2023,NF,c7,0,Extralegal intimidation,C. Violation of user rights
Myanmar,2023,NF,c8,1,Cyberattacks,C. Violation of user rights
Myanmar,2023,NF,c_violations_of_user_rights,3,c_violations_of_user_rights,aggregation
Myanmar,2023,NF,total_country_score,10,total_country_score,aggregation
Myanmar,2022,NF,a1,2,Infrastructural limitations,A. Obstructions to access
Myanmar,2022,NF,a2,0,Internet accesibility,A. Obstructions to access
Myanmar,2022,NF,a3,0,Government restrictions,A. Obstructions to access
Myanmar,2022,NF,a4,0,Service provider diversity,A. Obstructions to access
Myanmar,2022,NF,a5,0,Regulatory failure,A. Obstructions to access
Myanmar,2022,NF,a_obstacles_to_access,2,a_obstacles_to_access,aggregation
Myanmar,2022,NF,b1,1,Blocked content,B. Limits on content
Myanmar,2022,NF,b2,1,Forced content deletion,B. Limits on content
Myanmar,2022,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Myanmar,2022,NF,b4,1,Self-censorship,B. Limits on content
Myanmar,2022,NF,b5,1,Information control and manipulation,B. Limits on content
Myanmar,2022,NF,b6,0,Constraints on publishing,B. Limits on content
Myanmar,2022,NF,b7,1,Lack diversity and reliability,B. Limits on content
Myanmar,2022,NF,b8,1,Constraints on communities,B. Limits on content
Myanmar,2022,NF,b_limits_on_content,6,b_limits_on_content,aggregation
Myanmar,2022,NF,c1,0,Legal protections,C. Violation of user rights
Myanmar,2022,NF,c2,0,Criminalised online activities,C. Violation of user rights
Myanmar,2022,NF,c3,0,Individuals penalised,C. Violation of user rights
Myanmar,2022,NF,c4,2,Restricted anonymous communication,C. Violation of user rights
Myanmar,2022,NF,c5,1,State infringement of privacy,C. Violation of user rights
Myanmar,2022,NF,c6,0,Data monitoring and retention,C. Violation of user rights
Myanmar,2022,NF,c7,0,Extralegal intimidation,C. Violation of user rights
Myanmar,2022,NF,c8,1,Cyberattacks,C. Violation of user rights
Myanmar,2022,NF,c_violations_of_user_rights,4,c_violations_of_user_rights,aggregation
Myanmar,2022,NF,total_country_score,12,total_country_score,aggregation
Myanmar,2021,NF,a1,2,Infrastructural limitations,A. Obstructions to access
Myanmar,2021,NF,a2,1,Internet accesibility,A. Obstructions to access
Myanmar,2021,NF,a3,0,Government restrictions,A. Obstructions to access
Myanmar,2021,NF,a4,1,Service provider diversity,A. Obstructions to access
Myanmar,2021,NF,a5,0,Regulatory failure,A. Obstructions to access
Myanmar,2021,NF,a_obstacles_to_access,4,a_obstacles_to_access,aggregation
Myanmar,2021,NF,b1,1,Blocked content,B. Limits on content
Myanmar,2021,NF,b2,1,Forced content deletion,B. Limits on content
Myanmar,2021,NF,b3,0,"Opaque, unacccountable procedures",B. Limits on content
Myanmar,2021,NF,b4,1,Self-censorship,B. Limits on content
Myanmar,2021,NF,b5,1,Information control and manipulation,B. Limits on content
Myanmar,2021,NF,b6,0,Constraints on publishing,B. Limits on content
Myanmar,2021,NF,b7,1,Lack diversity and reliability,B. Limits on content
Myanmar,2021,NF,b8,2,Constraints on communities,B. Limits on content
Myanmar,2021,NF,b_limits_on_content,7,b_limits_on_content,aggregation
Myanmar,2021,NF,c1,0,Legal protections,C. Violation of user rights
Myanmar,2021,NF,c2,0,Criminalised online activities,C. Violation of user rights
Myanmar,2021,NF,c3,1,Individuals penalised,C. Violation of user rights
Myanmar,2021,NF,c4,2,Restricted anonymous communication,C. Violation of user rights
Myanmar,2021,NF,c5,1,State infringement of privacy,C. Violation of user rights
Myanmar,2021,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Myanmar,2021,NF,c7,0,Extralegal intimidation,C. Violation of user rights
Myanmar,2021,NF,c8,1,Cyberattacks,C. Violation of user rights
Myanmar,2021,NF,c_violations_of_user_rights,6,c_violations_of_user_rights,aggregation
Myanmar,2021,NF,total_country_score,17,total_country_score,aggregation
Myanmar,2020,NF,a1,2,Infrastructural limitations,A. Obstructions to access
Myanmar,2020,NF,a2,1,Internet accesibility,A. Obstructions to access
Myanmar,2020,NF,a3,1,Government restrictions,A. Obstructions to access
Myanmar,2020,NF,a4,2,Service provider diversity,A. Obstructions to access
Myanmar,2020,NF,a5,1,Regulatory failure,A. Obstructions to access
Myanmar,2020,NF,a_obstacles_to_access,7,a_obstacles_to_access,aggregation
Myanmar,2020,NF,b1,3,Blocked content,B. Limits on content
Myanmar,2020,NF,b2,1,Forced content deletion,B. Limits on content
Myanmar,2020,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Myanmar,2020,NF,b4,1,Self-censorship,B. Limits on content
Myanmar,2020,NF,b5,1,Information control and manipulation,B. Limits on content
Myanmar,2020,NF,b6,1,Constraints on publishing,B. Limits on content
Myanmar,2020,NF,b7,1,Lack diversity and reliability,B. Limits on content
Myanmar,2020,NF,b8,4,Constraints on communities,B. Limits on content
Myanmar,2020,NF,b_limits_on_content,13,b_limits_on_content,aggregation
Myanmar,2020,NF,c1,1,Legal protections,C. Violation of user rights
Myanmar,2020,NF,c2,0,Criminalised online activities,C. Violation of user rights
Myanmar,2020,NF,c3,1,Individuals penalised,C. Violation of user rights
Myanmar,2020,NF,c4,3,Restricted anonymous communication,C. Violation of user rights
Myanmar,2020,NF,c5,2,State infringement of privacy,C. Violation of user rights
Myanmar,2020,NF,c6,1,Data monitoring and retention,C. Violation of user rights
Myanmar,2020,NF,c7,2,Extralegal intimidation,C. Violation of user rights
Myanmar,2020,NF,c8,1,Cyberattacks,C. Violation of user rights
Myanmar,2020,NF,c_violations_of_user_rights,11,c_violations_of_user_rights,aggregation
Myanmar,2020,NF,total_country_score,31,total_country_score,aggregation
Myanmar,2019,NF,a1,2,Infrastructural limitations,A. Obstructions to access
Myanmar,2019,NF,a2,1,Internet accesibility,A. Obstructions to access
Myanmar,2019,NF,a3,4,Government restrictions,A. Obstructions to access
Myanmar,2019,NF,a4,2,Service provider diversity,A. Obstructions to access
Myanmar,2019,NF,a5,1,Regulatory failure,A. Obstructions to access
Myanmar,2019,NF,a_obstacles_to_access,10,a_obstacles_to_access,aggregation
Myanmar,2019,NF,b1,6,Blocked content,B. Limits on content
Myanmar,2019,NF,b2,1,Forced content deletion,B. Limits on content
Myanmar,2019,NF,b3,1,"Opaque, unacccountable procedures",B. Limits on content
Myanmar,2019,NF,b4,1,Self-censorship,B. Limits on content
Myanmar,2019,NF,b5,1,Information control and manipulation,B. Limits on content
Myanmar,2019,NF,b6,1,Constraints on publishing,B. Limits on content
Myanmar,2019,NF,b7,1,Lack diversity and reliability,B. Limits on content
Myanmar,2019,NF,b8,4,Constraints on communities,B. Limits on content
Myanmar,2019,NF,b_limits_on_content,16,b_limits_on_content,aggregation
Myanmar,2019,NF,c1,1,Legal protections,C. Violation of user rights
Myanmar,2019,NF,c2,0,Criminalised online activities,C. Violation of user rights
Myanmar,2019,NF,c3,1,Individuals penalised,C. Violation of user rights
Myanmar,2019,NF,c4,3,Restricted anonymous communication,C. Violation of user rights
Myanmar,2019,NF,c5,2,State infringement of privacy,C. Violation of user rights
