country,iso3,year,region,rank,standard_error,number_of_sources,lower_ci,upper_ci,index,value
Mongolia,MNG,2017,AP,103,1.4,9,34,38,Varieties of Democracy Project,35
Mongolia,MNG,2017,AP,103,1.4,9,34,38,World Bank CPIA,43
Mongolia,MNG,2017,AP,103,1.4,9,34,38,World Economic Forum EOS,30
Mongolia,MNG,2017,AP,103,1.4,9,34,38,World Justice Project Rule of Law Index,36
Mongolia,MNG,2017,AP,103,1.4,9,34,38,CPI score,36
Mongolia,MNG,2016,AP,87,1.7,9,35,41,Bertelsmann Foundation Transformation Index,36
Mongolia,MNG,2016,AP,87,1.7,9,35,41,Economist Intelligence Unit Country Ratings,37
Mongolia,MNG,2016,AP,87,1.7,9,35,41,Global Insights Country Risk Ratings,47
Mongolia,MNG,2016,AP,87,1.7,9,35,41,IMD World Competitiveness Yearbook,35
Mongolia,MNG,2016,AP,87,1.7,9,35,41,PRS International Country Risk Guide,32
Mongolia,MNG,2016,AP,87,1.7,9,35,41,Varieties of Democracy Project,34
Mongolia,MNG,2016,AP,87,1.7,9,35,41,World Bank CPIA,47
Mongolia,MNG,2016,AP,87,1.7,9,35,41,World Economic Forum EOS,38
Mongolia,MNG,2016,AP,87,1.7,9,35,41,World Justice Project Rule of Law Index,38
Mongolia,MNG,2016,AP,87,1.7,9,35,41,CPI score,38
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,Bertelsmann Foundation Transformation Index,36
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,Economist Intelligence Unit Country Ratings,38
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,Global Insights Country Risk Ratings,42
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,IMD World Competitiveness Yearbook,37
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,PRS International Country Risk Guide,31
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,World Bank CPIA,47
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,World Economic Forum EOS,42
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,World Justice Project Rule of Law Index,35
Mongolia,MNG,2015,AP,72,1.7599999904632568,8,36,42,CPI score,39
Mongolia,MNG,2014,AP,80,2.130000114440918,7,36,42,Bertelsmann Foundation Transformation Index,40
Mongolia,MNG,2014,AP,80,2.130000114440918,7,36,42,Economist Intelligence Unit Country Ratings,38
Mongolia,MNG,2014,AP,80,2.130000114440918,7,36,42,Global Insights Country Risk Ratings,42
Mongolia,MNG,2014,AP,80,2.130000114440918,7,36,42,PRS International Country Risk Guide,31
Mongolia,MNG,2014,AP,80,2.130000114440918,7,36,42,World Bank CPIA,47
Mongolia,MNG,2014,AP,80,2.130000114440918,7,36,42,World Economic Forum EOS,41
Mongolia,MNG,2014,AP,80,2.130000114440918,7,36,42,World Justice Project Rule of Law Index,32
Mongolia,MNG,2014,AP,80,2.130000114440918,7,36,42,CPI score,39
Mongolia,MNG,2013,AP,83,2.2,7,34,42,Bertelsmann Foundation Transformation Index,40
Mongolia,MNG,2013,AP,83,2.2,7,34,42,Economist Intelligence Unit Country Ratings,38
Mongolia,MNG,2013,AP,83,2.2,7,34,42,Global Insights Country Risk Ratings,42
Mongolia,MNG,2013,AP,83,2.2,7,34,42,PRS International Country Risk Guide,31
Mongolia,MNG,2013,AP,83,2.2,7,34,42,World Bank CPIA,47
Mongolia,MNG,2013,AP,83,2.2,7,34,42,World Economic Forum EOS,32
Mongolia,MNG,2013,AP,83,2.2,7,34,42,World Justice Project Rule of Law Index,33
Mongolia,MNG,2013,AP,83,2.2,7,34,42,CPI score,38
Mongolia,MNG,2012,AP,94,2.6,7,32,40,Bertelsmann Foundation Transformation Index,32
Mongolia,MNG,2012,AP,94,2.6,7,32,40,Economist Intelligence Unit Country Ratings,38
Mongolia,MNG,2012,AP,94,2.6,7,32,40,Global Insights Country Risk Ratings,42
Mongolia,MNG,2012,AP,94,2.6,7,32,40,PRS International Country Risk Guide,31
Mongolia,MNG,2012,AP,94,2.6,7,32,40,World Bank CPIA,47
Mongolia,MNG,2012,AP,94,2.6,7,32,40,World Economic Forum EOS,26
Mongolia,MNG,2012,AP,94,2.6,7,32,40,World Justice Project Rule of Law Index,37
Mongolia,MNG,2012,AP,94,2.6,7,32,40,CPI score,36
Myanmar,MMR,2023,AP,162,2.293598,7,16.2385,23.7615,Bertelsmann Foundation Transformation Index,8.908407
Myanmar,MMR,2023,AP,162,2.293598,7,16.2385,23.7615,Economist Intelligence Unit Country Ratings,19.79276
Myanmar,MMR,2023,AP,162,2.293598,7,16.2385,23.7615,Global Insights Country Risk Ratings,22.45197
Myanmar,MMR,2023,AP,162,2.293598,7,16.2385,23.7615,PRS International Country Risk Guide,23.70985
Myanmar,MMR,2023,AP,162,2.293598,7,16.2385,23.7615,Varieties of Democracy Project,34.0404
Myanmar,MMR,2023,AP,162,2.293598,7,16.2385,23.7615,World Bank CPIA,10.11772
Myanmar,MMR,2023,AP,162,2.293598,7,16.2385,23.7615,World Justice Project Rule of Law Index,22.10661
Myanmar,MMR,2023,AP,162,2.293598,7,16.2385,23.7615,CPI score,20
Myanmar,MMR,2022,AP,157,1.897972,7,19.88733,26.11267,Bertelsmann Foundation Transformation Index,25
Myanmar,MMR,2022,AP,157,1.897972,7,19.88733,26.11267,Economist Intelligence Unit Country Ratings,20
Myanmar,MMR,2022,AP,157,1.897972,7,19.88733,26.11267,Global Insights Country Risk Ratings,22
Myanmar,MMR,2022,AP,157,1.897972,7,19.88733,26.11267,PRS International Country Risk Guide,24
Myanmar,MMR,2022,AP,157,1.897972,7,19.88733,26.11267,Varieties of Democracy Project,34
Myanmar,MMR,2022,AP,157,1.897972,7,19.88733,26.11267,World Bank CPIA,10
Myanmar,MMR,2022,AP,157,1.897972,7,19.88733,26.11267,World Justice Project Rule of Law Index,24
Myanmar,MMR,2022,AP,157,1.897972,7,19.88733,26.11267,CPI score,23
Myanmar,MMR,2021,AP,140,2.777369,7,23.43123,32.56877,Bertelsmann Foundation Transformation Index,24.86647
Myanmar,MMR,2021,AP,140,2.777369,7,23.43123,32.56877,Economist Intelligence Unit Country Ratings,19.79276
Myanmar,MMR,2021,AP,140,2.777369,7,23.43123,32.56877,Global Insights Country Risk Ratings,22.45197
Myanmar,MMR,2021,AP,140,2.777369,7,23.43123,32.56877,PRS International Country Risk Guide,31.02523
Myanmar,MMR,2021,AP,140,2.777369,7,23.43123,32.56877,Varieties of Democracy Project,50.67872
Myanmar,MMR,2021,AP,140,2.777369,7,23.43123,32.56877,World Bank CPIA,26.78049
Myanmar,MMR,2021,AP,140,2.777369,7,23.43123,32.56877,World Justice Project Rule of Law Index,23.90317
Myanmar,MMR,2021,AP,140,2.777369,7,23.43123,32.56877,CPI score,28
Myanmar,MMR,2020,AP,137,2.650177,7,23.65371,32.34629,Bertelsmann Foundation Transformation Index,21
Myanmar,MMR,2020,AP,137,2.650177,7,23.65371,32.34629,Economist Intelligence Unit Country Ratings,20
Myanmar,MMR,2020,AP,137,2.650177,7,23.65371,32.34629,Global Insights Country Risk Ratings,22
Myanmar,MMR,2020,AP,137,2.650177,7,23.65371,32.34629,PRS International Country Risk Guide,32
Myanmar,MMR,2020,AP,137,2.650177,7,23.65371,32.34629,Varieties of Democracy Project,49
Myanmar,MMR,2020,AP,137,2.650177,7,23.65371,32.34629,World Bank CPIA,27
Myanmar,MMR,2020,AP,137,2.650177,7,23.65371,32.34629,World Justice Project Rule of Law Index,27
Myanmar,MMR,2020,AP,137,2.650177,7,23.65371,32.34629,CPI score,28
Myanmar,MMR,2019,AP,130,4.212792,7,22.09102,35.90898,Bertelsmann Foundation Transformation Index,21
Myanmar,MMR,2019,AP,130,4.212792,7,22.09102,35.90898,Economist Intelligence Unit Country Ratings,20
Myanmar,MMR,2019,AP,130,4.212792,7,22.09102,35.90898,Global Insights Country Risk Ratings,22
Myanmar,MMR,2019,AP,130,4.212792,7,22.09102,35.90898,PRS International Country Risk Guide,32
Myanmar,MMR,2019,AP,130,4.212792,7,22.09102,35.90898,Varieties of Democracy Project,52
Myanmar,MMR,2019,AP,130,4.212792,7,22.09102,35.90898,World Bank CPIA,27
Myanmar,MMR,2019,AP,130,4.212792,7,22.09102,35.90898,World Justice Project Rule of Law Index,28
Myanmar,MMR,2019,AP,130,4.212792,7,22.09102,35.90898,CPI score,29
Myanmar,MMR,2018,AP,132,3.94,7,23,35,Bertelsmann Foundation Transformation Index,21
Myanmar,MMR,2018,AP,132,3.94,7,23,35,Economist Intelligence Unit Country Ratings,20
Myanmar,MMR,2018,AP,132,3.94,7,23,35,Global Insights Country Risk Ratings,22
Myanmar,MMR,2018,AP,132,3.94,7,23,35,PRS International Country Risk Guide,32
Myanmar,MMR,2018,AP,132,3.94,7,23,35,Varieties of Democracy Project,50
Myanmar,MMR,2018,AP,132,3.94,7,23,35,World Bank CPIA,27
Myanmar,MMR,2018,AP,132,3.94,7,23,35,World Justice Project Rule of Law Index,30
Myanmar,MMR,2018,AP,132,3.94,7,23,35,CPI score,29
Myanmar,MMR,2017,AP,130,3.91,7,24,36,Bertelsmann Foundation Transformation Index,21
Myanmar,MMR,2017,AP,130,3.91,7,24,36,Economist Intelligence Unit Country Ratings,20
Myanmar,MMR,2017,AP,130,3.91,7,24,36,Global Insights Country Risk Ratings,22
Myanmar,MMR,2017,AP,130,3.91,7,24,36,PRS International Country Risk Guide,32
Myanmar,MMR,2017,AP,130,3.91,7,24,36,Varieties of Democracy Project,49
Myanmar,MMR,2017,AP,130,3.91,7,24,36,World Bank CPIA,35
Myanmar,MMR,2017,AP,130,3.91,7,24,36,World Justice Project Rule of Law Index,30
Myanmar,MMR,2017,AP,130,3.91,7,24,36,CPI score,30
Myanmar,MMR,2016,AP,136,3.69,8,22,34,Bertelsmann Foundation Transformation Index,20
Myanmar,MMR,2016,AP,136,3.69,8,22,34,Economist Intelligence Unit Country Ratings,19
Myanmar,MMR,2016,AP,136,3.69,8,22,34,Global Insights Country Risk Ratings,22
Myanmar,MMR,2016,AP,136,3.69,8,22,34,PRS International Country Risk Guide,24
Myanmar,MMR,2016,AP,136,3.69,8,22,34,Varieties of Democracy Project,50
Myanmar,MMR,2016,AP,136,3.69,8,22,34,World Bank CPIA,35
Myanmar,MMR,2016,AP,136,3.69,8,22,34,World Economic Forum EOS,23
Myanmar,MMR,2016,AP,136,3.69,8,22,34,World Justice Project Rule of Law Index,27
Myanmar,MMR,2016,AP,136,3.69,8,22,34,CPI score,28
Myanmar,MMR,2015,AP,147,2.819999933242798,7,17,27,Bertelsmann Foundation Transformation Index,19
Myanmar,MMR,2015,AP,147,2.819999933242798,7,17,27,Economist Intelligence Unit Country Ratings,21
Myanmar,MMR,2015,AP,147,2.819999933242798,7,17,27,Global Insights Country Risk Ratings,11
Myanmar,MMR,2015,AP,147,2.819999933242798,7,17,27,PRS International Country Risk Guide,21
Myanmar,MMR,2015,AP,147,2.819999933242798,7,17,27,World Bank CPIA,35
Myanmar,MMR,2015,AP,147,2.819999933242798,7,17,27,World Economic Forum EOS,27
Myanmar,MMR,2015,AP,147,2.819999933242798,7,17,27,World Justice Project Rule of Law Index,19
Myanmar,MMR,2015,AP,147,2.819999933242798,7,17,27,CPI score,22
Myanmar,MMR,2014,AP,156,2.869999885559082,7,16,26,Bertelsmann Foundation Transformation Index,15
Myanmar,MMR,2014,AP,156,2.869999885559082,7,16,26,Economist Intelligence Unit Country Ratings,21
Myanmar,MMR,2014,AP,156,2.869999885559082,7,16,26,Global Insights Country Risk Ratings,11
Myanmar,MMR,2014,AP,156,2.869999885559082,7,16,26,PRS International Country Risk Guide,21
Myanmar,MMR,2014,AP,156,2.869999885559082,7,16,26,World Bank CPIA,23
Myanmar,MMR,2014,AP,156,2.869999885559082,7,16,26,World Economic Forum EOS,20
Myanmar,MMR,2014,AP,156,2.869999885559082,7,16,26,World Justice Project Rule of Law Index,35
Myanmar,MMR,2014,AP,156,2.869999885559082,7,16,26,CPI score,21
Myanmar,MMR,2013,AP,157,3.9,6,15,27,Bertelsmann Foundation Transformation Index,15
Myanmar,MMR,2013,AP,157,3.9,6,15,27,Economist Intelligence Unit Country Ratings,21
Myanmar,MMR,2013,AP,157,3.9,6,15,27,Global Insights Country Risk Ratings,11
Myanmar,MMR,2013,AP,157,3.9,6,15,27,PERC Asia Risk Guide,39
Myanmar,MMR,2013,AP,157,3.9,6,15,27,PRS International Country Risk Guide,21
Myanmar,MMR,2013,AP,157,3.9,6,15,27,World Economic Forum EOS,17
Myanmar,MMR,2013,AP,157,3.9,6,15,27,CPI score,21
Myanmar,MMR,2012,AP,172,3.7,4,9,21,Bertelsmann Foundation Transformation Index,6
Myanmar,MMR,2012,AP,172,3.7,4,9,21,Economist Intelligence Unit Country Ratings,21
Myanmar,MMR,2012,AP,172,3.7,4,9,21,Global Insights Country Risk Ratings,11
Myanmar,MMR,2012,AP,172,3.7,4,9,21,PRS International Country Risk Guide,21
Myanmar,MMR,2012,AP,172,3.7,4,9,21,CPI score,15
Nepal,NPL,2023,AP,108,0.7388446,6,33.7883,36.2117,Bertelsmann Foundation Transformation Index,32.8455
Nepal,NPL,2023,AP,108,0.7388446,6,33.7883,36.2117,Global Insights Country Risk Ratings,34.50329
Nepal,NPL,2023,AP,108,0.7388446,6,33.7883,36.2117,Varieties of Democracy Project,35.48721
Nepal,NPL,2023,AP,108,0.7388446,6,33.7883,36.2117,World Bank CPIA,35.11188
Nepal,NPL,2023,AP,108,0.7388446,6,33.7883,36.2117,World Economic Forum EOS,38.01516
Nepal,NPL,2023,AP,108,0.7388446,6,33.7883,36.2117,World Justice Project Rule of Law Index,31.0894
Nepal,NPL,2023,AP,108,0.7388446,6,33.7883,36.2117,CPI score,35
Nepal,NPL,2022,AP,110,0.9336739,6,32.46877,35.53123,Bertelsmann Foundation Transformation Index,33
Nepal,NPL,2022,AP,110,0.9336739,6,32.46877,35.53123,Global Insights Country Risk Ratings,35
Nepal,NPL,2022,AP,110,0.9336739,6,32.46877,35.53123,Varieties of Democracy Project,30
Nepal,NPL,2022,AP,110,0.9336739,6,32.46877,35.53123,World Bank CPIA,35
Nepal,NPL,2022,AP,110,0.9336739,6,32.46877,35.53123,World Economic Forum EOS,38
Nepal,NPL,2022,AP,110,0.9336739,6,32.46877,35.53123,World Justice Project Rule of Law Index,30
Nepal,NPL,2022,AP,110,0.9336739,6,32.46877,35.53123,CPI score,34
Nepal,NPL,2021,AP,117,0.5357912,6,32.11862,33.88138,Bertelsmann Foundation Transformation Index,32.8455
Nepal,NPL,2021,AP,117,0.5357912,6,32.11862,33.88138,Global Insights Country Risk Ratings,34.50329
Nepal,NPL,2021,AP,117,0.5357912,6,32.11862,33.88138,Varieties of Democracy Project,30.42337
Nepal,NPL,2021,AP,117,0.5357912,6,32.11862,33.88138,World Bank CPIA,35.11188
Nepal,NPL,2021,AP,117,0.5357912,6,32.11862,33.88138,World Economic Forum EOS,33.63108
Nepal,NPL,2021,AP,117,0.5357912,6,32.11862,33.88138,World Justice Project Rule of Law Index,31.98768
Nepal,NPL,2021,AP,117,0.5357912,6,32.11862,33.88138,CPI score,33
Nepal,NPL,2020,AP,117,1.350671,6,30.7849,35.2151,Bertelsmann Foundation Transformation Index,29
Nepal,NPL,2020,AP,117,1.350671,6,30.7849,35.2151,Global Insights Country Risk Ratings,35
Nepal,NPL,2020,AP,117,1.350671,6,30.7849,35.2151,Varieties of Democracy Project,29
Nepal,NPL,2020,AP,117,1.350671,6,30.7849,35.2151,World Bank CPIA,35
Nepal,NPL,2020,AP,117,1.350671,6,30.7849,35.2151,World Economic Forum EOS,40
Nepal,NPL,2020,AP,117,1.350671,6,30.7849,35.2151,World Justice Project Rule of Law Index,32
Nepal,NPL,2020,AP,117,1.350671,6,30.7849,35.2151,CPI score,33
Nepal,NPL,2019,AP,113,1.759387,6,31.1146,36.8854,Bertelsmann Foundation Transformation Index,29
Nepal,NPL,2019,AP,113,1.759387,6,31.1146,36.8854,Global Insights Country Risk Ratings,35
Nepal,NPL,2019,AP,113,1.759387,6,31.1146,36.8854,Varieties of Democracy Project,29
Nepal,NPL,2019,AP,113,1.759387,6,31.1146,36.8854,World Bank CPIA,35
Nepal,NPL,2019,AP,113,1.759387,6,31.1146,36.8854,World Economic Forum EOS,40
Nepal,NPL,2019,AP,113,1.759387,6,31.1146,36.8854,World Justice Project Rule of Law Index,35
Nepal,NPL,2019,AP,113,1.759387,6,31.1146,36.8854,CPI score,34
Nepal,NPL,2018,AP,124,1.85,6,28,34,Bertelsmann Foundation Transformation Index,25
Nepal,NPL,2018,AP,124,1.85,6,28,34,Global Insights Country Risk Ratings,35
Nepal,NPL,2018,AP,124,1.85,6,28,34,Varieties of Democracy Project,25
Nepal,NPL,2018,AP,124,1.85,6,28,34,World Bank CPIA,35
Nepal,NPL,2018,AP,124,1.85,6,28,34,World Economic Forum EOS,33
Nepal,NPL,2018,AP,124,1.85,6,28,34,World Justice Project Rule of Law Index,32
Nepal,NPL,2018,AP,124,1.85,6,28,34,CPI score,31
Nepal,NPL,2017,AP,122,2,6,28,34,Bertelsmann Foundation Transformation Index,25
Nepal,NPL,2017,AP,122,2,6,28,34,Global Insights Country Risk Ratings,35
Nepal,NPL,2017,AP,122,2,6,28,34,Varieties of Democracy Project,25
Nepal,NPL,2017,AP,122,2,6,28,34,World Bank CPIA,35
Nepal,NPL,2017,AP,122,2,6,28,34,World Economic Forum EOS,35
Nepal,NPL,2017,AP,122,2,6,28,34,World Justice Project Rule of Law Index,32
Nepal,NPL,2017,AP,122,2,6,28,34,CPI score,31
Nepal,NPL,2016,AP,131,2.33,6,25,33,Bertelsmann Foundation Transformation Index,24
Nepal,NPL,2016,AP,131,2.33,6,25,33,Global Insights Country Risk Ratings,34
Nepal,NPL,2016,AP,131,2.33,6,25,33,Varieties of Democracy Project,21
Nepal,NPL,2016,AP,131,2.33,6,25,33,World Bank CPIA,35
Nepal,NPL,2016,AP,131,2.33,6,25,33,World Economic Forum EOS,26
Nepal,NPL,2016,AP,131,2.33,6,25,33,World Justice Project Rule of Law Index,31
Nepal,NPL,2016,AP,131,2.33,6,25,33,CPI score,29
Nepal,NPL,2015,AP,130,2.7300000190734863,5,23,31,Bertelsmann Foundation Transformation Index,23
Nepal,NPL,2015,AP,130,2.7300000190734863,5,23,31,Global Insights Country Risk Ratings,22
Nepal,NPL,2015,AP,130,2.7300000190734863,5,23,31,World Bank CPIA,35
Nepal,NPL,2015,AP,130,2.7300000190734863,5,23,31,World Economic Forum EOS,33
Nepal,NPL,2015,AP,130,2.7300000190734863,5,23,31,World Justice Project Rule of Law Index,24
Nepal,NPL,2015,AP,130,2.7300000190734863,5,23,31,CPI score,27
Nepal,NPL,2014,AP,126,2.200000047683716,5,25,33,Bertelsmann Foundation Transformation Index,28
Nepal,NPL,2014,AP,126,2.200000047683716,5,25,33,Global Insights Country Risk Ratings,22
Nepal,NPL,2014,AP,126,2.200000047683716,5,25,33,World Bank CPIA,35
Nepal,NPL,2014,AP,126,2.200000047683716,5,25,33,World Economic Forum EOS,31
Nepal,NPL,2014,AP,126,2.200000047683716,5,25,33,World Justice Project Rule of Law Index,31
Nepal,NPL,2014,AP,126,2.200000047683716,5,25,33,CPI score,29
Nepal,NPL,2013,AP,116,1.4,5,29,33,Bertelsmann Foundation Transformation Index,28
Nepal,NPL,2013,AP,116,1.4,5,29,33,Global Insights Country Risk Ratings,32
Nepal,NPL,2013,AP,116,1.4,5,29,33,World Bank CPIA,35
Nepal,NPL,2013,AP,116,1.4,5,29,33,World Economic Forum EOS,28
Nepal,NPL,2013,AP,116,1.4,5,29,33,World Justice Project Rule of Law Index,32
Nepal,NPL,2013,AP,116,1.4,5,29,33,CPI score,31
Nepal,NPL,2012,AP,139,2.4,5,23,31,Bertelsmann Foundation Transformation Index,23
Nepal,NPL,2012,AP,139,2.4,5,23,31,Global Insights Country Risk Ratings,22
Nepal,NPL,2012,AP,139,2.4,5,23,31,World Bank CPIA,35
Nepal,NPL,2012,AP,139,2.4,5,23,31,World Economic Forum EOS,27
Nepal,NPL,2012,AP,139,2.4,5,23,31,World Justice Project Rule of Law Index,31
Nepal,NPL,2012,AP,139,2.4,5,23,31,CPI score,27
North Korea,PRK,2023,AP,172,3.775732,4,10.8078,23.1922,Bertelsmann Foundation Transformation Index,12.89792
North Korea,PRK,2023,AP,172,3.775732,4,10.8078,23.1922,Global Insights Country Risk Ratings,10.21805
North Korea,PRK,2023,AP,172,3.775732,4,10.8078,23.1922,PRS International Country Risk Guide,15.00106
North Korea,PRK,2023,AP,172,3.775732,4,10.8078,23.1922,Varieties of Democracy Project,29.69997
North Korea,PRK,2023,AP,172,3.775732,4,10.8078,23.1922,CPI score,17
North Korea,PRK,2022,AP,171,3.775732,4,10.8078,23.1922,Bertelsmann Foundation Transformation Index,13
North Korea,PRK,2022,AP,171,3.775732,4,10.8078,23.1922,Global Insights Country Risk Ratings,10
North Korea,PRK,2022,AP,171,3.775732,4,10.8078,23.1922,PRS International Country Risk Guide,15
North Korea,PRK,2022,AP,171,3.775732,4,10.8078,23.1922,Varieties of Democracy Project,30
North Korea,PRK,2022,AP,171,3.775732,4,10.8078,23.1922,CPI score,17
North Korea,PRK,2021,AP,174,2.570172,4,11.77207,20.22793,Bertelsmann Foundation Transformation Index,12.89792
North Korea,PRK,2021,AP,174,2.570172,4,11.77207,20.22793,Global Insights Country Risk Ratings,10.21805
North Korea,PRK,2021,AP,174,2.570172,4,11.77207,20.22793,PRS International Country Risk Guide,15.00106
North Korea,PRK,2021,AP,174,2.570172,4,11.77207,20.22793,Varieties of Democracy Project,23.91273
North Korea,PRK,2021,AP,174,2.570172,4,11.77207,20.22793,CPI score,16
North Korea,PRK,2020,AP,170,3.455656,4,12.33272,23.66728,Bertelsmann Foundation Transformation Index,17
North Korea,PRK,2020,AP,170,3.455656,4,12.33272,23.66728,Global Insights Country Risk Ratings,10
North Korea,PRK,2020,AP,170,3.455656,4,12.33272,23.66728,PRS International Country Risk Guide,15
North Korea,PRK,2020,AP,170,3.455656,4,12.33272,23.66728,Varieties of Democracy Project,29
North Korea,PRK,2020,AP,170,3.455656,4,12.33272,23.66728,CPI score,18
North Korea,PRK,2019,AP,172,3.159824,4,11.81789,22.18211,Bertelsmann Foundation Transformation Index,17
North Korea,PRK,2019,AP,172,3.159824,4,11.81789,22.18211,Global Insights Country Risk Ratings,10
North Korea,PRK,2019,AP,172,3.159824,4,11.81789,22.18211,PRS International Country Risk Guide,15
North Korea,PRK,2019,AP,172,3.159824,4,11.81789,22.18211,Varieties of Democracy Project,25
North Korea,PRK,2019,AP,172,3.159824,4,11.81789,22.18211,CPI score,17
North Korea,PRK,2018,AP,176,1.39,4,12,16,Bertelsmann Foundation Transformation Index,13
North Korea,PRK,2018,AP,176,1.39,4,12,16,Global Insights Country Risk Ratings,10
North Korea,PRK,2018,AP,176,1.39,4,12,16,PRS International Country Risk Guide,15
North Korea,PRK,2018,AP,176,1.39,4,12,16,Varieties of Democracy Project,17
North Korea,PRK,2018,AP,176,1.39,4,12,16,CPI score,14
North Korea,PRK,2017,AP,171,4.18,4,10,24,Bertelsmann Foundation Transformation Index,13
North Korea,PRK,2017,AP,171,4.18,4,10,24,Global Insights Country Risk Ratings,10
North Korea,PRK,2017,AP,171,4.18,4,10,24,PRS International Country Risk Guide,15
North Korea,PRK,2017,AP,171,4.18,4,10,24,Varieties of Democracy Project,29
North Korea,PRK,2017,AP,171,4.18,4,10,24,CPI score,17
North Korea,PRK,2016,AP,174,1.39,3,10,15,Bertelsmann Foundation Transformation Index,12
North Korea,PRK,2016,AP,174,1.39,3,10,15,Global Insights Country Risk Ratings,10
North Korea,PRK,2016,AP,174,1.39,3,10,15,PRS International Country Risk Guide,15
North Korea,PRK,2016,AP,174,1.39,3,10,15,CPI score,12
North Korea,PRK,2015,AP,167,3.380000114440918,3,2,14,Bertelsmann Foundation Transformation Index,10
North Korea,PRK,2015,AP,167,3.380000114440918,3,2,14,Global Insights Country Risk Ratings,1
North Korea,PRK,2015,AP,167,3.380000114440918,3,2,14,PRS International Country Risk Guide,12
North Korea,PRK,2015,AP,167,3.380000114440918,3,2,14,CPI score,8
North Korea,PRK,2014,AP,174,3.3499999046325684,3,3,13,Bertelsmann Foundation Transformation Index,10
North Korea,PRK,2014,AP,174,3.3499999046325684,3,3,13,Global Insights Country Risk Ratings,1
North Korea,PRK,2014,AP,174,3.3499999046325684,3,3,13,PRS International Country Risk Guide,12
North Korea,PRK,2014,AP,174,3.3499999046325684,3,3,13,CPI score,8
North Korea,PRK,2013,AP,175,3.4,3,2,14,Bertelsmann Foundation Transformation Index,10
North Korea,PRK,2013,AP,175,3.4,3,2,14,Global Insights Country Risk Ratings,1
North Korea,PRK,2013,AP,175,3.4,3,2,14,PRS International Country Risk Guide,12
North Korea,PRK,2013,AP,175,3.4,3,2,14,CPI score,8
North Korea,PRK,2012,AP,174,3.4,3,2,13,Bertelsmann Foundation Transformation Index,10
North Korea,PRK,2012,AP,174,3.4,3,2,13,Global Insights Country Risk Ratings,1
North Korea,PRK,2012,AP,174,3.4,3,2,13,PRS International Country Risk Guide,12
North Korea,PRK,2012,AP,174,3.4,3,2,13,CPI score,8
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,Bertelsmann Foundation Transformation Index,20.87696
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,Economist Intelligence Unit Country Ratings,19.79276
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,Global Insights Country Risk Ratings,34.50329
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,PRS International Country Risk Guide,32.41864
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,Varieties of Democracy Project,19.5723
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,World Bank CPIA,35.11188
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,World Economic Forum EOS,44.85432
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,World Justice Project Rule of Law Index,24.80145
Pakistan,PAK,2023,AP,133,2.091568,8,25.56983,32.43017,CPI score,29
Pakistan,PAK,2022,AP,140,1.916701,7,23.85661,30.14339,Bertelsmann Foundation Transformation Index,21
Pakistan,PAK,2022,AP,140,1.916701,7,23.85661,30.14339,Economist Intelligence Unit Country Ratings,20
Pakistan,PAK,2022,AP,140,1.916701,7,23.85661,30.14339,Global Insights Country Risk Ratings,35
Pakistan,PAK,2022,AP,140,1.916701,7,23.85661,30.14339,PRS International Country Risk Guide,32
Pakistan,PAK,2022,AP,140,1.916701,7,23.85661,30.14339,Varieties of Democracy Project,19
Pakistan,PAK,2022,AP,140,1.916701,7,23.85661,30.14339,World Bank CPIA,35
Pakistan,PAK,2022,AP,140,1.916701,7,23.85661,30.14339,World Justice Project Rule of Law Index,26
Pakistan,PAK,2022,AP,140,1.916701,7,23.85661,30.14339,CPI score,27
Pakistan,PAK,2021,AP,140,1.86989,8,24.92403,31.07597,Bertelsmann Foundation Transformation Index,20.87696
Pakistan,PAK,2021,AP,140,1.86989,8,24.92403,31.07597,Economist Intelligence Unit Country Ratings,19.79276
Pakistan,PAK,2021,AP,140,1.86989,8,24.92403,31.07597,Global Insights Country Risk Ratings,34.50329
Pakistan,PAK,2021,AP,140,1.86989,8,24.92403,31.07597,PRS International Country Risk Guide,32.41864
Pakistan,PAK,2021,AP,140,1.86989,8,24.92403,31.07597,Varieties of Democracy Project,19.5723
Pakistan,PAK,2021,AP,140,1.86989,8,24.92403,31.07597,World Bank CPIA,35.11188
Pakistan,PAK,2021,AP,140,1.86989,8,24.92403,31.07597,World Economic Forum EOS,40.6456
