country_name,year,index,value,index_text
Iran,2012,v2x_libdem,0.113,Liberal democracy index
Iran,2012,v2x_partipdem,0.04,Participatory democracy index
Iran,2012,v2x_delibdem,0.176,Deliberative democracy index
Iran,2012,v2x_egaldem,0.163,Egalitarian democracy index
Iran,2013,v2x_polyarchy,0.176,Electoral democracy index
Iran,2013,v2x_libdem,0.124,Liberal democracy index
Iran,2013,v2x_partipdem,0.043,Participatory democracy index
Iran,2013,v2x_delibdem,0.17,Deliberative democracy index
Iran,2013,v2x_egaldem,0.175,Egalitarian democracy index
Iran,2014,v2x_polyarchy,0.184,Electoral democracy index
Iran,2014,v2x_libdem,0.126,Liberal democracy index
Iran,2014,v2x_partipdem,0.046,Participatory democracy index
Iran,2014,v2x_delibdem,0.178,Deliberative democracy index
Iran,2014,v2x_egaldem,0.178,Egalitarian democracy index
Iran,2015,v2x_polyarchy,0.187,Electoral democracy index
Iran,2015,v2x_libdem,0.13,Liberal democracy index
Iran,2015,v2x_partipdem,0.049,Participatory democracy index
Iran,2015,v2x_delibdem,0.179,Deliberative democracy index
Iran,2015,v2x_egaldem,0.178,Egalitarian democracy index
Iran,2016,v2x_polyarchy,0.187,Electoral democracy index
Iran,2016,v2x_libdem,0.132,Liberal democracy index
Iran,2016,v2x_partipdem,0.05,Participatory democracy index
Iran,2016,v2x_delibdem,0.177,Deliberative democracy index
Iran,2016,v2x_egaldem,0.172,Egalitarian democracy index
Iran,2017,v2x_polyarchy,0.187,Electoral democracy index
Iran,2017,v2x_libdem,0.128,Liberal democracy index
Iran,2017,v2x_partipdem,0.048,Participatory democracy index
Iran,2017,v2x_delibdem,0.158,Deliberative democracy index
Iran,2017,v2x_egaldem,0.163,Egalitarian democracy index
Iran,2018,v2x_polyarchy,0.183,Electoral democracy index
Iran,2018,v2x_libdem,0.127,Liberal democracy index
Iran,2018,v2x_partipdem,0.047,Participatory democracy index
Iran,2018,v2x_delibdem,0.142,Deliberative democracy index
Iran,2018,v2x_egaldem,0.172,Egalitarian democracy index
Iran,2019,v2x_polyarchy,0.183,Electoral democracy index
Iran,2019,v2x_libdem,0.123,Liberal democracy index
Iran,2019,v2x_partipdem,0.044,Participatory democracy index
Iran,2019,v2x_delibdem,0.145,Deliberative democracy index
Iran,2019,v2x_egaldem,0.167,Egalitarian democracy index
Iran,2020,v2x_polyarchy,0.165,Electoral democracy index
Iran,2020,v2x_libdem,0.115,Liberal democracy index
Iran,2020,v2x_partipdem,0.041,Participatory democracy index
Iran,2020,v2x_delibdem,0.121,Deliberative democracy index
Iran,2020,v2x_egaldem,0.158,Egalitarian democracy index
Iran,2021,v2x_polyarchy,0.159,Electoral democracy index
Iran,2021,v2x_libdem,0.091,Liberal democracy index
Iran,2021,v2x_partipdem,0.037,Participatory democracy index
Iran,2021,v2x_delibdem,0.089,Deliberative democracy index
Iran,2021,v2x_egaldem,0.147,Egalitarian democracy index
Iran,2022,v2x_polyarchy,0.149,Electoral democracy index
Iran,2022,v2x_libdem,0.078,Liberal democracy index
Iran,2022,v2x_partipdem,0.034,Participatory democracy index
Iran,2022,v2x_delibdem,0.058,Deliberative democracy index
Iran,2022,v2x_egaldem,0.146,Egalitarian democracy index
Iran,2023,v2x_polyarchy,0.156,Electoral democracy index
Iran,2023,v2x_libdem,0.082,Liberal democracy index
Iran,2023,v2x_partipdem,0.036,Participatory democracy index
Iran,2023,v2x_delibdem,0.066,Deliberative democracy index
Iran,2023,v2x_egaldem,0.152,Egalitarian democracy index
Maldives,1900,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1900,v2x_libdem,0.032,Liberal democracy index
Maldives,1900,v2x_partipdem,0.02,Participatory democracy index
Maldives,1900,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1900,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1901,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1901,v2x_libdem,0.032,Liberal democracy index
Maldives,1901,v2x_partipdem,0.02,Participatory democracy index
Maldives,1901,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1901,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1902,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1902,v2x_libdem,0.032,Liberal democracy index
Maldives,1902,v2x_partipdem,0.02,Participatory democracy index
Maldives,1902,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1902,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1903,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1903,v2x_libdem,0.032,Liberal democracy index
Maldives,1903,v2x_partipdem,0.02,Participatory democracy index
Maldives,1903,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1903,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1904,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1904,v2x_libdem,0.032,Liberal democracy index
Maldives,1904,v2x_partipdem,0.02,Participatory democracy index
Maldives,1904,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1904,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1905,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1905,v2x_libdem,0.032,Liberal democracy index
Maldives,1905,v2x_partipdem,0.02,Participatory democracy index
Maldives,1905,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1905,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1906,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1906,v2x_libdem,0.032,Liberal democracy index
Maldives,1906,v2x_partipdem,0.02,Participatory democracy index
Maldives,1906,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1906,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1907,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1907,v2x_libdem,0.032,Liberal democracy index
Maldives,1907,v2x_partipdem,0.02,Participatory democracy index
Maldives,1907,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1907,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1908,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1908,v2x_libdem,0.032,Liberal democracy index
Maldives,1908,v2x_partipdem,0.02,Participatory democracy index
Maldives,1908,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1908,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1909,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1909,v2x_libdem,0.032,Liberal democracy index
Maldives,1909,v2x_partipdem,0.02,Participatory democracy index
Maldives,1909,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1909,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1910,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1910,v2x_libdem,0.032,Liberal democracy index
Maldives,1910,v2x_partipdem,0.02,Participatory democracy index
Maldives,1910,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1910,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1911,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1911,v2x_libdem,0.032,Liberal democracy index
Maldives,1911,v2x_partipdem,0.02,Participatory democracy index
Maldives,1911,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1911,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1912,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1912,v2x_libdem,0.032,Liberal democracy index
Maldives,1912,v2x_partipdem,0.02,Participatory democracy index
Maldives,1912,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1912,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1913,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1913,v2x_libdem,0.032,Liberal democracy index
Maldives,1913,v2x_partipdem,0.02,Participatory democracy index
Maldives,1913,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1913,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1914,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1914,v2x_libdem,0.032,Liberal democracy index
Maldives,1914,v2x_partipdem,0.02,Participatory democracy index
Maldives,1914,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1914,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1915,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1915,v2x_libdem,0.032,Liberal democracy index
Maldives,1915,v2x_partipdem,0.02,Participatory democracy index
Maldives,1915,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1915,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1916,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1916,v2x_libdem,0.032,Liberal democracy index
Maldives,1916,v2x_partipdem,0.02,Participatory democracy index
Maldives,1916,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1916,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1917,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1917,v2x_libdem,0.032,Liberal democracy index
Maldives,1917,v2x_partipdem,0.02,Participatory democracy index
Maldives,1917,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1917,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1918,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1918,v2x_libdem,0.032,Liberal democracy index
Maldives,1918,v2x_partipdem,0.02,Participatory democracy index
Maldives,1918,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1918,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1919,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1919,v2x_libdem,0.032,Liberal democracy index
Maldives,1919,v2x_partipdem,0.02,Participatory democracy index
Maldives,1919,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1919,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1920,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1920,v2x_libdem,0.032,Liberal democracy index
Maldives,1920,v2x_partipdem,0.02,Participatory democracy index
Maldives,1920,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1920,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1921,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1921,v2x_libdem,0.032,Liberal democracy index
Maldives,1921,v2x_partipdem,0.02,Participatory democracy index
Maldives,1921,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1921,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1922,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1922,v2x_libdem,0.032,Liberal democracy index
Maldives,1922,v2x_partipdem,0.02,Participatory democracy index
Maldives,1922,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1922,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1923,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1923,v2x_libdem,0.032,Liberal democracy index
Maldives,1923,v2x_partipdem,0.02,Participatory democracy index
Maldives,1923,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1923,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1924,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1924,v2x_libdem,0.032,Liberal democracy index
Maldives,1924,v2x_partipdem,0.02,Participatory democracy index
Maldives,1924,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1924,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1925,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1925,v2x_libdem,0.032,Liberal democracy index
Maldives,1925,v2x_partipdem,0.02,Participatory democracy index
Maldives,1925,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1925,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1926,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1926,v2x_libdem,0.032,Liberal democracy index
Maldives,1926,v2x_partipdem,0.02,Participatory democracy index
Maldives,1926,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1926,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1927,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1927,v2x_libdem,0.032,Liberal democracy index
Maldives,1927,v2x_partipdem,0.02,Participatory democracy index
Maldives,1927,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1927,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1928,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1928,v2x_libdem,0.032,Liberal democracy index
Maldives,1928,v2x_partipdem,0.02,Participatory democracy index
Maldives,1928,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1928,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1929,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1929,v2x_libdem,0.032,Liberal democracy index
Maldives,1929,v2x_partipdem,0.02,Participatory democracy index
Maldives,1929,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1929,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1930,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1930,v2x_libdem,0.032,Liberal democracy index
Maldives,1930,v2x_partipdem,0.02,Participatory democracy index
Maldives,1930,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1930,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1931,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1931,v2x_libdem,0.032,Liberal democracy index
Maldives,1931,v2x_partipdem,0.02,Participatory democracy index
Maldives,1931,v2x_delibdem,0.014,Deliberative democracy index
Maldives,1931,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1932,v2x_polyarchy,0.015,Electoral democracy index
Maldives,1932,v2x_libdem,0.037,Liberal democracy index
Maldives,1932,v2x_partipdem,0.02,Participatory democracy index
Maldives,1932,v2x_delibdem,0.026,Deliberative democracy index
Maldives,1932,v2x_egaldem,0.086,Egalitarian democracy index
Maldives,1933,v2x_polyarchy,0.077,Electoral democracy index
Maldives,1933,v2x_libdem,0.051,Liberal democracy index
Maldives,1933,v2x_partipdem,0.024,Participatory democracy index
Maldives,1933,v2x_delibdem,0.031,Deliberative democracy index
Maldives,1933,v2x_egaldem,0.093,Egalitarian democracy index
Maldives,1934,v2x_polyarchy,0.093,Electoral democracy index
Maldives,1934,v2x_libdem,0.054,Liberal democracy index
Maldives,1934,v2x_partipdem,0.026,Participatory democracy index
Maldives,1934,v2x_delibdem,0.033,Deliberative democracy index
Maldives,1934,v2x_egaldem,0.096,Egalitarian democracy index
Maldives,1935,v2x_polyarchy,0.14,Electoral democracy index
Maldives,1935,v2x_libdem,0.061,Liberal democracy index
Maldives,1935,v2x_partipdem,0.032,Participatory democracy index
Maldives,1935,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1935,v2x_egaldem,0.104,Egalitarian democracy index
Maldives,1936,v2x_polyarchy,0.14,Electoral democracy index
Maldives,1936,v2x_libdem,0.061,Liberal democracy index
Maldives,1936,v2x_partipdem,0.032,Participatory democracy index
Maldives,1936,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1936,v2x_egaldem,0.104,Egalitarian democracy index
Maldives,1937,v2x_polyarchy,0.14,Electoral democracy index
Maldives,1937,v2x_libdem,0.061,Liberal democracy index
Maldives,1937,v2x_partipdem,0.032,Participatory democracy index
Maldives,1937,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1937,v2x_egaldem,0.104,Egalitarian democracy index
Maldives,1938,v2x_polyarchy,0.14,Electoral democracy index
Maldives,1938,v2x_libdem,0.061,Liberal democracy index
Maldives,1938,v2x_partipdem,0.032,Participatory democracy index
Maldives,1938,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1938,v2x_egaldem,0.104,Egalitarian democracy index
Maldives,1939,v2x_polyarchy,0.14,Electoral democracy index
Maldives,1939,v2x_libdem,0.061,Liberal democracy index
Maldives,1939,v2x_partipdem,0.032,Participatory democracy index
Maldives,1939,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1939,v2x_egaldem,0.104,Egalitarian democracy index
Maldives,1940,v2x_polyarchy,0.14,Electoral democracy index
Maldives,1940,v2x_libdem,0.061,Liberal democracy index
Maldives,1940,v2x_partipdem,0.032,Participatory democracy index
Maldives,1940,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1940,v2x_egaldem,0.104,Egalitarian democracy index
Maldives,1941,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1941,v2x_libdem,0.069,Liberal democracy index
Maldives,1941,v2x_partipdem,0.031,Participatory democracy index
Maldives,1941,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1941,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1942,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1942,v2x_libdem,0.069,Liberal democracy index
Maldives,1942,v2x_partipdem,0.031,Participatory democracy index
Maldives,1942,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1942,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1943,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1943,v2x_libdem,0.069,Liberal democracy index
Maldives,1943,v2x_partipdem,0.031,Participatory democracy index
Maldives,1943,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1943,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1944,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1944,v2x_libdem,0.069,Liberal democracy index
Maldives,1944,v2x_partipdem,0.031,Participatory democracy index
Maldives,1944,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1944,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1945,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1945,v2x_libdem,0.071,Liberal democracy index
Maldives,1945,v2x_partipdem,0.031,Participatory democracy index
Maldives,1945,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1945,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1946,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1946,v2x_libdem,0.071,Liberal democracy index
Maldives,1946,v2x_partipdem,0.031,Participatory democracy index
Maldives,1946,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1946,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1947,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1947,v2x_libdem,0.071,Liberal democracy index
Maldives,1947,v2x_partipdem,0.031,Participatory democracy index
Maldives,1947,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1947,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1948,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1948,v2x_libdem,0.071,Liberal democracy index
Maldives,1948,v2x_partipdem,0.031,Participatory democracy index
Maldives,1948,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1948,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1949,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1949,v2x_libdem,0.071,Liberal democracy index
Maldives,1949,v2x_partipdem,0.031,Participatory democracy index
Maldives,1949,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1949,v2x_egaldem,0.102,Egalitarian democracy index
Maldives,1950,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1950,v2x_libdem,0.071,Liberal democracy index
Maldives,1950,v2x_partipdem,0.031,Participatory democracy index
Maldives,1950,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1950,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1951,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1951,v2x_libdem,0.071,Liberal democracy index
Maldives,1951,v2x_partipdem,0.031,Participatory democracy index
Maldives,1951,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1951,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1952,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1952,v2x_libdem,0.071,Liberal democracy index
Maldives,1952,v2x_partipdem,0.04,Participatory democracy index
Maldives,1952,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1952,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1953,v2x_polyarchy,0.129,Electoral democracy index
Maldives,1953,v2x_libdem,0.062,Liberal democracy index
Maldives,1953,v2x_partipdem,0.04,Participatory democracy index
Maldives,1953,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1953,v2x_egaldem,0.107,Egalitarian democracy index
Maldives,1954,v2x_polyarchy,0.129,Electoral democracy index
Maldives,1954,v2x_libdem,0.062,Liberal democracy index
Maldives,1954,v2x_partipdem,0.031,Participatory democracy index
Maldives,1954,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1954,v2x_egaldem,0.107,Egalitarian democracy index
Maldives,1955,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1955,v2x_libdem,0.062,Liberal democracy index
Maldives,1955,v2x_partipdem,0.031,Participatory democracy index
Maldives,1955,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1955,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1956,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1956,v2x_libdem,0.062,Liberal democracy index
Maldives,1956,v2x_partipdem,0.031,Participatory democracy index
Maldives,1956,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1956,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1957,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1957,v2x_libdem,0.062,Liberal democracy index
Maldives,1957,v2x_partipdem,0.031,Participatory democracy index
Maldives,1957,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1957,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1958,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1958,v2x_libdem,0.062,Liberal democracy index
Maldives,1958,v2x_partipdem,0.031,Participatory democracy index
Maldives,1958,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1958,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1959,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1959,v2x_libdem,0.062,Liberal democracy index
Maldives,1959,v2x_partipdem,0.04,Participatory democracy index
Maldives,1959,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1959,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1960,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1960,v2x_libdem,0.062,Liberal democracy index
Maldives,1960,v2x_partipdem,0.031,Participatory democracy index
Maldives,1960,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1960,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1961,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1961,v2x_libdem,0.062,Liberal democracy index
Maldives,1961,v2x_partipdem,0.031,Participatory democracy index
Maldives,1961,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1961,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1962,v2x_polyarchy,0.131,Electoral democracy index
Maldives,1962,v2x_libdem,0.062,Liberal democracy index
Maldives,1962,v2x_partipdem,0.031,Participatory democracy index
Maldives,1962,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1962,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1963,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1963,v2x_libdem,0.06,Liberal democracy index
Maldives,1963,v2x_partipdem,0.031,Participatory democracy index
Maldives,1963,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1963,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1964,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1964,v2x_libdem,0.063,Liberal democracy index
Maldives,1964,v2x_partipdem,0.031,Participatory democracy index
Maldives,1964,v2x_delibdem,0.038,Deliberative democracy index
Maldives,1964,v2x_egaldem,0.108,Egalitarian democracy index
Maldives,1965,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1965,v2x_libdem,0.063,Liberal democracy index
Maldives,1965,v2x_partipdem,0.037,Participatory democracy index
Maldives,1965,v2x_delibdem,0.037,Deliberative democracy index
Maldives,1965,v2x_egaldem,0.106,Egalitarian democracy index
Maldives,1966,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1966,v2x_libdem,0.058,Liberal democracy index
Maldives,1966,v2x_partipdem,0.039,Participatory democracy index
Maldives,1966,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1966,v2x_egaldem,0.105,Egalitarian democracy index
Maldives,1967,v2x_polyarchy,0.13,Electoral democracy index
Maldives,1967,v2x_libdem,0.056,Liberal democracy index
Maldives,1967,v2x_partipdem,0.039,Participatory democracy index
Maldives,1967,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1967,v2x_egaldem,0.105,Egalitarian democracy index
Maldives,1968,v2x_polyarchy,0.142,Electoral democracy index
Maldives,1968,v2x_libdem,0.062,Liberal democracy index
Maldives,1968,v2x_partipdem,0.05,Participatory democracy index
Maldives,1968,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1968,v2x_egaldem,0.114,Egalitarian democracy index
Maldives,1969,v2x_polyarchy,0.171,Electoral democracy index
Maldives,1969,v2x_libdem,0.068,Liberal democracy index
Maldives,1969,v2x_partipdem,0.046,Participatory democracy index
Maldives,1969,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1969,v2x_egaldem,0.121,Egalitarian democracy index
Maldives,1970,v2x_polyarchy,0.17,Electoral democracy index
Maldives,1970,v2x_libdem,0.068,Liberal democracy index
Maldives,1970,v2x_partipdem,0.046,Participatory democracy index
Maldives,1970,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1970,v2x_egaldem,0.141,Egalitarian democracy index
Maldives,1971,v2x_polyarchy,0.17,Electoral democracy index
Maldives,1971,v2x_libdem,0.068,Liberal democracy index
Maldives,1971,v2x_partipdem,0.046,Participatory democracy index
Maldives,1971,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1971,v2x_egaldem,0.141,Egalitarian democracy index
Maldives,1972,v2x_polyarchy,0.17,Electoral democracy index
Maldives,1972,v2x_libdem,0.068,Liberal democracy index
Maldives,1972,v2x_partipdem,0.046,Participatory democracy index
Maldives,1972,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1972,v2x_egaldem,0.141,Egalitarian democracy index
Maldives,1973,v2x_polyarchy,0.17,Electoral democracy index
Maldives,1973,v2x_libdem,0.068,Liberal democracy index
Maldives,1973,v2x_partipdem,0.046,Participatory democracy index
Maldives,1973,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1973,v2x_egaldem,0.141,Egalitarian democracy index
Maldives,1974,v2x_polyarchy,0.17,Electoral democracy index
Maldives,1974,v2x_libdem,0.068,Liberal democracy index
Maldives,1974,v2x_partipdem,0.045,Participatory democracy index
Maldives,1974,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1974,v2x_egaldem,0.141,Egalitarian democracy index
Maldives,1975,v2x_polyarchy,0.171,Electoral democracy index
Maldives,1975,v2x_libdem,0.068,Liberal democracy index
Maldives,1975,v2x_partipdem,0.045,Participatory democracy index
Maldives,1975,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1975,v2x_egaldem,0.141,Egalitarian democracy index
Maldives,1976,v2x_polyarchy,0.171,Electoral democracy index
Maldives,1976,v2x_libdem,0.068,Liberal democracy index
Maldives,1976,v2x_partipdem,0.045,Participatory democracy index
Maldives,1976,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1976,v2x_egaldem,0.142,Egalitarian democracy index
Maldives,1977,v2x_polyarchy,0.171,Electoral democracy index
Maldives,1977,v2x_libdem,0.068,Liberal democracy index
Maldives,1977,v2x_partipdem,0.045,Participatory democracy index
Maldives,1977,v2x_delibdem,0.041,Deliberative democracy index
Maldives,1977,v2x_egaldem,0.142,Egalitarian democracy index
Maldives,1978,v2x_polyarchy,0.163,Electoral democracy index
Maldives,1978,v2x_libdem,0.063,Liberal democracy index
Maldives,1978,v2x_partipdem,0.037,Participatory democracy index
Maldives,1978,v2x_delibdem,0.039,Deliberative democracy index
Maldives,1978,v2x_egaldem,0.138,Egalitarian democracy index
Maldives,1979,v2x_polyarchy,0.155,Electoral democracy index
Maldives,1979,v2x_libdem,0.059,Liberal democracy index
Maldives,1979,v2x_partipdem,0.034,Participatory democracy index
Maldives,1979,v2x_delibdem,0.032,Deliberative democracy index
Maldives,1979,v2x_egaldem,0.14,Egalitarian democracy index
